model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,29,19,1.3492,1.3503,0.1462,0.1038,28660.0,0.218658447265625,177.5404,True,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
LSTM,Stage1,cascade,21,11,0.65,0.6522,0.4389,0.4325,28586.0,0.2180938720703125,126.9092,True,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
LSTM,Stage2,cascade,16,6,1.0981,1.0985,0.2943,0.2522,28623.0,0.21837615966796875,92.7693,True,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
MAMBA,Joint,joint,34,24,1.353,1.3632,0.1338,0.108,12208.0,0.0931396484375,149.819,True,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
MAMBA,Stage1,cascade,22,12,0.6448,0.6554,0.4359,0.4186,12014.0,0.0916595458984375,98.6407,True,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
MAMBA,Stage2,cascade,59,49,1.0931,1.0953,0.2801,0.2459,12111.0,0.09239959716796875,262.0402,True,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
TRANSFORMER,Joint,joint,16,6,1.3558,1.3737,0.1305,0.0781,212996.0,1.625030517578125,33.1763,True,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
TRANSFORMER,Stage1,cascade,26,16,0.6449,0.6546,0.4395,0.432,212898.0,1.6242828369140625,53.719,True,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
TRANSFORMER,Stage2,cascade,13,3,1.1003,1.1164,0.2909,0.2856,212947.0,1.6246566772460938,26.6144,True,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
CNN,Joint,joint,22,12,1.3396,1.3647,0.1501,0.1306,472708.0,3.606475830078125,248.6903,True,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
CNN,Stage1,cascade,15,5,0.6234,0.6601,0.4399,0.4318,472450.0,3.6045074462890625,169.6049,True,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
CNN,Stage2,cascade,16,6,1.0886,1.0969,0.312,0.282,472579.0,3.6054916381835938,175.9709,True,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.40406227111816406,1.7929,False,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20611095428466797,1.2128,False,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3015308380126953,0.4525,False,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0856,,False,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0484,,False,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.067,24.0041,False,0,100min1500EvalTest_Seed1,geo/100min-1500/100min1500EvalTest_Seed1.log
