Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3894,0.0704,0.3349,0.0658,1.3911
LSTM,Joint,2,1.3875,0.0171,0.3255,0.0325,1.3841
LSTM,Joint,3,1.3871,0.0891,0.277,0.1307,1.3861
LSTM,Joint,4,1.3863,0.0684,0.3276,0.1131,1.3838
LSTM,Joint,5,1.3864,0.069,0.3245,0.1138,1.3833
LSTM,Joint,6,1.3858,0.0887,0.3245,0.1098,1.3879
LSTM,Joint,7,1.383,0.0918,0.323,0.1372,1.3907
LSTM,Joint,8,1.3803,0.1147,0.3176,0.0414,1.374
LSTM,Joint,9,1.3784,0.0966,0.2926,0.087,1.3733
LSTM,Joint,10,1.3768,0.072,0.3069,0.1167,1.3781
LSTM,Joint,11,1.3748,0.0897,0.203,0.0721,1.3685
LSTM,Joint,12,1.3726,0.0815,0.2502,0.0346,1.3639
LSTM,Joint,13,1.3679,0.0982,0.3034,0.1273,1.3765
LSTM,Joint,14,1.3638,0.1052,0.3175,0.097,1.3608
LSTM,Joint,15,1.3617,0.0795,0.3175,0.0429,1.367
LSTM,Joint,16,1.3602,0.0209,0.2896,0.0389,1.3651
LSTM,Joint,17,1.36,0.0946,0.3004,0.1232,1.3651
LSTM,Joint,18,1.3584,0.0914,0.291,0.1018,1.36
LSTM,Joint,19,1.3574,0.0992,0.2673,0.1301,1.3492
LSTM,Joint,20,1.3575,0.1001,0.2982,0.1421,1.3696
LSTM,Joint,21,1.3565,0.0994,0.2879,0.131,1.3685
LSTM,Joint,22,1.3566,0.0881,0.2892,0.0538,1.3574
LSTM,Joint,23,1.356,0.0218,0.2932,0.0406,1.3631
LSTM,Joint,24,1.3558,0.1023,0.2789,0.1462,1.3579
LSTM,Joint,25,1.3559,0.1007,0.2784,0.1325,1.362
LSTM,Joint,26,1.3532,0.0986,0.2822,0.1271,1.354
LSTM,Joint,27,1.353,0.0874,0.2821,0.0582,1.357
LSTM,Joint,28,1.353,0.0882,0.2837,0.0452,1.3575
LSTM,Joint,29,1.3527,0.0974,0.277,0.1038,1.3503
LSTM,Stage1,1,0.6946,0.2571,0.6941,0.3752,0.6944
LSTM,Stage1,2,0.6935,0.0,0.0,0.0,0.6816
LSTM,Stage1,3,0.6933,0.0,0.0,0.0,0.6804
LSTM,Stage1,4,0.6933,0.0,0.0,0.0,0.69
LSTM,Stage1,5,0.6929,0.0,0.0,0.0,0.6777
LSTM,Stage1,6,0.6928,0.2654,0.8643,0.4061,0.6945
LSTM,Stage1,7,0.6919,0.2623,0.9765,0.4135,0.7008
LSTM,Stage1,8,0.6912,0.2858,0.1781,0.2194,0.6835
LSTM,Stage1,9,0.6871,0.0,0.0,0.0,0.6533
LSTM,Stage1,10,0.6806,0.2846,0.7616,0.4144,0.6883
LSTM,Stage1,11,0.6749,0.3071,0.5602,0.3968,0.65
LSTM,Stage1,12,0.6698,0.3013,0.7712,0.4333,0.6581
LSTM,Stage1,13,0.6685,0.3033,0.7467,0.4314,0.652
LSTM,Stage1,14,0.6672,0.3057,0.7564,0.4354,0.6524
LSTM,Stage1,15,0.6667,0.3032,0.7745,0.4358,0.6574
LSTM,Stage1,16,0.6664,0.2942,0.8624,0.4387,0.6886
LSTM,Stage1,17,0.6647,0.3002,0.8132,0.4385,0.6692
LSTM,Stage1,18,0.6644,0.3016,0.797,0.4376,0.6653
LSTM,Stage1,19,0.6638,0.2989,0.825,0.4389,0.6752
LSTM,Stage1,20,0.6646,0.2997,0.8176,0.4387,0.6724
LSTM,Stage1,21,0.6636,0.3094,0.7188,0.4325,0.6522
LSTM,Stage2,1,1.1009,0.0033,0.3333,0.0066,1.0987
LSTM,Stage2,2,1.1005,0.0033,0.3333,0.0066,1.0983
LSTM,Stage2,3,1.0994,0.2635,0.3333,0.2943,1.0996
LSTM,Stage2,4,1.0996,0.0033,0.3333,0.0066,1.0983
LSTM,Stage2,5,1.0995,0.0709,0.3356,0.0848,1.0983
LSTM,Stage2,6,1.0992,0.0033,0.3333,0.0066,1.0981
LSTM,Stage2,7,1.0992,0.0033,0.3333,0.0066,1.0981
LSTM,Stage2,8,1.0989,0.3345,0.3418,0.2429,1.0985
LSTM,Stage2,9,1.0991,0.2659,0.3419,0.1684,1.0983
LSTM,Stage2,10,1.0991,0.3332,0.3405,0.1773,1.0985
LSTM,Stage2,11,1.0989,0.0033,0.3333,0.0066,1.0983
LSTM,Stage2,12,1.0991,0.0641,0.3266,0.0365,1.0984
LSTM,Stage2,13,1.0987,0.0736,0.3354,0.0592,1.0983
LSTM,Stage2,14,1.0988,0.3267,0.3342,0.0962,1.0984
LSTM,Stage2,15,1.0987,0.3403,0.3414,0.1278,1.0984
LSTM,Stage2,16,1.0988,0.3335,0.3407,0.2522,1.0985
MAMBA,Joint,1,1.3887,0.0946,0.239,0.0503,1.3846
MAMBA,Joint,2,1.3875,0.092,0.1115,0.085,1.3818
MAMBA,Joint,3,1.3871,0.0844,0.0368,0.0314,1.381
MAMBA,Joint,4,1.3867,0.0832,0.1161,0.0824,1.3824
MAMBA,Joint,5,1.3866,0.0858,0.1229,0.0741,1.3825
MAMBA,Joint,6,1.3863,0.087,0.1815,0.0971,1.383
MAMBA,Joint,7,1.3858,0.0866,0.2716,0.1226,1.3844
MAMBA,Joint,8,1.3849,0.0901,0.2669,0.1303,1.3835
MAMBA,Joint,9,1.3828,0.0924,0.25,0.1272,1.3809
MAMBA,Joint,10,1.3801,0.0997,0.133,0.1069,1.3615
MAMBA,Joint,11,1.377,0.1034,0.0987,0.0585,1.3573
MAMBA,Joint,12,1.3756,0.0901,0.3225,0.1128,1.3769
MAMBA,Joint,13,1.3718,0.0988,0.2685,0.1061,1.3648
MAMBA,Joint,14,1.3697,0.1021,0.27,0.1338,1.3595
MAMBA,Joint,15,1.3681,0.1036,0.2416,0.1195,1.3553
MAMBA,Joint,16,1.3653,0.0929,0.3188,0.1085,1.3745
MAMBA,Joint,17,1.3647,0.0983,0.3038,0.1271,1.3651
MAMBA,Joint,18,1.362,0.0898,0.3188,0.0877,1.3898
MAMBA,Joint,19,1.3616,0.0962,0.2897,0.1074,1.363
MAMBA,Joint,20,1.3615,0.0951,0.3168,0.1014,1.3734
MAMBA,Joint,21,1.3612,0.0987,0.3103,0.1079,1.3667
MAMBA,Joint,22,1.3572,0.1025,0.2873,0.1322,1.3546
MAMBA,Joint,23,1.3562,0.0971,0.3201,0.1154,1.3679
MAMBA,Joint,24,1.3564,0.1037,0.2975,0.131,1.353
MAMBA,Joint,25,1.3552,0.1027,0.3091,0.1311,1.3569
MAMBA,Joint,26,1.3547,0.0994,0.3093,0.1205,1.3588
MAMBA,Joint,27,1.3551,0.1,0.2988,0.1147,1.3595
MAMBA,Joint,28,1.353,0.1013,0.2998,0.1254,1.3568
MAMBA,Joint,29,1.3538,0.0989,0.3154,0.1126,1.3646
MAMBA,Joint,30,1.353,0.1027,0.3005,0.1242,1.3559
MAMBA,Joint,31,1.3509,0.1023,0.301,0.1268,1.3559
MAMBA,Joint,32,1.3505,0.1007,0.301,0.1223,1.357
MAMBA,Joint,33,1.3507,0.1008,0.3043,0.1185,1.3576
MAMBA,Joint,34,1.3495,0.0985,0.31,0.108,1.3632
MAMBA,Stage1,1,0.6939,0.0,0.0,0.0,0.6851
MAMBA,Stage1,2,0.6934,0.1,0.0001,0.0002,0.6876
MAMBA,Stage1,3,0.6929,0.0,0.0,0.0,0.6813
MAMBA,Stage1,4,0.6923,0.2733,0.1698,0.2095,0.6865
MAMBA,Stage1,5,0.691,0.308,0.0507,0.0871,0.6812
MAMBA,Stage1,6,0.6887,0.2996,0.1568,0.2059,0.6776
MAMBA,Stage1,7,0.6863,0.312,0.0969,0.1479,0.6681
MAMBA,Stage1,8,0.6843,0.3051,0.2495,0.2745,0.6668
MAMBA,Stage1,9,0.6799,0.2888,0.8573,0.4321,0.6989
MAMBA,Stage1,10,0.6786,0.2899,0.7877,0.4239,0.6982
MAMBA,Stage1,11,0.6771,0.313,0.486,0.3808,0.6623
MAMBA,Stage1,12,0.6748,0.3144,0.207,0.2497,0.6448
MAMBA,Stage1,13,0.674,0.3057,0.6825,0.4222,0.6694
MAMBA,Stage1,14,0.6734,0.3056,0.6828,0.4223,0.6711
MAMBA,Stage1,15,0.6726,0.3005,0.7781,0.4336,0.6806
MAMBA,Stage1,16,0.6713,0.3147,0.326,0.3202,0.6458
MAMBA,Stage1,17,0.6719,0.2988,0.8052,0.4359,0.6862
MAMBA,Stage1,18,0.6701,0.2945,0.8347,0.4353,0.6957
MAMBA,Stage1,19,0.6693,0.3046,0.7467,0.4327,0.6728
MAMBA,Stage1,20,0.6681,0.3047,0.749,0.4332,0.6727
MAMBA,Stage1,21,0.6684,0.3154,0.6039,0.4144,0.6542
MAMBA,Stage1,22,0.6677,0.3149,0.6239,0.4186,0.6554
MAMBA,Stage2,1,1.1009,0.3311,0.3361,0.1598,1.0987
MAMBA,Stage2,2,1.0997,0.3353,0.3297,0.2599,1.0988
MAMBA,Stage2,3,1.0995,0.3343,0.3335,0.1993,1.0985
MAMBA,Stage2,4,1.0991,0.338,0.3372,0.2348,1.0986
MAMBA,Stage2,5,1.0992,0.3313,0.3388,0.1952,1.0984
MAMBA,Stage2,6,1.0989,0.3283,0.336,0.174,1.0983
MAMBA,Stage2,7,1.0988,0.3382,0.3442,0.2703,1.0984
MAMBA,Stage2,8,1.0989,0.3344,0.339,0.1429,1.0981
MAMBA,Stage2,9,1.0985,0.3325,0.3476,0.1961,1.0982
