model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,33,23,0.018,0.0273,0.9971,0.9955,94780.0,0.723114013671875,99.7181,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LSTM,Stage1,cascade,32,22,0.0219,0.0319,0.9938,0.9905,94646.0,0.7220916748046875,96.3396,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LSTM,Stage2,cascade,55,45,0.0004,0.0006,1.0,0.9998,94713.0,0.7226028442382812,165.0832,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MAMBA,Joint,joint,24,14,0.0352,0.0562,0.9932,0.9909,25018.0,0.1908721923828125,84.5122,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MAMBA,Stage1,cascade,12,2,0.0324,0.0482,0.9896,0.9868,24664.0,0.18817138671875,41.6652,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MAMBA,Stage2,cascade,39,29,0.0052,0.0083,0.9984,0.9973,24841.0,0.18952178955078125,141.9793,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
TRANSFORMER,Joint,joint,58,48,0.0126,0.0178,0.9981,0.9979,404956.0,3.089569091796875,78.8444,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
TRANSFORMER,Stage1,cascade,17,7,0.023,0.0231,0.9918,0.9918,404778.0,3.0882110595703125,23.8012,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
TRANSFORMER,Stage2,cascade,26,15,0.0,0.0,1.0,1.0,404867.0,3.0888900756835938,36.381,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
CNN,Joint,joint,16,6,0.0219,0.025,0.9951,0.9948,473668.0,3.613800048828125,126.3378,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
CNN,Stage1,cascade,18,8,0.0219,0.024,0.9925,0.9916,473410.0,3.6118316650390625,143.4895,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
CNN,Stage2,cascade,35,25,0.0033,0.0047,0.9984,0.9982,473539.0,3.6128158569335938,272.8701,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LightGBM,Joint,joint,0,-1,,,,,,0.40149974822998047,1.1442,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.2047739028930664,1.0194,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3004617691040039,0.4477,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,6.2827,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
