log_stem,log_relpath,Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log,MAMBA,70.36,0.7211,0.7267,0.5758,0.1237,76.1,0.7133,0.7719,0.5587,88.11,0.6574,78.26,0.736,89.35,0.8612,5.739999999999995,-0.007799999999999918,Cascade,Joint
10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log,TRANSFORMER,78.04,0.6477,0.8085,0.9018,0.0691,57.58,0.4606,0.6113,0.6719,97.48,0.534,58.03,0.5591,96.84,0.9593,-20.460000000000008,-0.18710000000000004,Joint,Joint
10min1500EvalTest_Seed2,meo/10min-1500/10min1500EvalTest_Seed2.log,CNN,33.24,0.2,0.4212,0.044,0.3131,40.83,0.2413,0.4967,0.1045,24.07,1.0178,56.01,0.5485,22.52,0.23,7.589999999999996,0.041299999999999976,Cascade,Cascade
10min1500EvalTest_Seed2,meo/10min-1500/10min1500EvalTest_Seed2.log,LSTM,40.8,0.2614,0.4877,0.1897,0.0885,39.32,0.2003,0.4745,0.0,12.73,0.5772,56.46,0.5513,12.86,0.1394,-1.4799999999999969,-0.061100000000000015,Joint,Joint
10min1500EvalTest_Seed2,meo/10min-1500/10min1500EvalTest_Seed2.log,LightGBM,72.74,0.2105,0.6126,0.0,0.024,74.34,0.2132,0.634,0.0,,0.4521,74.34,0.4264,69.77,0.274,1.6000000000000085,0.002700000000000008,Cascade,Cascade
10min1500EvalTest_Seed2,meo/10min-1500/10min1500EvalTest_Seed2.log,MAMBA,41.72,0.2452,0.5017,0.1479,0.1198,43.36,0.2514,0.5184,0.1779,27.81,0.6596,56.48,0.5464,27.54,0.2511,1.6400000000000006,0.006200000000000011,Cascade,Cascade
10min1500EvalTest_Seed2,meo/10min-1500/10min1500EvalTest_Seed2.log,TRANSFORMER,32.43,0.2078,0.418,0.0801,0.064,41.9,0.2581,0.5083,0.2298,31.88,0.5257,55.83,0.5483,29.06,0.2684,9.469999999999999,0.050299999999999984,Cascade,Cascade
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,CNN,99.26,0.9798,0.9926,0.9568,0.3097,99.44,0.9651,0.9945,0.9136,98.17,1.0331,99.91,0.9988,98.17,0.9545,0.1799999999999926,-0.014700000000000046,Cascade,Joint
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,LSTM,99.91,0.9992,0.9991,0.9951,0.0962,99.91,0.9992,0.9991,0.9951,100.0,0.6356,99.91,0.9988,100.0,1.0,0.0,0.0,Tie,Tie
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,LightGBM,99.87,0.9969,0.9987,0.9926,0.0211,90.51,0.8077,0.8971,0.5956,99.93,0.4547,90.52,0.8562,99.93,0.9982,-9.36,-0.18920000000000003,Joint,Joint
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,MAMBA,97.91,0.9059,0.9794,0.8341,0.1224,97.57,0.8974,0.9764,0.8409,91.31,0.6737,99.78,0.9971,91.34,0.8657,-0.3400000000000034,-0.008500000000000063,Joint,Joint
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,TRANSFORMER,99.91,0.9992,0.9991,0.9951,0.0695,99.91,0.9992,0.9991,0.9951,100.0,0.6309,99.91,0.9988,100.0,1.0,0.0,0.0,Tie,Tie
10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log,CNN,30.81,0.2254,0.4023,0.2387,0.3101,45.98,0.2761,0.5197,0.0356,54.04,1.0341,55.52,0.5463,54.04,0.3465,15.169999999999998,0.05070000000000002,Cascade,Cascade
10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log,LSTM,31.37,0.1827,0.4034,0.0012,0.0876,36.29,0.1958,0.4488,0.0,13.49,0.5811,54.68,0.54,13.28,0.1451,4.919999999999998,0.0131,Cascade,Cascade
10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log,LightGBM,72.56,0.2102,0.6102,0.0,0.0187,73.99,0.2126,0.6293,0.0,,0.4259,73.99,0.4253,70.85,0.2765,1.4299999999999926,0.0024000000000000132,Cascade,Cascade
10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log,MAMBA,45.19,0.2572,0.5255,0.1563,0.1214,44.2,0.2347,0.5197,0.0836,18.98,0.6308,58.48,0.5611,18.58,0.1819,-0.9899999999999949,-0.022499999999999992,Joint,Joint
10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log,TRANSFORMER,35.49,0.2392,0.4453,0.1733,0.0649,38.16,0.2232,0.4674,0.0728,23.41,0.536,54.37,0.537,21.32,0.2077,2.6699999999999946,-0.015999999999999986,Cascade,Joint
10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log,CNN,97.79,0.9662,0.9779,0.9513,0.3138,97.79,0.9635,0.9779,0.9489,99.33,1.0097,97.96,0.9734,98.93,0.9836,0.0,-0.0026999999999999247,Tie,Joint
10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log,LSTM,68.58,0.7293,0.7143,0.7703,0.0934,57.07,0.5384,0.6015,0.6444,97.62,0.5835,57.51,0.5571,95.94,0.9478,-11.509999999999998,-0.19089999999999996,Joint,Joint
10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log,LightGBM,73.04,0.2888,0.6201,0.0,0.0204,74.12,0.2372,0.6327,0.0006,72.22,0.4379,74.18,0.4333,72.33,0.3749,1.0799999999999983,-0.05160000000000001,Cascade,Joint
10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log,MAMBA,73.39,0.7215,0.7522,0.644,0.1253,74.04,0.7165,0.7563,0.6103,91.34,0.6913,75.7,0.7173,90.86,0.8848,0.6500000000000057,-0.0050000000000000044,Cascade,Joint
10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log,TRANSFORMER,77.59,0.6439,0.8059,0.9073,0.0677,55.03,0.4575,0.584,0.7378,96.68,0.5251,55.72,0.548,95.98,0.9485,-22.560000000000002,-0.1864,Joint,Joint
10min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log,CNN,97.68,0.962,0.9769,0.9602,0.313,97.97,0.9667,0.9798,0.9645,99.15,1.0235,98.18,0.9762,98.91,0.9831,0.28999999999999204,0.0047000000000000375,Cascade,Cascade
10min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log,LSTM,67.59,0.7424,0.7073,0.8045,0.0895,55.44,0.5248,0.586,0.7809,99.07,0.5838,55.63,0.5463,98.61,0.9797,-12.150000000000006,-0.2175999999999999,Joint,Joint
10min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log,LightGBM,73.52,0.2818,0.6268,0.0,0.0211,74.59,0.2362,0.6387,0.0006,75.0,0.4296,74.63,0.4341,73.47,0.385,1.0700000000000074,-0.0456,Cascade,Joint
10min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log,MAMBA,72.92,0.7492,0.7522,0.7173,0.1252,66.01,0.6383,0.6872,0.5453,87.52,0.6526,68.19,0.6422,87.43,0.8346,-6.909999999999997,-0.1109,Joint,Joint
10min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log,TRANSFORMER,65.58,0.5436,0.6971,0.8432,0.0664,55.86,0.4558,0.5949,0.7091,95.57,0.5234,56.72,0.5534,95.43,0.9391,-9.719999999999999,-0.08779999999999999,Joint,Joint
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,CNN,98.59,0.9525,0.9859,0.92,0.3105,98.77,0.9537,0.9877,0.9183,97.81,1.022,99.32,0.9911,97.86,0.9459,0.1799999999999926,0.0011999999999999789,Cascade,Cascade
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,LSTM,99.39,0.9948,0.9939,0.9669,0.0956,99.39,0.9948,0.9939,0.9669,100.0,0.674,99.39,0.992,100.0,1.0,0.0,0.0,Tie,Tie
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,LightGBM,99.39,0.995,0.9939,0.9686,0.0246,90.04,0.805,0.8917,0.5822,99.72,0.493,90.09,0.8509,99.73,0.9928,-9.349999999999994,-0.18999999999999995,Joint,Joint
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,MAMBA,96.38,0.864,0.9644,0.7859,0.1308,96.87,0.8725,0.9692,0.7881,90.07,0.642,99.39,0.992,90.3,0.8373,0.4900000000000091,0.008500000000000063,Cascade,Cascade
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,TRANSFORMER,99.39,0.9948,0.9939,0.9669,0.0684,99.38,0.9942,0.9937,0.9669,100.0,0.5392,99.38,0.9919,100.0,1.0,-0.010000000000005116,-0.0006000000000000449,Joint,Joint
10min1500EvalTest_Seed0,meo/10min-1500/10min1500EvalTest_Seed0.log,CNN,38.23,0.2258,0.4148,0.0,0.3107,39.18,0.2358,0.4853,0.1444,25.97,1.0467,54.7,0.5395,26.53,0.2428,0.9500000000000028,0.010000000000000009,Cascade,Cascade
10min1500EvalTest_Seed0,meo/10min-1500/10min1500EvalTest_Seed0.log,LSTM,29.86,0.1951,0.3908,0.0698,0.0921,39.48,0.2276,0.4846,0.0777,21.54,0.6434,55.54,0.5458,19.88,0.1996,9.619999999999997,0.0325,Cascade,Cascade
10min1500EvalTest_Seed0,meo/10min-1500/10min1500EvalTest_Seed0.log,LightGBM,73.13,0.2112,0.6178,0.0,0.0208,74.46,0.2134,0.6355,0.0,,0.4396,74.46,0.4268,71.74,0.2785,1.3299999999999983,0.0022000000000000075,Cascade,Cascade
10min1500EvalTest_Seed0,meo/10min-1500/10min1500EvalTest_Seed0.log,MAMBA,48.54,0.2599,0.5512,0.1422,0.1231,50.49,0.2597,0.5633,0.1365,27.28,0.653,61.12,0.5672,26.62,0.2486,1.9500000000000028,-0.00020000000000003348,Cascade,Joint
10min1500EvalTest_Seed0,meo/10min-1500/10min1500EvalTest_Seed0.log,TRANSFORMER,33.93,0.2279,0.4429,0.1916,0.0659,41.84,0.2058,0.4881,0.0024,17.43,0.5379,57.48,0.5578,15.75,0.1544,7.910000000000004,-0.02209999999999998,Cascade,Joint
