model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,35,25,0.0065,0.0083,0.9955,0.9944,94780.0,0.723114013671875,315.1744,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
LSTM,Stage1,cascade,23,13,0.0116,0.0136,0.9955,0.9938,94646.0,0.7220916748046875,206.875,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
LSTM,Stage2,cascade,50,40,0.0,0.0003,1.0,0.9998,94713.0,0.7226028442382812,449.2282,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
MAMBA,Joint,joint,40,30,0.0145,0.0173,0.9948,0.9942,25018.0,0.1908721923828125,281.1387,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
MAMBA,Stage1,cascade,14,4,0.0186,0.0206,0.9941,0.9937,24664.0,0.18817138671875,98.2551,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
MAMBA,Stage2,cascade,36,26,0.0002,0.0003,1.0,0.9998,24841.0,0.18952178955078125,252.256,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
TRANSFORMER,Joint,joint,42,32,0.0054,0.0061,0.9988,0.9988,404956.0,3.089569091796875,106.1872,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
TRANSFORMER,Stage1,cascade,21,11,0.0097,0.0127,0.9956,0.9952,404778.0,3.0882110595703125,52.8812,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
TRANSFORMER,Stage2,cascade,38,16,0.0,0.0001,1.0,1.0,404867.0,3.0888900756835938,95.3078,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
CNN,Joint,joint,32,22,0.0067,0.0146,0.9965,0.9962,473668.0,3.613800048828125,362.3316,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
CNN,Stage1,cascade,29,19,0.006,0.0092,0.9956,0.9943,473410.0,3.6118316650390625,328.6505,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
CNN,Stage2,cascade,32,22,0.0006,0.0009,1.0,0.9987,473539.0,3.6128158569335938,352.83,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
LightGBM,Joint,joint,0,-1,,,,,,0.4031209945678711,3.1201,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.2058706283569336,2.2788,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3004732131958008,0.7146,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0487,,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0673,18.2476,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
