Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.52,0.9921,0.9952,0.9897,1.1392,99.66,0.9962,0.9966,0.9887,99.8,2.7707,99.71,0.9962,99.8,0.998,0.14000000000000057,0.0040999999999999925,Cascade,Cascade
LSTM,99.74,0.9955,0.9974,0.989,0.5378,99.81,0.9977,0.9981,0.9906,99.95,1.5821,99.83,0.9977,99.95,0.9995,0.07000000000000739,0.0021999999999999797,Cascade,Cascade
LightGBM,99.79,0.9908,0.9979,0.9595,0.1814,99.54,0.9903,0.9953,0.9556,99.97,0.6759,99.54,0.994,99.97,0.9946,-0.25,-0.000500000000000056,Joint,Joint
MAMBA,99.65,0.9949,0.9965,0.9881,0.6016,99.69,0.9947,0.9969,0.9884,99.79,1.6193,99.74,0.9965,99.79,0.9965,0.03999999999999204,-0.00019999999999997797,Cascade,Joint
MiniRocket,99.78,0.9975,0.9978,0.9895,,99.82,0.9984,0.9982,0.9913,99.97,0.576,99.82,0.9977,99.97,0.9997,0.03999999999999204,0.0008999999999999009,Cascade,Cascade
TRANSFORMER,99.75,0.998,0.9975,0.9978,0.2303,99.83,0.9986,0.9983,0.9913,100.0,0.8842,99.83,0.9977,100.0,1.0,0.0799999999999983,0.0006000000000000449,Cascade,Cascade
