log_stem,log_relpath,Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
30min1500EvalTest_Seed1,leo/30min-1500/30min1500EvalTest_Seed1.log,CNN,42.0,0.2164,0.4386,0.0007,0.9666,62.35,0.2325,0.5965,0.0178,23.33,2.511,66.94,0.5262,28.77,0.2383,20.35,0.016100000000000003,Cascade,Cascade
30min1500EvalTest_Seed1,leo/30min-1500/30min1500EvalTest_Seed1.log,LSTM,25.77,0.1902,0.3154,0.16,0.1776,43.27,0.2154,0.5143,0.0304,17.6,0.7944,56.34,0.5352,15.6,0.13,17.500000000000004,0.0252,Cascade,Cascade
30min1500EvalTest_Seed1,leo/30min-1500/30min1500EvalTest_Seed1.log,LightGBM,72.1,0.2095,0.6041,0.0,0.067,74.05,0.2127,0.6301,0.0,,0.526,74.05,0.4254,76.73,0.2895,1.9500000000000028,0.0032000000000000084,Cascade,Cascade
30min1500EvalTest_Seed1,leo/30min-1500/30min1500EvalTest_Seed1.log,MAMBA,27.66,0.1962,0.361,0.2356,0.231,35.11,0.2038,0.4394,0.0987,24.38,0.9781,49.84,0.4924,23.31,0.1923,7.449999999999999,0.007599999999999996,Cascade,Cascade
30min1500EvalTest_Seed1,leo/30min-1500/30min1500EvalTest_Seed1.log,MiniRocket,74.05,0.2127,0.6301,0.0,,74.05,0.2127,0.6301,0.0,,0.4941,74.05,0.4254,77.01,0.2924,0.0,0.0,Tie,Tie
30min1500EvalTest_Seed1,leo/30min-1500/30min1500EvalTest_Seed1.log,TRANSFORMER,32.31,0.2122,0.4143,0.2178,0.0784,46.83,0.2143,0.5168,0.027,20.88,0.6146,58.03,0.5397,17.88,0.1594,14.519999999999996,0.0020999999999999908,Cascade,Cascade
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log,CNN,74.59,0.2136,0.6374,0.0,0.9835,74.59,0.2136,0.6374,0.0,,2.4856,74.59,0.4272,77.06,0.2901,0.0,0.0,Tie,Tie
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log,LSTM,74.59,0.2136,0.6374,0.0,0.1905,74.59,0.2136,0.6374,0.0,,0.7858,74.59,0.4272,77.06,0.2901,0.0,0.0,Tie,Tie
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log,LightGBM,97.35,0.6954,0.9708,0.0,0.0518,86.82,0.4982,0.8671,0.0,52.2,0.5122,98.01,0.9731,52.91,0.3526,-10.530000000000001,-0.19720000000000004,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log,MAMBA,41.18,0.2096,0.43,0.0,0.2334,31.53,0.1607,0.2831,0.0,76.94,0.8797,37.21,0.3628,77.06,0.2901,-9.649999999999999,-0.0489,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log,MiniRocket,96.35,0.6867,0.9618,0.0,,96.1,0.6792,0.9636,0.0044,88.84,0.4992,98.89,0.9854,88.99,0.5865,-0.25,-0.007499999999999951,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log,TRANSFORMER,74.59,0.2136,0.6374,0.0,0.0965,19.58,0.0819,0.0641,0.0,77.06,0.6021,25.41,0.2026,77.06,0.2901,-55.010000000000005,-0.1317,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log,CNN,75.14,0.2145,0.6448,0.0,0.9861,75.14,0.2145,0.6448,0.0,,2.4805,75.14,0.429,77.07,0.2902,0.0,0.0,Tie,Tie
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log,LSTM,75.14,0.2145,0.6448,0.0,0.1904,75.14,0.2145,0.6448,0.0,,0.7889,75.14,0.429,77.07,0.2902,0.0,0.0,Tie,Tie
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log,LightGBM,78.51,0.3334,0.7477,0.0,0.046,79.78,0.3302,0.7581,0.0,20.21,0.5005,98.07,0.9735,21.34,0.1242,1.269999999999996,-0.0031999999999999806,Cascade,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log,MAMBA,73.16,0.226,0.646,0.0,0.2389,38.32,0.1968,0.3916,0.0,76.79,0.894,43.45,0.4345,77.07,0.2902,-34.839999999999996,-0.029200000000000004,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log,MiniRocket,79.03,0.4961,0.7755,0.0,,78.14,0.3514,0.7588,0.0,60.85,0.5358,83.54,0.7605,78.23,0.3294,-0.8900000000000006,-0.1447,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log,TRANSFORMER,19.16,0.0804,0.0616,0.0,0.0904,75.14,0.2145,0.6448,0.0,,0.5999,75.14,0.429,77.07,0.2902,55.980000000000004,0.1341,Cascade,Cascade
30min1500Energy_J2Energy_OE_Test_geo_Seed2,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed2.log,CNN,75.14,0.2145,0.6448,0.0,0.9825,45.84,0.2405,0.4985,0.0,72.83,2.4984,50.66,0.495,71.84,0.3164,-29.299999999999997,0.025999999999999995,Joint,Cascade
30min1500Energy_J2Energy_OE_Test_geo_Seed2,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed2.log,LSTM,71.81,0.209,0.6282,0.0,0.1771,75.14,0.2145,0.6448,0.0,,0.7436,75.14,0.429,75.94,0.3061,3.3299999999999983,0.005500000000000005,Cascade,Cascade
30min1500Energy_J2Energy_OE_Test_geo_Seed2,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed2.log,LightGBM,73.17,0.2113,0.6183,0.0,0.0394,75.14,0.2145,0.6448,0.0,,0.5042,75.14,0.429,19.92,0.1108,1.9699999999999989,0.0032000000000000084,Cascade,Cascade
30min1500Energy_J2Energy_OE_Test_geo_Seed2,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed2.log,MAMBA,13.19,0.0746,0.2109,0.0,0.2435,54.49,0.2121,0.5536,0.0,19.63,0.9119,60.77,0.5072,18.83,0.1291,41.300000000000004,0.1375,Cascade,Cascade
30min1500Energy_J2Energy_OE_Test_geo_Seed2,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed2.log,MiniRocket,72.71,0.2832,0.6999,0.0,,72.4,0.2749,0.693,0.0,43.02,0.4784,78.1,0.6694,77.07,0.2902,-0.30999999999998806,-0.00830000000000003,Joint,Joint
30min1500Energy_J2Energy_OE_Test_geo_Seed2,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed2.log,TRANSFORMER,75.14,0.2145,0.6448,0.0,0.0859,75.14,0.2145,0.6448,0.0,,0.5885,75.14,0.429,77.07,0.2902,0.0,0.0,Tie,Tie
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log,CNN,74.77,0.2139,0.6397,0.0,0.9841,74.77,0.2139,0.6397,0.0,,2.4829,74.77,0.4278,77.13,0.2903,0.0,0.0,Tie,Tie
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log,LSTM,74.77,0.2139,0.6397,0.0,0.1932,19.46,0.0815,0.0634,0.0,77.13,0.83,25.23,0.2015,77.13,0.2903,-55.309999999999995,-0.13240000000000002,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log,LightGBM,97.73,0.702,0.9747,0.005,0.0505,79.47,0.3298,0.7555,0.0,19.98,0.5086,98.29,0.9767,20.3,0.1144,-18.260000000000005,-0.3722,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log,MAMBA,33.57,0.1725,0.319,0.0,0.2326,74.77,0.2139,0.6397,0.0,,0.8858,74.77,0.4278,77.13,0.2903,41.199999999999996,0.04140000000000002,Cascade,Cascade
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log,MiniRocket,94.73,0.6668,0.9447,0.0,,94.12,0.6281,0.9363,0.0,88.01,0.4843,97.05,0.9616,87.82,0.5371,-0.6099999999999994,-0.03869999999999996,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log,TRANSFORMER,74.77,0.2139,0.6397,0.0,0.0953,19.46,0.0815,0.0634,0.0,77.13,0.5927,25.23,0.2015,77.13,0.2903,-55.309999999999995,-0.13240000000000002,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,CNN,94.85,0.9592,0.949,0.8928,0.9819,95.2,0.9612,0.952,0.8771,100.0,2.4775,95.2,0.9369,100.0,1.0,0.3500000000000085,0.0020000000000000018,Cascade,Cascade
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,LSTM,92.69,0.943,0.9281,0.8629,0.1942,92.9,0.9456,0.9308,0.8919,100.0,0.7953,92.9,0.91,100.0,1.0,0.21000000000000796,0.0026000000000000467,Cascade,Cascade
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,LightGBM,88.55,0.7814,0.8746,0.5359,0.053,88.57,0.748,0.8717,0.3822,96.25,0.5038,89.14,0.8355,97.59,0.8228,0.01999999999999602,-0.033399999999999985,Cascade,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,MAMBA,89.96,0.9235,0.9031,0.8534,0.2347,90.26,0.9251,0.9053,0.8367,99.92,0.8664,90.27,0.8774,99.93,0.9992,0.30000000000001137,0.0016000000000000458,Cascade,Cascade
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,MiniRocket,88.32,0.7189,0.8725,0.2844,,88.29,0.736,0.8731,0.4178,94.68,0.4731,89.17,0.8425,96.54,0.7853,-0.029999999999986926,0.017100000000000004,Joint,Cascade
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,TRANSFORMER,91.34,0.9355,0.9166,0.8964,0.0929,92.94,0.9448,0.9305,0.8652,100.0,0.59,92.94,0.9094,100.0,1.0,1.5999999999999943,0.009299999999999975,Cascade,Cascade
30min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log,CNN,91.79,0.9392,0.9209,0.9098,0.9881,93.5,0.9477,0.936,0.8773,99.95,2.5093,93.51,0.9171,99.96,0.9975,1.7099999999999937,0.008499999999999952,Cascade,Cascade
30min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log,LSTM,75.12,0.7969,0.7725,0.916,0.1763,74.24,0.8321,0.7652,0.8623,99.98,0.772,74.24,0.7204,99.97,0.9983,-0.8800000000000097,0.0351999999999999,Joint,Cascade
30min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log,LightGBM,75.7,0.4137,0.662,0.0,0.065,75.43,0.3171,0.6575,0.0,96.87,0.5201,75.47,0.4808,93.32,0.62,-0.269999999999996,-0.09660000000000002,Joint,Joint
30min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log,MAMBA,57.61,0.5008,0.611,0.5471,0.2463,68.68,0.6183,0.7044,0.481,94.78,0.9056,69.49,0.6421,93.8,0.8214,11.070000000000007,0.11749999999999994,Cascade,Cascade
30min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log,MiniRocket,88.02,0.6481,0.865,0.0578,,87.95,0.7352,0.8672,0.44,94.67,0.4727,88.8,0.8349,96.69,0.7963,-0.06999999999999318,0.08709999999999996,Joint,Cascade
30min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log,TRANSFORMER,90.17,0.7978,0.9058,0.8621,0.0868,64.38,0.3828,0.656,0.2933,100.0,0.6233,64.38,0.542,100.0,1.0,-25.790000000000006,-0.415,Joint,Joint
30min1500Energy_J2Energy_OE_EvalTest_Seed2,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed2.log,CNN,79.68,0.8641,0.8125,0.821,0.9887,92.31,0.9295,0.9243,0.8525,99.79,2.5029,92.36,0.902,99.78,0.9883,12.629999999999995,0.06540000000000001,Cascade,Cascade
30min1500Energy_J2Energy_OE_EvalTest_Seed2,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed2.log,LSTM,74.96,0.8197,0.7722,0.9377,0.1781,76.68,0.8429,0.7872,0.8614,99.94,0.7822,76.69,0.7421,99.91,0.9951,1.720000000000013,0.0232,Cascade,Cascade
30min1500Energy_J2Energy_OE_EvalTest_Seed2,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed2.log,LightGBM,75.59,0.4035,0.6611,0.0,0.0659,75.45,0.2999,0.6565,0.0,97.32,0.5228,75.48,0.4707,93.26,0.6197,-0.14000000000000057,-0.10360000000000003,Joint,Joint
30min1500Energy_J2Energy_OE_EvalTest_Seed2,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed2.log,MAMBA,59.9,0.5527,0.6324,0.6201,0.2329,68.83,0.5991,0.7078,0.4979,94.53,0.8994,69.69,0.6449,92.66,0.7887,8.93,0.0464,Cascade,Cascade
30min1500Energy_J2Energy_OE_EvalTest_Seed2,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed2.log,MiniRocket,87.4,0.746,0.8617,0.48,,87.39,0.7541,0.8617,0.4844,95.72,0.4921,88.06,0.8244,97.35,0.8265,-0.010000000000005116,0.008099999999999996,Joint,Cascade
30min1500Energy_J2Energy_OE_EvalTest_Seed2,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed2.log,TRANSFORMER,90.33,0.8164,0.9056,0.807,0.0849,91.04,0.9196,0.9125,0.8438,100.0,0.6025,91.04,0.8864,100.0,1.0,0.710000000000008,0.10319999999999996,Cascade,Cascade
30min1500Test_geo_Seed2,leo/30min-1500/30min1500Test_geo_Seed2.log,CNN,37.36,0.182,0.4606,0.0006,0.9826,67.41,0.2606,0.644,0.0,59.51,2.509,69.39,0.5251,56.01,0.3114,30.049999999999997,0.0786,Cascade,Cascade
30min1500Test_geo_Seed2,leo/30min-1500/30min1500Test_geo_Seed2.log,LSTM,72.5,0.2314,0.639,0.0058,0.1801,59.89,0.2597,0.6104,0.0178,40.85,0.7767,64.93,0.545,41.2,0.2838,-12.61,0.028299999999999992,Joint,Cascade
30min1500Test_geo_Seed2,leo/30min-1500/30min1500Test_geo_Seed2.log,LightGBM,73.17,0.2113,0.6183,0.0,0.0563,75.14,0.2145,0.6448,0.0,,0.5158,75.14,0.429,76.84,0.2897,1.9699999999999989,0.0032000000000000084,Cascade,Cascade
30min1500Test_geo_Seed2,leo/30min-1500/30min1500Test_geo_Seed2.log,MAMBA,34.33,0.2086,0.4347,0.1469,0.2296,64.01,0.2326,0.6107,0.0168,19.07,0.9401,68.32,0.5253,23.29,0.2111,29.680000000000007,0.023999999999999994,Cascade,Cascade
30min1500Test_geo_Seed2,leo/30min-1500/30min1500Test_geo_Seed2.log,MiniRocket,75.14,0.2145,0.6448,0.0,,75.14,0.2145,0.6448,0.0,,0.4741,75.14,0.429,72.69,0.3086,0.0,0.0,Tie,Tie
30min1500Test_geo_Seed2,leo/30min-1500/30min1500Test_geo_Seed2.log,TRANSFORMER,70.47,0.2455,0.6495,0.0,0.0816,60.29,0.2584,0.612,0.0076,65.97,0.5858,63.26,0.535,40.69,0.2855,-10.18,0.012900000000000023,Joint,Cascade
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,CNN,95.46,0.9638,0.9545,0.8793,0.9747,95.54,0.9645,0.9553,0.8817,100.0,2.4976,95.54,0.9418,100.0,1.0,0.0800000000000125,0.0007000000000000339,Cascade,Cascade
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,LSTM,93.31,0.9503,0.9351,0.9306,0.1933,93.6,0.9512,0.9372,0.8989,100.0,0.822,93.6,0.919,100.0,1.0,0.28999999999999204,0.0009000000000000119,Cascade,Cascade
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,LightGBM,89.28,0.8011,0.8827,0.5585,0.0552,88.72,0.7606,0.8738,0.4533,96.07,0.561,89.34,0.8397,97.44,0.8329,-0.5600000000000023,-0.04049999999999998,Joint,Joint
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,MAMBA,90.97,0.9245,0.9122,0.8641,0.2425,92.11,0.9327,0.9217,0.8226,99.52,0.9079,92.22,0.8997,99.59,0.9924,1.1400000000000006,0.008199999999999985,Cascade,Cascade
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,MiniRocket,88.36,0.6688,0.8699,0.1022,,88.56,0.7454,0.8749,0.4267,95.02,0.4959,89.39,0.8453,96.79,0.7937,0.20000000000000284,0.0766,Cascade,Cascade
30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log,TRANSFORMER,93.22,0.9472,0.9328,0.8563,0.0944,93.38,0.9474,0.9338,0.8339,100.0,0.6307,93.38,0.9138,100.0,1.0,0.1599999999999966,0.00019999999999997797,Cascade,Cascade
30min1500EvalTest_Seed2,leo/30min-1500/30min1500EvalTest_Seed2.log,CNN,36.53,0.1859,0.4518,0.0085,0.9764,65.1,0.27,0.6327,0.0044,62.26,2.4666,67.5,0.5356,53.08,0.3234,28.569999999999993,0.08410000000000001,Cascade,Cascade
30min1500EvalTest_Seed2,leo/30min-1500/30min1500EvalTest_Seed2.log,LSTM,29.52,0.1642,0.3717,0.0178,0.1756,50.55,0.2427,0.5529,0.0622,29.03,0.7688,60.05,0.5507,28.11,0.2272,21.029999999999998,0.07849999999999999,Cascade,Cascade
30min1500EvalTest_Seed2,leo/30min-1500/30min1500EvalTest_Seed2.log,LightGBM,72.29,0.2098,0.6066,0.0,0.0714,74.41,0.2133,0.6349,0.0,,0.5043,74.41,0.4266,76.02,0.2879,2.1199999999999903,0.003500000000000003,Cascade,Cascade
30min1500EvalTest_Seed2,leo/30min-1500/30min1500EvalTest_Seed2.log,MAMBA,27.76,0.1949,0.3658,0.2235,0.25,39.9,0.2259,0.488,0.1354,25.22,0.929,53.27,0.5179,24.75,0.217,12.139999999999997,0.031,Cascade,Cascade
30min1500EvalTest_Seed2,leo/30min-1500/30min1500EvalTest_Seed2.log,MiniRocket,74.41,0.2133,0.6349,0.0,,74.41,0.2133,0.6349,0.0,,0.4594,74.41,0.4266,76.31,0.2904,0.0,0.0,Tie,Tie
30min1500EvalTest_Seed2,leo/30min-1500/30min1500EvalTest_Seed2.log,TRANSFORMER,34.41,0.2267,0.4235,0.16,0.0805,48.16,0.2632,0.5446,0.08,48.21,0.6069,56.51,0.5379,38.96,0.2861,13.75,0.03649999999999998,Cascade,Cascade
30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log,CNN,74.59,0.2136,0.6374,0.0,0.9721,68.86,0.2079,0.6114,0.0,5.0,2.4779,69.7,0.4375,70.39,0.3157,-5.730000000000004,-0.005700000000000011,Joint,Joint
30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log,LSTM,55.63,0.1871,0.547,0.0,0.1726,68.41,0.2075,0.6073,0.0,14.04,0.7766,68.77,0.4202,74.49,0.3171,12.779999999999994,0.0204,Cascade,Cascade
30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log,LightGBM,72.56,0.2103,0.6103,0.0,0.0401,74.59,0.2136,0.6374,0.0,,0.4925,74.59,0.4272,26.14,0.1725,2.030000000000001,0.003300000000000025,Cascade,Cascade
30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log,MAMBA,11.18,0.0635,0.1197,0.0,0.2626,25.31,0.1401,0.3225,0.0,21.6,0.9045,42.96,0.4294,20.63,0.1199,14.129999999999999,0.0766,Cascade,Cascade
30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log,MiniRocket,75.06,0.2761,0.6594,0.0,,74.39,0.2193,0.6539,0.0,0.16,0.4729,79.03,0.5916,77.06,0.2901,-0.6700000000000017,-0.05680000000000002,Joint,Joint
30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log,TRANSFORMER,74.59,0.2136,0.6374,0.0,0.0867,19.58,0.0819,0.0641,0.0,77.06,0.5753,25.41,0.2026,77.06,0.2901,-55.010000000000005,-0.1317,Joint,Joint
30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log,CNN,55.39,0.2183,0.5573,0.0,0.9705,44.43,0.2066,0.4993,0.0,23.98,2.4913,56.58,0.5378,19.85,0.1612,-10.96,-0.011699999999999988,Joint,Joint
30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log,LSTM,28.99,0.2057,0.3691,0.1911,0.176,41.61,0.2275,0.4959,0.1156,27.01,0.7952,54.36,0.5257,22.98,0.2059,12.620000000000001,0.021800000000000014,Cascade,Cascade
30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log,LightGBM,72.1,0.2095,0.6041,0.0,0.058,74.14,0.2129,0.6313,0.0,,0.508,74.14,0.4257,76.13,0.2882,2.0400000000000063,0.003400000000000014,Cascade,Cascade
30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log,MAMBA,35.54,0.2199,0.4436,0.1644,0.2923,38.41,0.2305,0.4736,0.1966,30.92,0.8868,51.5,0.5059,28.91,0.2412,2.8699999999999974,0.010599999999999998,Cascade,Cascade
30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log,MiniRocket,74.14,0.2129,0.6313,0.0,,74.13,0.213,0.6313,0.0,50.0,0.4774,74.14,0.426,76.44,0.2911,-0.010000000000005116,9.999999999998899e-05,Joint,Cascade
30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log,TRANSFORMER,35.47,0.226,0.4444,0.1733,0.0783,47.69,0.2123,0.5198,0.0178,22.2,0.5874,58.29,0.5385,21.19,0.1805,12.219999999999999,-0.013700000000000018,Cascade,Joint
30min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log,CNN,92.37,0.9435,0.9261,0.9107,0.9818,93.88,0.9483,0.9382,0.8217,99.98,2.4699,93.88,0.9194,99.99,0.9992,1.509999999999991,0.0048000000000000265,Cascade,Cascade
30min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log,LSTM,73.1,0.8231,0.7547,0.9333,0.1749,75.63,0.8402,0.7774,0.8689,100.0,0.7743,75.63,0.7338,99.99,0.9992,2.530000000000001,0.017099999999999893,Cascade,Cascade
30min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log,LightGBM,75.19,0.3968,0.6556,0.0,0.0657,75.1,0.3019,0.6519,0.0,98.35,0.5021,75.11,0.4694,92.31,0.6094,-0.09000000000000341,-0.09489999999999998,Joint,Joint
30min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log,MAMBA,61.63,0.572,0.6449,0.5189,0.2382,68.43,0.5736,0.7052,0.4665,91.56,0.9112,69.76,0.6455,89.51,0.7398,6.800000000000004,0.0016000000000000458,Cascade,Cascade
30min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log,MiniRocket,88.43,0.7413,0.874,0.3511,,88.37,0.7753,0.8743,0.5476,95.91,0.4677,89.06,0.8422,97.33,0.8433,-0.060000000000002274,0.03400000000000003,Joint,Cascade
