log_stem,log_relpath,Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log,LSTM,18.53,0.0782,0.058,0.0,0.0945,73.88,0.2124,0.6278,0.0,,0.6759,73.88,0.4249,70.95,0.2767,55.349999999999994,0.13419999999999999,Cascade,Cascade
10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log,LightGBM,95.67,0.6762,0.9474,0.0,0.0171,88.11,0.5785,0.8624,0.0,86.2,0.4521,90.39,0.8567,86.45,0.575,-7.560000000000002,-0.09770000000000001,Joint,Joint
10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log,MAMBA,38.53,0.2006,0.3845,0.0,0.224,53.77,0.2573,0.5608,0.0,70.47,0.8159,58.94,0.5646,70.95,0.2767,15.240000000000002,0.05669999999999997,Cascade,Cascade
10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log,MiniRocket,78.18,0.4137,0.6919,0.0,,77.8,0.3973,0.6912,0.0,55.73,0.4375,81.19,0.6677,82.73,0.5435,-0.38000000000000966,-0.016400000000000026,Joint,Joint
10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log,TRANSFORMER,73.88,0.2124,0.6278,0.0,0.071,73.88,0.2124,0.6278,0.0,,0.5325,73.88,0.4249,70.95,0.2767,0.0,0.0,Tie,Tie
10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log,CNN,33.26,0.233,0.4305,0.2431,0.3134,38.19,0.1987,0.4587,0.0,15.66,1.1169,55.3,0.5431,14.63,0.1523,4.93,-0.034300000000000025,Cascade,Joint
10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log,LSTM,29.31,0.1785,0.3773,0.024,0.0955,42.43,0.2643,0.5068,0.1644,37.29,0.6161,55.48,0.546,36.45,0.3049,13.120000000000001,0.08579999999999999,Cascade,Cascade
10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log,LightGBM,72.17,0.2096,0.605,0.0,0.0225,73.88,0.2124,0.6278,0.0,,0.4464,73.88,0.4249,70.86,0.2765,1.7099999999999937,0.002799999999999997,Cascade,Cascade
10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log,MAMBA,35.76,0.2424,0.4489,0.2622,0.2045,39.97,0.2555,0.4874,0.2533,34.94,0.8385,53.74,0.5314,33.35,0.2874,4.210000000000001,0.0131,Cascade,Cascade
10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log,MiniRocket,73.88,0.2124,0.6278,0.0,,73.33,0.2183,0.6293,0.0,54.55,0.4356,73.5,0.4368,70.18,0.2858,-0.5499999999999972,0.005899999999999989,Joint,Cascade
10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log,TRANSFORMER,35.84,0.2419,0.4508,0.2222,0.0751,46.68,0.2184,0.5153,0.0042,18.71,0.5723,59.81,0.5652,18.16,0.1804,10.839999999999996,-0.023499999999999993,Cascade,Joint
10min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_Test_geo_Seed1.log,CNN,67.33,0.2159,0.6089,0.0,0.3095,38.18,0.1984,0.3826,0.0,71.25,1.0352,45.51,0.4535,71.25,0.2774,-29.15,-0.017500000000000016,Joint,Joint
10min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_Test_geo_Seed1.log,LSTM,51.26,0.1931,0.5224,0.0,0.089,50.33,0.1884,0.5302,0.0,8.03,0.5783,59.62,0.5219,9.8,0.0595,-0.9299999999999997,-0.004699999999999982,Joint,Joint
10min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_Test_geo_Seed1.log,LightGBM,73.04,0.211,0.6166,0.0,0.0167,74.49,0.2134,0.636,0.0,,0.4264,74.49,0.4269,71.22,0.2773,1.4499999999999886,0.0024000000000000132,Cascade,Cascade
10min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_Test_geo_Seed1.log,MAMBA,68.74,0.2351,0.6295,0.0,0.2078,74.49,0.2134,0.636,0.0,,0.8203,74.49,0.4269,43.47,0.2819,5.75,-0.021699999999999997,Cascade,Joint
10min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_Test_geo_Seed1.log,MiniRocket,75.78,0.4243,0.707,0.0923,,74.33,0.2571,0.6703,0.0,6.91,0.429,81.52,0.672,71.82,0.3196,-1.4500000000000028,-0.16720000000000002,Joint,Joint
10min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_Test_geo_Seed1.log,TRANSFORMER,74.49,0.2134,0.636,0.0,0.068,4.83,0.0231,0.0045,0.0,18.95,0.5248,25.51,0.2033,18.95,0.1062,-69.66,-0.1903,Joint,Joint
