model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,24,14,0.0018,0.0082,1.0,0.9996,94780.0,0.723114013671875,30.8905,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LSTM,Stage1,cascade,14,4,0.002,0.0114,1.0,0.9893,94646.0,0.7220916748046875,17.9605,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LSTM,Stage2,cascade,67,49,0.0,0.0016,1.0,0.9989,94713.0,0.7226028442382812,85.9655,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MAMBA,Joint,joint,48,38,0.0225,0.0276,0.9878,0.9867,25018.0,0.1908721923828125,182.8161,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MAMBA,Stage1,cascade,17,7,0.0043,0.0192,0.9989,0.9947,24664.0,0.18817138671875,65.02,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MAMBA,Stage2,cascade,34,24,0.0427,0.0587,0.9899,0.9867,24841.0,0.18952178955078125,130.8329,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
TRANSFORMER,Joint,joint,38,28,0.0016,0.0018,1.0,1.0,404956.0,3.089569091796875,50.4027,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
TRANSFORMER,Stage1,cascade,17,7,0.0007,0.005,1.0,1.0,404778.0,3.0882110595703125,22.246,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
TRANSFORMER,Stage2,cascade,44,29,0.0,0.0,1.0,1.0,404867.0,3.0888900756835938,59.2296,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
CNN,Joint,joint,33,23,0.0057,0.0067,0.9973,0.9973,473668.0,3.613800048828125,118.4412,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
CNN,Stage1,cascade,14,4,0.0009,0.0138,1.0,0.9884,473410.0,3.6118316650390625,50.0258,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
CNN,Stage2,cascade,25,15,0.0062,0.0136,0.9978,0.9978,473539.0,3.6128158569335938,91.5031,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.39917469024658203,0.3987,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20444869995117188,0.2415,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3004722595214844,0.1776,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,2.023,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
