model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,34,24,0.4528,0.46,0.7885,0.7876,50500.0,0.385284423828125,35.2657,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LSTM,Stage1,cascade,51,41,0.3258,0.3462,0.7061,0.7056,50402.0,0.3845367431640625,52.6063,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LSTM,Stage2,cascade,59,49,0.2083,0.2382,0.9075,0.8995,50451.0,0.38491058349609375,60.4198,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MAMBA,Joint,joint,45,35,0.7561,0.7852,0.5369,0.5266,17044.0,0.130035400390625,176.5754,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MAMBA,Stage1,cascade,58,48,0.4327,0.4632,0.6245,0.6194,16786.0,0.1280670166015625,230.7901,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MAMBA,Stage2,cascade,40,30,0.5974,0.6392,0.7369,0.7369,16915.0,0.12905120849609375,154.9549,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
TRANSFORMER,Joint,joint,80,70,0.3369,0.3701,0.818,0.8064,288196.0,2.198760986328125,105.7462,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
TRANSFORMER,Stage1,cascade,14,4,0.5929,0.5943,0.4909,0.4823,288066.0,2.1977691650390625,17.922,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
TRANSFORMER,Stage2,cascade,56,46,0.1735,0.1784,0.9204,0.9174,288131.0,2.1982650756835938,73.8477,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
CNN,Joint,joint,24,14,0.4535,0.4825,0.7932,0.7906,473092.0,3.609405517578125,86.5472,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
CNN,Stage1,cascade,41,31,0.3392,0.3472,0.7044,0.7042,472834.0,3.6074371337890625,148.7738,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
CNN,Stage2,cascade,31,21,0.1889,0.3067,0.9143,0.8853,472963.0,3.6084213256835938,110.7471,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LightGBM,Joint,joint,0,-1,,,,,,0.40227222442626953,0.3134,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20395565032958984,0.209,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3031635284423828,0.1542,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,3.4737,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed0,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed0.log
