Model,Epoch,Validation Loss,Validation Accuracy
Transformer,65,0.1304,94.78
Transformer,66,0.1301,94.89
Transformer,67,0.1318,94.67
Transformer,68,0.134,94.56
Transformer,69,0.135,94.67
Transformer,70,0.1309,94.56
Transformer,71,0.1357,94.22
Transformer,72,0.1301,94.56
Transformer,73,0.1328,94.89
Transformer,74,0.1309,94.89
Transformer,75,0.131,94.89
Transformer,76,0.1343,95.0
1D-CNN (InceptionTime),1,0.3392,85.11
1D-CNN (InceptionTime),2,0.1864,92.22
1D-CNN (InceptionTime),3,0.1615,92.89
1D-CNN (InceptionTime),4,0.1695,93.33
1D-CNN (InceptionTime),5,0.1884,92.67
1D-CNN (InceptionTime),6,0.1349,94.44
1D-CNN (InceptionTime),7,0.1226,94.89
1D-CNN (InceptionTime),8,0.1382,93.89
1D-CNN (InceptionTime),9,0.1219,95.0
1D-CNN (InceptionTime),10,0.1073,95.56
1D-CNN (InceptionTime),11,0.138,94.11
1D-CNN (InceptionTime),12,0.1055,96.11
1D-CNN (InceptionTime),13,0.1214,95.11
1D-CNN (InceptionTime),14,0.1072,95.56
1D-CNN (InceptionTime),15,0.1025,96.0
1D-CNN (InceptionTime),16,0.0936,95.89
1D-CNN (InceptionTime),17,0.105,95.0
1D-CNN (InceptionTime),18,0.1048,95.44
1D-CNN (InceptionTime),19,0.1038,94.78
1D-CNN (InceptionTime),20,0.1023,95.89
1D-CNN (InceptionTime),21,0.0999,95.33
1D-CNN (InceptionTime),22,0.1147,95.22
1D-CNN (InceptionTime),23,0.0906,96.33
1D-CNN (InceptionTime),24,0.0877,96.0
1D-CNN (InceptionTime),25,0.0972,96.33
1D-CNN (InceptionTime),26,0.1074,95.44
1D-CNN (InceptionTime),27,0.1089,95.78
1D-CNN (InceptionTime),28,0.0873,96.11
1D-CNN (InceptionTime),29,0.103,95.89
1D-CNN (InceptionTime),30,0.0957,95.78
1D-CNN (InceptionTime),31,0.1168,95.67
1D-CNN (InceptionTime),32,0.0991,95.67
1D-CNN (InceptionTime),33,0.1086,95.67
1D-CNN (InceptionTime),34,0.1019,95.89
1D-CNN (InceptionTime),35,0.0933,96.11
1D-CNN (InceptionTime),36,0.1059,96.22
1D-CNN (InceptionTime),37,0.1074,96.11
1D-CNN (InceptionTime),38,0.1177,95.44
