Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,0.7324,66.44
LSTM,2,0.6225,72.56
LSTM,3,0.2743,90.22
LSTM,4,0.2011,91.0
LSTM,5,0.1691,93.22
LSTM,6,0.155,93.56
LSTM,7,0.1638,93.67
LSTM,8,0.1581,93.11
LSTM,9,0.1449,93.67
LSTM,10,0.1511,93.56
LSTM,11,0.1473,93.78
LSTM,12,0.1459,94.22
LSTM,13,0.1385,94.33
LSTM,14,0.1435,94.44
LSTM,15,0.1429,93.78
LSTM,16,0.1343,94.78
LSTM,17,0.1372,94.56
LSTM,18,0.1206,94.67
LSTM,19,0.1254,94.78
LSTM,20,0.1161,94.89
LSTM,21,0.1193,95.0
LSTM,22,0.1128,95.22
LSTM,23,0.1138,94.89
LSTM,24,0.1889,93.89
LSTM,25,0.1132,95.0
LSTM,26,0.1111,95.44
LSTM,27,0.1136,95.22
LSTM,28,0.1233,94.56
LSTM,29,0.1175,95.11
LSTM,30,0.1112,95.11
LSTM,31,0.1282,95.0
LSTM,32,0.1015,95.33
LSTM,33,0.1048,95.44
LSTM,34,0.1478,94.44
LSTM,35,0.1021,95.44
LSTM,36,0.1005,95.33
LSTM,37,0.1084,95.44
LSTM,38,0.0972,95.78
LSTM,39,0.1051,95.78
LSTM,40,0.1127,95.22
LSTM,41,0.1127,95.0
LSTM,42,0.1246,95.22
LSTM,43,0.1176,95.11
LSTM,44,0.1115,95.67
LSTM,45,0.1061,95.33
LSTM,46,0.1024,95.56
LSTM,47,0.1071,95.44
LSTM,48,0.0996,95.44
Mamba,1,1.1474,45.11
Mamba,2,0.7162,66.67
Mamba,3,0.6215,71.44
Mamba,4,0.4139,84.56
Mamba,5,0.2823,90.0
Mamba,6,0.2432,91.44
Mamba,7,0.2565,91.44
Mamba,8,0.2037,92.56
Mamba,9,0.2053,91.89
Mamba,10,0.215,92.22
Mamba,11,0.2004,92.78
Mamba,12,0.2081,92.11
Mamba,13,0.2305,92.0
Mamba,14,0.2398,92.33
Mamba,15,0.2197,92.11
Mamba,16,0.2477,92.33
Mamba,17,0.1881,91.89
Mamba,18,0.1901,92.89
Mamba,19,0.2169,92.22
Mamba,20,0.2593,92.0
Mamba,21,0.2672,92.0
Mamba,22,0.2806,91.44
Mamba,23,0.2116,92.67
Mamba,24,0.2146,92.78
Mamba,25,0.227,92.89
Mamba,26,0.2365,92.89
Mamba,27,0.2412,93.0
Transformer,1,0.2225,90.78
Transformer,2,0.1852,91.89
Transformer,3,0.1801,92.0
Transformer,4,0.1759,92.44
Transformer,5,0.1672,92.78
Transformer,6,0.1615,92.78
Transformer,7,0.1718,92.44
Transformer,8,0.1615,93.11
Transformer,9,0.1719,92.33
Transformer,10,0.1807,92.11
Transformer,11,0.161,93.44
Transformer,12,0.174,91.67
Transformer,13,0.1604,93.22
Transformer,14,0.1936,91.89
Transformer,15,0.1556,93.56
Transformer,16,0.1588,93.11
Transformer,17,0.1514,93.56
Transformer,18,0.1523,93.78
Transformer,19,0.1677,93.33
Transformer,20,0.162,92.67
Transformer,21,0.1587,93.89
Transformer,22,0.1528,94.0
Transformer,23,0.1611,93.44
Transformer,24,0.1509,93.89
Transformer,25,0.153,93.89
Transformer,26,0.1492,93.78
Transformer,27,0.1457,94.33
Transformer,28,0.146,94.44
Transformer,29,0.1453,94.22
Transformer,30,0.1413,94.22
Transformer,31,0.1397,94.56
Transformer,32,0.1439,94.11
Transformer,33,0.1378,94.78
Transformer,34,0.1466,93.78
Transformer,35,0.1404,94.33
Transformer,36,0.1439,94.22
Transformer,37,0.1405,94.33
Transformer,38,0.1453,94.44
Transformer,39,0.139,94.33
Transformer,40,0.1393,94.33
Transformer,41,0.1378,94.44
Transformer,42,0.1353,94.22
Transformer,43,0.1353,94.33
Transformer,44,0.1353,94.78
Transformer,45,0.1374,94.78
Transformer,46,0.1389,94.33
Transformer,47,0.1345,94.56
Transformer,48,0.1341,94.44
Transformer,49,0.1356,94.56
Transformer,50,0.136,94.44
Transformer,51,0.1367,94.44
Transformer,52,0.1337,94.56
Transformer,53,0.1328,94.78
Transformer,54,0.1372,94.44
Transformer,55,0.1622,93.44
Transformer,56,0.1361,94.44
Transformer,57,0.1339,94.44
Transformer,58,0.1329,94.56
Transformer,59,0.131,94.44
Transformer,60,0.1332,94.78
Transformer,61,0.133,94.89
Transformer,62,0.1331,94.44
Transformer,63,0.1322,94.44
Transformer,64,0.1302,94.56
