Model,Epoch,Validation Loss,Validation Accuracy
Mamba,16,1.0832,49.11
Mamba,17,1.0262,50.44
Mamba,18,0.969,51.78
Mamba,19,0.9457,53.22
Mamba,20,0.9461,53.11
Mamba,21,1.0044,50.44
Mamba,22,0.9739,52.78
Mamba,23,0.9765,52.89
Mamba,24,0.9522,53.89
Mamba,25,1.0241,51.33
Mamba,26,0.9342,54.44
Mamba,27,0.9236,54.89
Mamba,28,0.929,55.33
Mamba,29,0.9194,55.11
Mamba,30,0.921,55.67
Mamba,31,0.9155,55.11
Mamba,32,0.9489,54.56
Mamba,33,0.9093,55.44
Mamba,34,0.9308,54.22
Mamba,35,0.8987,57.56
Mamba,36,0.9278,55.11
Mamba,37,0.9386,55.44
Mamba,38,0.9101,56.56
Mamba,39,0.902,56.11
Mamba,40,0.9783,53.89
Mamba,41,0.9242,57.22
Mamba,42,0.887,57.44
Mamba,43,0.9377,56.56
Mamba,44,0.896,57.0
Mamba,45,0.8914,57.22
Mamba,46,0.9012,58.33
Mamba,47,0.8848,59.11
Mamba,48,0.8735,58.56
Mamba,49,0.9051,59.33
Mamba,50,0.9474,55.89
Mamba,51,0.8885,57.89
Mamba,52,0.889,59.56
Mamba,53,0.875,58.0
Mamba,54,0.8697,58.0
Mamba,55,0.9257,58.0
Mamba,56,0.8881,58.78
Mamba,57,0.8719,59.33
Mamba,58,0.8811,58.67
Mamba,59,0.8771,58.44
Mamba,60,0.8837,58.78
Mamba,61,0.8663,58.56
Mamba,62,0.8922,59.89
Mamba,63,0.8842,58.78
Mamba,64,0.8823,57.78
Mamba,65,0.864,58.67
Mamba,66,0.8853,58.11
Mamba,67,0.8786,58.22
Mamba,68,0.8696,59.33
Mamba,69,0.876,59.89
Mamba,70,0.8769,58.78
Mamba,71,0.8749,58.56
Mamba,72,0.8725,58.78
Mamba,73,0.8779,60.11
Mamba,74,0.881,59.22
Mamba,75,0.8741,59.22
Transformer,1,1.3021,33.22
Transformer,2,0.9736,47.67
Transformer,3,0.776,62.11
Transformer,4,0.5778,72.33
Transformer,5,0.4443,79.44
Transformer,6,0.3658,81.89
Transformer,7,0.3559,76.56
Transformer,8,0.3234,82.89
Transformer,9,0.3015,86.22
Transformer,10,0.3189,86.56
Transformer,11,0.28,85.44
Transformer,12,0.2848,88.11
Transformer,13,0.26,85.33
Transformer,14,0.2495,88.44
Transformer,15,0.236,88.56
Transformer,16,0.202,91.56
Transformer,17,0.2537,87.67
Transformer,18,0.3109,83.67
Transformer,19,0.2958,83.78
Transformer,20,0.2424,88.33
Transformer,21,0.1872,92.78
Transformer,22,0.282,87.67
Transformer,23,0.1953,90.56
Transformer,24,0.2431,89.33
Transformer,25,0.1833,92.0
Transformer,26,0.2176,89.89
Transformer,27,0.1994,92.11
Transformer,28,0.2363,88.78
Transformer,29,0.2394,89.33
Transformer,30,0.2314,89.56
Transformer,31,0.1792,93.67
Transformer,32,0.1843,91.78
Transformer,33,0.1854,91.33
Transformer,34,0.1946,90.78
Transformer,35,0.2266,88.78
Transformer,36,0.2178,91.33
Transformer,37,0.2286,89.67
Transformer,38,0.1629,93.0
Transformer,39,0.1701,92.78
Transformer,40,0.1718,92.78
Transformer,41,0.1757,91.89
Transformer,42,0.249,89.11
Transformer,43,0.1742,91.56
Transformer,44,0.1687,93.0
Transformer,45,0.1627,92.44
Transformer,46,0.1629,93.33
Transformer,47,0.1814,93.11
Transformer,48,0.16,93.22
Transformer,49,0.1508,92.89
Transformer,50,0.1458,93.78
Transformer,51,0.1635,92.89
Transformer,52,0.1427,93.44
Transformer,53,0.1397,94.44
Transformer,54,0.174,92.56
Transformer,55,0.1933,90.78
Transformer,56,0.1418,93.67
Transformer,57,0.1517,93.33
Transformer,58,0.1398,94.22
Transformer,59,0.1518,94.0
Transformer,60,0.1527,92.89
Transformer,61,0.1345,94.22
Transformer,62,0.1377,93.78
Transformer,63,0.1392,94.44
Transformer,64,0.1395,93.33
Transformer,65,0.1393,93.78
Transformer,66,0.1518,92.89
Transformer,67,0.1379,94.11
Transformer,68,0.1349,94.67
Transformer,69,0.134,93.78
Transformer,70,0.1325,94.22
Transformer,71,0.1374,93.78
Transformer,72,0.1317,94.56
Transformer,73,0.133,94.67
Transformer,74,0.1349,94.22
Transformer,75,0.1359,94.22
Transformer,76,0.1336,94.33
Transformer,77,0.1316,94.56
Transformer,78,0.1329,94.0
Transformer,79,0.1342,93.67
Transformer,80,0.1335,93.89
Transformer,81,0.1332,94.33
Transformer,82,0.134,93.89
Transformer,83,0.1298,94.33
Transformer,84,0.1342,94.33
Transformer,85,0.1337,94.44
Transformer,86,0.1306,94.78
Transformer,87,0.1318,94.0
Transformer,88,0.1341,94.44
Transformer,89,0.1323,94.22
Transformer,90,0.131,94.44
Transformer,91,0.1332,93.89
Transformer,92,0.1332,94.22
Transformer,93,0.1298,94.56
Transformer,94,0.1315,94.33
Transformer,95,0.1302,94.33
Transformer,96,0.1325,93.89
Transformer,97,0.1316,94.44
Transformer,98,0.1308,94.44
Transformer,99,0.1305,94.56
Transformer,100,0.1307,94.56
1D-CNN (InceptionTime),1,1.2831,38.78
1D-CNN (InceptionTime),2,0.8584,57.67
1D-CNN (InceptionTime),3,0.6769,67.56
1D-CNN (InceptionTime),4,0.513,74.44
1D-CNN (InceptionTime),5,0.613,74.22
1D-CNN (InceptionTime),6,0.3666,82.22
1D-CNN (InceptionTime),7,0.397,80.89
1D-CNN (InceptionTime),8,0.3781,80.22
1D-CNN (InceptionTime),9,0.3321,83.89
1D-CNN (InceptionTime),10,0.3157,85.0
1D-CNN (InceptionTime),11,0.2794,87.22
1D-CNN (InceptionTime),12,0.286,87.56
1D-CNN (InceptionTime),13,0.2736,88.33
1D-CNN (InceptionTime),14,0.2518,89.33
1D-CNN (InceptionTime),15,0.4345,84.33
1D-CNN (InceptionTime),16,0.2681,88.44
1D-CNN (InceptionTime),17,0.2739,86.56
1D-CNN (InceptionTime),18,0.3202,85.78
1D-CNN (InceptionTime),19,0.2357,89.89
1D-CNN (InceptionTime),20,0.204,90.67
1D-CNN (InceptionTime),21,0.2207,90.11
1D-CNN (InceptionTime),22,0.2223,90.33
1D-CNN (InceptionTime),23,0.2005,91.56
1D-CNN (InceptionTime),24,0.1921,91.67
1D-CNN (InceptionTime),25,0.1752,92.33
1D-CNN (InceptionTime),26,0.2068,91.44
1D-CNN (InceptionTime),27,0.1912,92.56
1D-CNN (InceptionTime),28,0.2118,90.33
1D-CNN (InceptionTime),29,0.2747,89.22
1D-CNN (InceptionTime),30,0.2007,91.22
1D-CNN (InceptionTime),31,0.1729,92.56
1D-CNN (InceptionTime),32,0.1661,92.67
1D-CNN (InceptionTime),33,0.2056,91.78
1D-CNN (InceptionTime),34,0.2333,90.11
1D-CNN (InceptionTime),35,0.201,91.11
1D-CNN (InceptionTime),36,0.1879,92.22
1D-CNN (InceptionTime),37,0.1605,92.11
1D-CNN (InceptionTime),38,0.1377,93.33
1D-CNN (InceptionTime),39,0.1738,91.56
1D-CNN (InceptionTime),40,0.1794,92.22
1D-CNN (InceptionTime),41,0.1722,92.56
1D-CNN (InceptionTime),42,0.1494,92.89
1D-CNN (InceptionTime),43,0.1745,93.22
1D-CNN (InceptionTime),44,0.1333,94.33
1D-CNN (InceptionTime),45,0.1802,92.44
1D-CNN (InceptionTime),46,0.174,92.44
1D-CNN (InceptionTime),47,0.1449,94.22
1D-CNN (InceptionTime),48,0.1621,92.44
1D-CNN (InceptionTime),49,0.147,93.0
1D-CNN (InceptionTime),50,0.1357,94.0
1D-CNN (InceptionTime),51,0.1151,94.67
1D-CNN (InceptionTime),52,0.1524,94.22
1D-CNN (InceptionTime),53,0.1335,94.0
1D-CNN (InceptionTime),54,0.1263,93.89
1D-CNN (InceptionTime),55,0.1384,94.11
1D-CNN (InceptionTime),56,0.1188,94.56
1D-CNN (InceptionTime),57,0.1154,95.0
1D-CNN (InceptionTime),58,0.1149,95.0
1D-CNN (InceptionTime),59,0.1221,94.22
1D-CNN (InceptionTime),60,0.1262,94.11
1D-CNN (InceptionTime),61,0.1182,94.44
1D-CNN (InceptionTime),62,0.121,94.0
1D-CNN (InceptionTime),63,0.1379,94.0
1D-CNN (InceptionTime),64,0.116,94.44
1D-CNN (InceptionTime),65,0.1254,94.67
1D-CNN (InceptionTime),66,0.134,94.22
1D-CNN (InceptionTime),67,0.132,93.89
1D-CNN (InceptionTime),68,0.1309,94.67
