Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,96.36,0.9461,0.9645,0.9939,1.1109,96.82,0.9516,0.9688,0.8978,100.0,2.6196,96.82,0.9592,100.0,0.9992,0.45999999999999375,0.005499999999999949,Cascade,Cascade
LSTM,71.06,0.7341,0.7365,0.9404,0.4678,74.34,0.603,0.7143,0.161,99.92,1.3361,74.34,0.6142,99.89,0.9846,3.280000000000001,-0.1311,Cascade,Joint
LightGBM,77.97,0.5167,0.6904,0.0,0.2161,77.57,0.398,0.6868,0.0,99.78,0.7151,77.57,0.5407,97.49,0.6569,-0.4000000000000057,-0.11870000000000003,Joint,Joint
MAMBA,57.11,0.5271,0.6079,0.6758,0.4576,66.39,0.545,0.6893,0.4973,96.41,1.3488,66.95,0.6203,95.61,0.751,9.280000000000001,0.017900000000000027,Cascade,Cascade
MiniRocket,90.1,0.6699,0.8917,0.0311,,90.1,0.718,0.8922,0.1689,98.81,0.5519,90.3,0.8574,99.08,0.7883,0.0,0.04809999999999992,Tie,Cascade
TRANSFORMER,94.27,0.7724,0.9479,0.9942,0.2031,95.23,0.7087,0.9523,0.0089,99.9,0.8139,95.26,0.9399,99.89,0.9821,0.960000000000008,-0.06369999999999998,Cascade,Joint
