Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,95.88,0.9667,0.9586,0.8816,0.9742,95.37,0.9641,0.9544,0.9246,100.0,2.4889,95.37,0.9409,100.0,1.0,-0.5099999999999909,-0.0026000000000000467,Joint,Joint
LSTM,92.75,0.9459,0.9298,0.9184,0.1924,93.45,0.9497,0.9358,0.892,100.0,0.8281,93.45,0.9169,100.0,1.0,0.7000000000000028,0.0038000000000000256,Cascade,Cascade
LightGBM,90.08,0.8042,0.894,0.5911,0.0531,89.69,0.7616,0.887,0.3644,96.58,0.5242,90.27,0.8577,97.59,0.8188,-0.39000000000000057,-0.04259999999999997,Joint,Joint
MAMBA,92.42,0.9421,0.926,0.8833,0.2305,92.49,0.9417,0.9261,0.8584,100.0,0.9176,92.49,0.9043,100.0,1.0,0.06999999999999318,-0.00040000000000006697,Cascade,Joint
MiniRocket,88.91,0.7678,0.8816,0.5111,,88.77,0.7644,0.8807,0.5289,95.33,0.4931,89.59,0.8526,96.81,0.8124,-0.14000000000000057,-0.0034000000000000696,Joint,Joint
TRANSFORMER,93.83,0.9505,0.9382,0.8399,0.0934,93.08,0.9475,0.9326,0.9027,100.0,0.6515,93.08,0.913,100.0,1.0,-0.75,-0.0030000000000000027,Joint,Joint
