model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,35,25,0.4348,0.4679,0.7964,0.787,50500.0,0.385284423828125,36.1845,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LSTM,Stage1,cascade,40,30,0.3266,0.3413,0.6996,0.6941,50402.0,0.3845367431640625,41.3427,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LSTM,Stage2,cascade,50,40,0.1831,0.2082,0.9165,0.9079,50451.0,0.38491058349609375,51.6811,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Joint,joint,49,39,0.7307,0.7515,0.5593,0.5571,17044.0,0.130035400390625,184.3148,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Stage1,cascade,52,42,0.443,0.4571,0.6022,0.602,16786.0,0.1280670166015625,202.7048,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Stage2,cascade,40,30,0.7104,0.7567,0.6789,0.6775,16915.0,0.12905120849609375,157.9628,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Joint,joint,49,39,0.3987,0.4675,0.8018,0.8018,288196.0,2.198760986328125,63.7628,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Stage1,cascade,21,11,0.5829,0.6055,0.5008,0.4998,288066.0,2.1977691650390625,27.5267,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Stage2,cascade,39,29,0.1602,0.1634,0.9236,0.9206,288131.0,2.1982650756835938,51.3215,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Joint,joint,28,18,0.4677,0.5194,0.7814,0.7744,473092.0,3.609405517578125,99.7483,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Stage1,cascade,31,21,0.3238,0.3295,0.7061,0.7048,472834.0,3.6074371337890625,110.4947,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Stage2,cascade,30,20,0.1769,0.1952,0.9205,0.915,472963.0,3.6084213256835938,106.7794,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.4022989273071289,0.3155,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20402050018310547,0.173,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30364418029785156,0.1528,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,2.0139,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,leo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
