Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,76.27,0.7736,0.7848,0.7873,0.3105,77.32,0.795,0.7945,0.8235,96.39,1.0387,78.26,0.7661,96.4,0.9145,1.0499999999999972,0.021400000000000086,Cascade,Cascade
LSTM,78.23,0.7914,0.8009,0.8213,0.091,78.66,0.7936,0.8033,0.7963,95.79,0.6089,79.59,0.767,96.4,0.9121,0.4299999999999926,0.0021999999999999797,Cascade,Cascade
LightGBM,72.87,0.2532,0.6186,0.0,0.022,74.19,0.2272,0.6337,0.0,56.52,0.5002,74.3,0.4358,82.31,0.5395,1.3199999999999932,-0.025999999999999968,Cascade,Joint
MAMBA,56.6,0.5655,0.6005,0.69,0.2021,72.12,0.5364,0.7314,0.4311,74.47,0.8252,76.3,0.7075,76.2,0.6113,15.520000000000003,-0.029100000000000015,Cascade,Joint
MiniRocket,85.08,0.6719,0.8382,0.3333,,85.06,0.6975,0.8399,0.4883,85.7,0.4461,87.39,0.8199,90.84,0.7638,-0.01999999999999602,0.025599999999999956,Joint,Cascade
TRANSFORMER,77.46,0.7819,0.7944,0.8326,0.0672,67.12,0.4256,0.6747,0.3054,95.9,0.5451,67.49,0.5688,96.79,0.9215,-10.33999999999999,-0.35630000000000006,Joint,Joint
