model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,25,15,0.0083,0.012,0.9979,0.9963,94780.0,0.723114013671875,224.9691,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LSTM,Stage1,cascade,15,5,0.0163,0.0173,0.9955,0.9941,94646.0,0.7220916748046875,134.7567,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LSTM,Stage2,cascade,18,8,0.0006,0.0019,1.0,0.9989,94713.0,0.7226028442382812,161.6367,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MAMBA,Joint,joint,20,9,0.0204,0.0224,0.997,0.9934,25018.0,0.1908721923828125,140.6179,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MAMBA,Stage1,cascade,21,11,0.0199,0.0236,0.9944,0.9892,24664.0,0.18817138671875,147.7094,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MAMBA,Stage2,cascade,42,32,0.0009,0.0014,0.9996,0.9992,24841.0,0.18952178955078125,295.0456,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
TRANSFORMER,Joint,joint,33,23,0.0066,0.0067,0.9988,0.9988,404956.0,3.089569091796875,83.7003,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
TRANSFORMER,Stage1,cascade,16,6,0.0116,0.0151,0.9955,0.9945,404778.0,3.0882110595703125,40.2675,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
TRANSFORMER,Stage2,cascade,23,10,0.0001,0.0001,1.0,1.0,404867.0,3.0888900756835938,57.8327,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
CNN,Joint,joint,32,22,0.0054,0.0124,0.999,0.9959,473668.0,3.613800048828125,362.621,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
CNN,Stage1,cascade,23,13,0.0106,0.0137,0.9955,0.993,473410.0,3.6118316650390625,260.6405,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
CNN,Stage2,cascade,28,18,0.0008,0.0026,0.9999,0.9988,473539.0,3.6128158569335938,308.3388,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LightGBM,Joint,joint,0,-1,,,,,,0.40209102630615234,3.0203,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20604419708251953,2.2102,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3006887435913086,0.7042,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,22.1234,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
