Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.79,0.9983,0.9979,0.995,1.1144,99.58,0.9961,0.9958,0.9937,100.0,2.7398,99.58,0.9944,100.0,1.0,-0.21000000000000796,-0.0021999999999999797,Joint,Joint
LSTM,99.83,0.9977,0.9983,0.9915,0.5355,99.82,0.997,0.9982,0.9911,99.91,1.57,99.84,0.9979,99.88,0.9988,-0.010000000000005116,-0.0007000000000000339,Joint,Joint
LightGBM,99.73,0.9861,0.9973,0.9682,0.1477,99.54,0.983,0.9954,0.9156,99.78,0.6521,99.59,0.9945,99.78,0.9858,-0.18999999999999773,-0.0030999999999999917,Joint,Joint
MAMBA,99.77,0.9969,0.9977,0.992,0.5898,99.79,0.9977,0.9979,0.9922,100.0,1.6288,99.79,0.9971,100.0,1.0,0.020000000000010232,0.0008000000000000229,Cascade,Cascade
MiniRocket,99.78,0.9982,0.9978,0.992,,99.78,0.9982,0.9978,0.992,100.0,0.5577,99.78,0.997,100.0,1.0,0.0,0.0,Tie,Tie
TRANSFORMER,99.78,0.9982,0.9978,0.9922,0.2264,99.85,0.9988,0.9985,0.9922,100.0,0.8643,99.85,0.9979,100.0,1.0,0.06999999999999318,0.0006000000000000449,Cascade,Cascade
