Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,0.3602,0.8405,0.9959,0.8989,0.0321
LSTM,Joint,2,0.0284,0.9809,0.9847,0.9826,0.0358
LSTM,Joint,3,0.0292,0.9289,0.9948,0.9593,0.0256
LSTM,Joint,4,0.0211,0.9953,0.9842,0.9896,0.0341
LSTM,Joint,5,0.0208,0.997,0.9959,0.9964,0.015
LSTM,Joint,6,0.0135,0.9962,0.9962,0.9962,0.0119
LSTM,Joint,7,0.0209,0.9975,0.996,0.9967,0.0154
LSTM,Joint,8,0.0142,0.9973,0.9958,0.9965,0.0144
LSTM,Joint,9,0.0156,0.9981,0.9962,0.9971,0.0114
LSTM,Joint,10,0.0201,0.9986,0.9962,0.9974,0.0117
LSTM,Joint,11,0.0155,0.9941,0.9936,0.9939,0.0154
LSTM,Joint,12,0.0103,0.9951,0.9951,0.9951,0.0166
LSTM,Joint,13,0.0178,0.9964,0.9954,0.9959,0.0115
LSTM,Joint,14,0.0091,0.9996,0.9961,0.9979,0.0097
LSTM,Joint,15,0.0077,0.9986,0.9962,0.9974,0.0083
LSTM,Joint,16,0.0084,0.9974,0.9936,0.9955,0.0183
LSTM,Joint,17,0.0223,0.9816,0.9901,0.9856,0.0253
LSTM,Joint,18,0.0154,0.9964,0.9927,0.9946,0.0171
LSTM,Joint,19,0.0169,0.998,0.9922,0.9951,0.0146
LSTM,Joint,20,0.0086,0.9938,0.9954,0.9946,0.0114
LSTM,Joint,21,0.0079,0.9957,0.9955,0.9956,0.0102
LSTM,Joint,22,0.006,0.9959,0.9956,0.9957,0.0106
LSTM,Joint,23,0.0053,0.9959,0.9958,0.9958,0.0102
LSTM,Joint,24,0.0048,0.9955,0.9957,0.9956,0.0108
LSTM,Joint,25,0.0047,0.9969,0.9957,0.9963,0.012
LSTM,Stage1,1,0.1001,0.9944,0.9904,0.9924,0.0256
LSTM,Stage1,2,0.0294,0.9971,0.9911,0.9941,0.0193
LSTM,Stage1,3,0.0271,0.9974,0.9911,0.9942,0.0208
LSTM,Stage1,4,0.023,1.0,0.9911,0.9955,0.0182
LSTM,Stage1,5,0.0228,1.0,0.9911,0.9955,0.0163
LSTM,Stage1,6,0.0205,1.0,0.9911,0.9955,0.022
LSTM,Stage1,7,0.026,0.9975,0.9911,0.9943,0.019
LSTM,Stage1,8,0.022,0.9985,0.9911,0.9948,0.0173
LSTM,Stage1,9,0.021,0.9999,0.9911,0.9954,0.017
LSTM,Stage1,10,0.0219,0.9996,0.9911,0.9953,0.0184
LSTM,Stage1,11,0.0181,1.0,0.9911,0.9955,0.0174
LSTM,Stage1,12,0.0169,1.0,0.9911,0.9955,0.0186
LSTM,Stage1,13,0.0164,1.0,0.9911,0.9955,0.0178
LSTM,Stage1,14,0.016,1.0,0.9911,0.9955,0.0185
LSTM,Stage1,15,0.0141,0.9971,0.9912,0.9941,0.0173
LSTM,Stage2,1,0.2943,0.9245,0.9787,0.9486,0.0523
LSTM,Stage2,2,0.1308,0.7594,0.977,0.8165,0.0842
LSTM,Stage2,3,0.0889,0.8571,0.9939,0.908,0.0223
LSTM,Stage2,4,0.0153,0.921,0.9983,0.9545,0.0086
LSTM,Stage2,5,0.0487,0.9569,0.9974,0.9759,0.0084
LSTM,Stage2,6,0.0144,0.9567,0.9988,0.9764,0.0043
LSTM,Stage2,7,0.005,0.9982,0.9995,0.9989,0.0021
LSTM,Stage2,8,0.0032,1.0,1.0,1.0,0.0006
LSTM,Stage2,9,0.0029,0.9999,0.9998,0.9999,0.0021
LSTM,Stage2,10,0.0019,0.9992,0.9998,0.9995,0.0008
LSTM,Stage2,11,0.007,0.9986,0.9996,0.9991,0.002
LSTM,Stage2,12,0.0055,0.9991,0.9988,0.999,0.0087
LSTM,Stage2,13,0.0065,0.9986,0.9996,0.9991,0.0022
LSTM,Stage2,14,0.0022,0.999,0.9997,0.9994,0.0008
LSTM,Stage2,15,0.0021,0.9984,0.9996,0.999,0.0012
LSTM,Stage2,16,0.0019,0.9982,0.9995,0.9989,0.0014
LSTM,Stage2,17,0.0022,0.9992,0.9996,0.9994,0.0016
LSTM,Stage2,18,0.0012,0.9982,0.9995,0.9989,0.0019
MAMBA,Joint,1,0.51,0.9416,0.9806,0.9591,0.0637
MAMBA,Joint,2,0.0449,0.9855,0.9931,0.9892,0.0342
MAMBA,Joint,3,0.0304,0.994,0.9916,0.9928,0.0294
MAMBA,Joint,4,0.0233,0.9957,0.9946,0.9951,0.0266
MAMBA,Joint,5,0.02,0.9953,0.9952,0.9953,0.0285
MAMBA,Joint,6,0.0185,0.9952,0.9915,0.9934,0.0346
MAMBA,Joint,7,0.0224,0.9824,0.9926,0.9873,0.0307
MAMBA,Joint,8,0.0292,0.9915,0.9929,0.9922,0.0257
MAMBA,Joint,9,0.0166,0.995,0.9954,0.9952,0.0204
MAMBA,Joint,10,0.0155,0.9972,0.996,0.9966,0.0204
MAMBA,Joint,11,0.0158,0.9982,0.9959,0.997,0.0214
MAMBA,Joint,12,0.0152,0.9984,0.9957,0.997,0.0214
MAMBA,Joint,13,0.0151,0.9948,0.9955,0.9951,0.0231
MAMBA,Joint,14,0.0139,0.9977,0.996,0.9969,0.0214
