model,max_val_accuracy,final_val_accuracy,best_epoch,epochs_trained,final_val_loss,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath,no_thrust_precision,no_thrust_recall,no_thrust_f1,chemical_precision,chemical_recall,chemical_f1,electric_precision,electric_recall,electric_f1,impulsive_precision,impulsive_recall,impulsive_f1,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,t_no_thrust_precision,t_no_thrust_recall,t_no_thrust_f1,t_chemical_precision,t_chemical_recall,t_chemical_f1,t_electric_precision,t_electric_recall,t_electric_f1,t_impulsive_precision,t_impulsive_recall,t_impulsive_f1
Decision Trees (LightGBM),24.89,24.89,1,1,1.387,,0.40848827362060547,0.1991,False,0,10min1500SeqData_Std_EvalTest_Seed2,leo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,0.2477,0.3556,0.292,0.2464,0.1511,0.1873,0.251,0.2889,0.2686,0.25,0.2,0.2222,0.2488,0.2489,0.2425,0.2488,0.2489,0.2425,80.0,35.0,65.0,81.0,34.0,65.0,80.0,35.0,65.0,82.0,34.0,64.0
MiniRocket,25.11,25.11,1,1,,9996.0,0.5785,19.5938,False,0,10min1500SeqData_Std_EvalTest_Seed2,leo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,0.25,0.2978,0.2718,0.2484,0.3422,0.2879,0.2564,0.1333,0.1754,0.2537,0.2311,0.2419,0.2521,0.2511,0.2442,0.2521,0.2511,0.2442,67.0,77.0,30.0,65.0,77.0,32.0,67.0,77.0,30.0,69.0,79.0,25.0
LSTM,25.0,25.0,1,13,1.3864,28660.0,0.218658447265625,11.8411,True,0,10min1500SeqData_Std_EvalTest_Seed2,leo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,0.0,0.0,0.0,0.25,0.3289,0.2841,0.0,0.0,0.0,0.25,0.6711,0.3643,0.125,0.25,0.1621,0.125,0.25,0.1621,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0
Mamba,25.0,25.0,1,24,1.3863,12208.0,0.0931396484375,87.8751,True,0,10min1500SeqData_Std_EvalTest_Seed2,leo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,0.25,0.1911,0.2166,0.25,0.4089,0.3103,0.25,0.3289,0.2841,0.25,0.0711,0.1107,0.25,0.25,0.2304,0.25,0.25,0.2304,43.0,92.0,74.0,43.0,92.0,74.0,43.0,92.0,74.0,43.0,92.0,74.0
Transformer,25.0,25.0,1,28,1.3863,213092.0,1.625762939453125,37.4742,True,0,10min1500SeqData_Std_EvalTest_Seed2,leo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,0.25,0.1333,0.1739,0.0,0.0,0.0,0.25,0.5644,0.3465,0.25,0.3022,0.2736,0.1875,0.25,0.1985,0.1875,0.25,0.1985,30.0,0.0,127.0,30.0,0.0,127.0,30.0,0.0,127.0,30.0,0.0,127.0
1D-CNN (InceptionTime),25.0,25.0,1,36,1.3865,472708.0,3.606475830078125,127.234,True,0,10min1500SeqData_Std_EvalTest_Seed2,leo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,0.0,0.0,0.0,0.25,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0
