model,max_val_accuracy,final_val_accuracy,best_epoch,epochs_trained,final_val_loss,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath,no_thrust_precision,no_thrust_recall,no_thrust_f1,chemical_precision,chemical_recall,chemical_f1,electric_precision,electric_recall,electric_f1,impulsive_precision,impulsive_recall,impulsive_f1,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,t_no_thrust_precision,t_no_thrust_recall,t_no_thrust_f1,t_chemical_precision,t_chemical_recall,t_chemical_f1,t_electric_precision,t_electric_recall,t_electric_f1,t_impulsive_precision,t_impulsive_recall,t_impulsive_f1
Decision Trees (LightGBM),52.89,52.89,1,1,1.1406,,0.4018363952636719,0.3134,False,0,10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,leo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,0.4549,0.5378,0.4929,0.637,0.7644,0.6949,0.4392,0.3689,0.401,0.5714,0.4444,0.5,0.5256,0.5289,0.5222,0.5256,0.5289,0.5222,121.0,7.0,81.0,9.0,172.0,5.0,115.0,7.0,83.0,21.0,84.0,20.0
MiniRocket,79.56,79.56,1,1,,9996.0,0.5787,21.0035,False,0,10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,leo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,0.722,0.9467,0.8192,0.9299,0.6489,0.7644,0.9231,0.64,0.7559,0.7295,0.9467,0.824,0.8261,0.7956,0.7909,0.8261,0.7956,0.7909,213.0,0.0,12.0,0.0,146.0,0.0,81.0,0.0,144.0,1.0,11.0,0.0
LSTM,68.11,66.56,72,74,0.6092,50500.0,0.385284423828125,76.4664,True,0,10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,leo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,0.5275,0.8089,0.6386,0.913,0.6533,0.7617,0.5922,0.2711,0.372,0.7182,0.9289,0.8101,0.6878,0.6656,0.6456,0.6878,0.6656,0.6456,182.0,0.0,41.0,0.0,147.0,0.0,162.0,0.0,61.0,1.0,14.0,1.0
Mamba,52.33,52.33,63,63,1.0803,17044.0,0.130035400390625,234.9303,True,0,10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,leo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,0.4803,0.4889,0.4846,0.6697,0.6578,0.6637,0.42,0.3733,0.3953,0.516,0.5733,0.5432,0.5215,0.5233,0.5217,0.5215,0.5233,0.5217,110.0,9.0,74.0,7.0,148.0,14.0,99.0,9.0,84.0,13.0,55.0,28.0
Transformer,81.44,81.44,77,94,0.4024,288324.0,2.199737548828125,129.005,True,0,10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,leo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,0.7676,0.8222,0.794,1.0,0.6844,0.8127,0.8086,0.7511,0.7788,0.7601,1.0,0.8637,0.8341,0.8144,0.8123,0.8341,0.8144,0.8123,185.0,0.0,40.0,0.0,154.0,0.0,56.0,0.0,169.0,0.0,0.0,0.0
1D-CNN (InceptionTime),74.89,74.89,40,40,0.5547,473092.0,3.609405517578125,138.6003,True,0,10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,leo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,0.694,0.8667,0.7708,0.7979,0.6844,0.7368,0.8225,0.6178,0.7056,0.7237,0.8267,0.7718,0.7595,0.7489,0.7462,0.7595,0.7489,0.7462,195.0,0.0,30.0,0.0,154.0,0.0,86.0,0.0,139.0,0.0,39.0,0.0
