Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,0.4958,75.78
LSTM,2,0.4222,80.44
LSTM,3,0.4237,81.22
LSTM,4,0.4109,81.89
LSTM,5,0.4173,81.44
LSTM,6,0.4154,82.0
LSTM,7,0.3949,82.78
LSTM,8,0.4575,81.89
LSTM,9,0.3786,83.33
LSTM,10,0.4066,82.89
LSTM,11,0.4017,83.0
LSTM,12,0.3811,82.67
LSTM,13,0.4035,82.89
LSTM,14,0.3741,83.44
LSTM,15,0.3708,82.89
LSTM,16,0.3744,83.33
LSTM,17,0.3679,82.89
LSTM,18,0.3752,83.56
LSTM,19,0.362,83.44
LSTM,20,0.391,82.56
LSTM,21,0.3775,83.56
LSTM,22,0.3598,83.44
LSTM,23,0.3851,83.22
LSTM,24,0.3847,83.44
LSTM,25,0.3958,83.11
LSTM,26,0.4231,82.67
LSTM,27,0.3842,82.22
LSTM,28,0.3868,81.11
LSTM,29,0.3883,83.33
LSTM,30,0.3876,82.22
LSTM,31,0.3935,81.56
LSTM,32,0.4244,80.44
Mamba,1,1.2483,42.22
Mamba,2,0.9307,62.67
Mamba,3,0.6757,71.33
Mamba,4,0.5543,76.0
Mamba,5,0.4942,79.89
Mamba,6,0.4694,78.78
Mamba,7,0.462,79.44
Mamba,8,0.4725,79.56
Mamba,9,0.4541,80.44
Mamba,10,0.4583,80.78
Mamba,11,0.4715,78.89
Mamba,12,0.464,78.78
Mamba,13,0.4839,76.67
Mamba,14,0.4813,78.0
Mamba,15,0.4611,79.78
Mamba,16,0.472,78.22
Mamba,17,0.477,79.44
Mamba,18,0.4988,78.0
Mamba,19,0.5013,79.0
Transformer,1,0.5266,76.33
Transformer,2,0.4594,80.56
Transformer,3,0.4292,82.0
Transformer,4,0.4456,82.44
Transformer,5,0.3979,81.78
Transformer,6,0.4175,82.44
Transformer,7,0.4568,80.11
Transformer,8,0.4094,81.44
Transformer,9,0.4007,83.0
Transformer,10,0.3874,83.0
Transformer,11,0.424,80.22
Transformer,12,0.4229,81.89
Transformer,13,0.3963,82.22
Transformer,14,0.3974,81.78
Transformer,15,0.4538,75.56
Transformer,16,0.4457,78.89
Transformer,17,0.4156,80.89
Transformer,18,0.389,82.67
Transformer,19,0.3853,82.33
Transformer,20,0.3885,82.89
Transformer,21,0.382,83.0
Transformer,22,0.3821,83.11
Transformer,23,0.3847,83.11
Transformer,24,0.3959,82.56
Transformer,25,0.3847,83.33
Transformer,26,0.3763,82.89
Transformer,27,0.3814,82.44
Transformer,28,0.3784,83.56
Transformer,29,0.3791,82.89
Transformer,30,0.3746,83.33
Transformer,31,0.3741,83.22
Transformer,32,0.3781,82.78
Transformer,33,0.3748,83.33
Transformer,34,0.3758,82.89
Transformer,35,0.3716,83.33
Transformer,36,0.3774,82.56
Transformer,37,0.3825,82.22
Transformer,38,0.3882,82.0
Transformer,39,0.3782,82.56
Transformer,40,0.3887,82.22
Transformer,41,0.3901,82.22
Transformer,42,0.3727,83.0
Transformer,43,0.3663,83.33
Transformer,44,0.3693,83.44
Transformer,45,0.3687,83.11
Transformer,46,0.367,83.33
Transformer,47,0.3652,83.0
Transformer,48,0.3694,82.67
Transformer,49,0.3678,83.22
Transformer,50,0.3634,83.56
Transformer,51,0.365,83.11
Transformer,52,0.3658,82.78
Transformer,53,0.3677,83.0
Transformer,54,0.3652,83.33
Transformer,55,0.3659,83.44
Transformer,56,0.3723,81.89
Transformer,57,0.3646,82.78
Transformer,58,0.3641,83.0
Transformer,59,0.3694,83.22
Transformer,60,0.3654,83.33
1D-CNN (InceptionTime),1,0.511,77.11
1D-CNN (InceptionTime),2,0.4176,82.11
1D-CNN (InceptionTime),3,0.4324,79.11
1D-CNN (InceptionTime),4,0.4009,82.0
1D-CNN (InceptionTime),5,0.418,81.22
1D-CNN (InceptionTime),6,0.4247,79.67
1D-CNN (InceptionTime),7,0.395,81.67
1D-CNN (InceptionTime),8,0.4415,77.56
1D-CNN (InceptionTime),9,0.4567,72.0
1D-CNN (InceptionTime),10,0.3827,83.22
1D-CNN (InceptionTime),11,0.3846,83.22
1D-CNN (InceptionTime),12,0.3812,82.89
1D-CNN (InceptionTime),13,0.3669,83.22
1D-CNN (InceptionTime),14,0.378,83.11
1D-CNN (InceptionTime),15,0.3889,83.33
1D-CNN (InceptionTime),16,0.3616,84.0
1D-CNN (InceptionTime),17,0.3911,82.56
1D-CNN (InceptionTime),18,0.3625,83.56
1D-CNN (InceptionTime),19,0.3809,83.78
1D-CNN (InceptionTime),20,0.3762,82.44
1D-CNN (InceptionTime),21,0.3491,83.89
1D-CNN (InceptionTime),22,0.3714,83.11
1D-CNN (InceptionTime),23,0.3637,83.89
1D-CNN (InceptionTime),24,0.3833,81.22
1D-CNN (InceptionTime),25,0.3594,83.56
1D-CNN (InceptionTime),26,0.3669,83.56
1D-CNN (InceptionTime),27,0.3835,83.44
1D-CNN (InceptionTime),28,0.3873,83.44
1D-CNN (InceptionTime),29,0.3681,84.0
1D-CNN (InceptionTime),30,0.3702,84.22
1D-CNN (InceptionTime),31,0.3848,83.78
