Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,94.0,0.9234,0.9412,0.9344,0.9807,95.83,0.938,0.9585,0.9171,98.86,2.4859,96.1,0.949,98.7,0.9755,1.8299999999999983,0.014599999999999946,Cascade,Cascade
LSTM,94.83,0.9324,0.9487,0.9086,0.1754,71.49,0.3515,0.6608,0.1064,95.71,0.7641,71.62,0.5021,98.28,0.9714,-23.340000000000003,-0.5809,Joint,Joint
LightGBM,72.7,0.308,0.6144,0.0004,0.0617,74.71,0.2483,0.6414,0.0036,75.81,0.5248,74.77,0.4366,77.9,0.406,2.009999999999991,-0.0597,Cascade,Joint
MAMBA,76.14,0.7024,0.7737,0.6509,0.2481,64.59,0.448,0.6463,0.2667,95.05,0.8756,64.97,0.5337,92.36,0.8393,-11.549999999999997,-0.2544,Joint,Joint
MiniRocket,98.11,0.9654,0.9811,0.9274,,98.19,0.9669,0.9819,0.9501,99.74,0.4793,98.26,0.977,99.74,0.9972,0.0799999999999983,0.0014999999999999458,Cascade,Cascade
TRANSFORMER,86.67,0.6984,0.8804,0.9357,0.0841,61.42,0.3724,0.6436,0.3244,92.25,0.5832,62.3,0.5523,90.87,0.7456,-25.25,-0.326,Joint,Joint
