Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3875,0.1253,0.336,0.1317,1.3836
LSTM,Joint,2,1.3821,0.1019,0.2346,0.134,1.3688
LSTM,Joint,3,1.372,0.0294,0.2799,0.0525,1.3498
LSTM,Joint,4,1.3595,0.1166,0.3265,0.1255,1.3803
LSTM,Joint,5,1.3521,0.0266,0.2995,0.0479,1.3322
LSTM,Joint,6,1.3224,0.0284,0.337,0.05,1.287
LSTM,Joint,7,1.2313,0.1215,0.4862,0.1808,1.2255
LSTM,Joint,8,1.092,0.1749,0.5983,0.2595,1.0155
LSTM,Joint,9,0.9023,0.2083,0.6795,0.2989,0.9006
LSTM,Joint,10,0.7694,0.3209,0.7205,0.4324,0.7757
LSTM,Joint,11,0.6451,0.3241,0.8418,0.4675,0.6991
LSTM,Joint,12,0.5526,0.3949,0.8545,0.5394,0.6528
LSTM,Joint,13,0.5174,0.3888,0.8516,0.5336,0.6536
LSTM,Joint,14,0.4679,0.3962,0.9013,0.5494,0.645
LSTM,Joint,15,0.4177,0.3877,0.8758,0.5332,0.6047
LSTM,Joint,16,0.4157,0.4198,0.8996,0.5676,0.5798
LSTM,Joint,17,0.4102,0.4443,0.8749,0.5832,0.535
LSTM,Joint,18,0.3694,0.5041,0.9028,0.643,0.5422
LSTM,Joint,19,0.353,0.4712,0.8962,0.6133,0.5845
LSTM,Joint,20,0.3564,0.5155,0.8678,0.6463,0.5005
LSTM,Joint,21,0.3437,0.5456,0.8314,0.6587,0.4839
LSTM,Joint,22,0.3526,0.5161,0.9222,0.6577,0.5182
LSTM,Joint,23,0.3475,0.5097,0.8756,0.6433,0.4999
LSTM,Joint,24,0.308,0.5344,0.9293,0.6738,0.5087
LSTM,Joint,25,0.3348,0.474,0.8729,0.6129,0.5535
LSTM,Joint,26,0.325,0.597,0.9156,0.717,0.4715
LSTM,Joint,27,0.2933,0.6097,0.9398,0.7282,0.5078
LSTM,Joint,28,0.3462,0.5644,0.9129,0.6958,0.4516
LSTM,Joint,29,0.2833,0.6395,0.8992,0.744,0.4446
LSTM,Joint,30,0.278,0.5925,0.9375,0.7206,0.467
LSTM,Joint,31,0.2789,0.6315,0.9283,0.7345,0.5714
LSTM,Joint,32,0.2886,0.4958,0.9054,0.6378,0.5083
LSTM,Joint,33,0.283,0.6112,0.9409,0.7301,0.5248
LSTM,Joint,34,0.2785,0.6317,0.9346,0.7466,0.4384
LSTM,Joint,35,0.2548,0.6238,0.9226,0.7398,0.4371
LSTM,Joint,36,0.3,0.6296,0.8978,0.7359,0.4551
LSTM,Joint,37,0.2556,0.6791,0.9221,0.7763,0.3967
LSTM,Joint,38,0.2771,0.5027,0.8915,0.6378,0.5906
LSTM,Joint,39,0.2717,0.6002,0.9337,0.7254,0.4597
LSTM,Joint,40,0.255,0.6906,0.9279,0.7865,0.3821
LSTM,Joint,41,0.2427,0.6931,0.8824,0.7759,0.376
LSTM,Joint,42,0.2321,0.6932,0.9443,0.7876,0.4487
LSTM,Joint,43,0.2949,0.6446,0.9316,0.7496,0.4677
LSTM,Joint,44,0.2464,0.678,0.9603,0.779,0.4653
LSTM,Joint,45,0.2205,0.7168,0.9416,0.8019,0.4139
LSTM,Joint,46,0.2202,0.7383,0.9344,0.8165,0.38
LSTM,Joint,47,0.2705,0.6581,0.9307,0.7673,0.3872
LSTM,Joint,48,0.1944,0.7416,0.9466,0.8237,0.3397
LSTM,Joint,49,0.1813,0.7773,0.8965,0.8316,0.3158
LSTM,Joint,50,0.1707,0.7896,0.9276,0.8508,0.2964
LSTM,Joint,51,0.1626,0.7568,0.953,0.8334,0.3853
LSTM,Joint,52,0.1708,0.8253,0.8615,0.8402,0.2827
LSTM,Joint,53,0.1635,0.7787,0.9283,0.8453,0.2932
LSTM,Joint,54,0.1502,0.8115,0.924,0.8635,0.2419
LSTM,Joint,55,0.1494,0.7443,0.9628,0.8308,0.3938
LSTM,Joint,56,0.1437,0.7826,0.9434,0.8541,0.2626
LSTM,Joint,57,0.1527,0.7534,0.9509,0.8328,0.3941
LSTM,Joint,58,0.1401,0.7856,0.9561,0.8572,0.3006
LSTM,Joint,59,0.1446,0.7547,0.9497,0.8324,0.3442
LSTM,Joint,60,0.133,0.8253,0.9446,0.8803,0.2262
LSTM,Joint,61,0.1362,0.815,0.9455,0.8742,0.2466
LSTM,Joint,62,0.1292,0.8007,0.9428,0.8658,0.2124
LSTM,Joint,63,0.1425,0.8261,0.9479,0.8822,0.2049
LSTM,Joint,64,0.1171,0.8385,0.9304,0.8818,0.2195
LSTM,Joint,65,0.1165,0.822,0.949,0.8803,0.2049
LSTM,Joint,66,0.1206,0.7742,0.9525,0.8476,0.3739
LSTM,Joint,67,0.1136,0.8319,0.9593,0.8904,0.1921
LSTM,Joint,68,0.1094,0.8644,0.9476,0.9035,0.165
LSTM,Joint,69,0.1098,0.7962,0.9338,0.8557,0.3837
LSTM,Joint,70,0.1158,0.8375,0.9598,0.8935,0.191
LSTM,Joint,71,0.1016,0.8321,0.9573,0.8896,0.1947
LSTM,Joint,72,0.1045,0.7777,0.9545,0.8567,0.1986
LSTM,Joint,73,0.0904,0.8342,0.9453,0.886,0.2237
LSTM,Joint,74,0.0858,0.8563,0.9469,0.8991,0.1781
LSTM,Joint,75,0.0723,0.868,0.9571,0.9099,0.1671
LSTM,Joint,76,0.0673,0.88,0.9563,0.916,0.1479
LSTM,Joint,77,0.0664,0.8409,0.9546,0.8929,0.2267
LSTM,Joint,78,0.062,0.8928,0.953,0.9216,0.135
LSTM,Joint,79,0.0664,0.8808,0.9564,0.9167,0.153
LSTM,Joint,80,0.0637,0.8612,0.9629,0.9088,0.1725
LSTM,Joint,81,0.0601,0.8801,0.9564,0.9164,0.1413
LSTM,Joint,82,0.0755,0.8858,0.9571,0.9198,0.1453
LSTM,Joint,83,0.0693,0.8776,0.9612,0.9169,0.1585
LSTM,Joint,84,0.0585,0.8763,0.9559,0.9141,0.1612
LSTM,Joint,85,0.0484,0.8985,0.9568,0.9265,0.1377
LSTM,Joint,86,0.0486,0.8664,0.9585,0.9094,0.1955
LSTM,Joint,87,0.0485,0.8963,0.9576,0.9256,0.1365
LSTM,Joint,88,0.0466,0.8899,0.9629,0.9248,0.143
LSTM,Stage1,1,0.6941,0.0,0.0,0.0,0.681
LSTM,Stage1,2,0.6906,0.311,0.6781,0.4264,0.6779
LSTM,Stage1,3,0.6723,0.2969,0.8989,0.4463,0.7186
LSTM,Stage1,4,0.6616,0.3086,0.7913,0.4441,0.6471
LSTM,Stage1,5,0.6566,0.3423,0.135,0.1936,0.6275
LSTM,Stage1,6,0.655,0.3044,0.8439,0.4474,0.6632
LSTM,Stage1,7,0.6533,0.3071,0.8272,0.4479,0.6617
LSTM,Stage1,8,0.6516,0.3082,0.8163,0.4474,0.6625
LSTM,Stage1,9,0.6516,0.3171,0.7187,0.44,0.6436
LSTM,Stage1,10,0.651,0.3142,0.7633,0.4452,0.651
LSTM,Stage1,11,0.6494,0.3081,0.8173,0.4475,0.6649
LSTM,Stage1,12,0.6485,0.3157,0.7347,0.4416,0.6485
LSTM,Stage1,13,0.6478,0.3119,0.7747,0.4448,0.6571
LSTM,Stage1,14,0.6485,0.307,0.8319,0.4485,0.6684
LSTM,Stage1,15,0.6479,0.3161,0.7264,0.4405,0.6427
LSTM,Stage2,1,1.1018,0.3372,0.3406,0.2421,1.0976
LSTM,Stage2,2,1.0989,0.3267,0.3409,0.2833,1.096
LSTM,Stage2,3,1.0962,0.3369,0.3582,0.3125,1.087
