model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,88,78,0.135,0.143,0.9265,0.9248,50500.0,0.385284423828125,206.2423,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LSTM,Stage1,cascade,15,5,0.6275,0.6427,0.4485,0.4405,50402.0,0.3845367431640625,34.9757,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LSTM,Stage2,cascade,54,44,0.0755,0.0935,0.9567,0.9437,50451.0,0.38491058349609375,125.78,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Joint,joint,54,44,0.5518,0.5742,0.6856,0.6848,17044.0,0.130035400390625,186.0635,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Stage1,cascade,16,6,0.6464,0.6579,0.4414,0.4414,16786.0,0.1280670166015625,53.2496,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Stage2,cascade,49,39,0.3153,0.3808,0.8357,0.8253,16915.0,0.12905120849609375,172.0185,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Joint,joint,100,99,0.2073,0.2137,0.6181,0.6128,288196.0,2.198760986328125,134.1783,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Stage1,cascade,16,6,0.633,0.6462,0.447,0.4407,288066.0,2.1977691650390625,21.4127,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Stage2,cascade,96,86,0.2757,0.2772,0.8093,0.8053,288131.0,2.1982650756835938,126.2401,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Joint,joint,40,30,0.1597,0.2013,0.9225,0.9125,473092.0,3.609405517578125,310.3749,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Stage1,cascade,43,33,0.1137,0.1253,0.9266,0.9233,472834.0,3.6074371337890625,334.1943,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Stage2,cascade,45,35,0.0307,0.0353,0.9783,0.9783,472963.0,3.6084213256835938,343.885,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.39991283416748047,0.7211,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20318889617919922,0.467,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30176258087158203,0.2452,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,5.5395,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
