Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,0.4258,0.9428,0.9935,0.9674,0.0575
LSTM,Joint,2,0.0549,0.9759,0.9949,0.9853,0.0362
LSTM,Joint,3,0.0385,0.9799,0.9949,0.9873,0.027
LSTM,Joint,4,0.0332,0.98,0.9949,0.9874,0.0243
LSTM,Joint,5,0.0308,0.9797,0.9949,0.9872,0.0276
LSTM,Joint,6,0.0293,0.9778,0.9945,0.986,0.0241
LSTM,Joint,7,0.0293,0.9656,0.9031,0.9277,0.2711
LSTM,Joint,8,0.0406,0.984,0.9944,0.9891,0.0224
LSTM,Joint,9,0.0274,0.9854,0.9949,0.9901,0.0238
LSTM,Joint,10,0.0238,0.9854,0.9949,0.9901,0.0174
LSTM,Joint,11,0.0229,0.9854,0.9949,0.9901,0.0168
LSTM,Joint,12,0.0233,0.9855,0.9955,0.9904,0.0194
LSTM,Joint,13,0.0257,0.9892,0.9952,0.9921,0.0157
LSTM,Joint,14,0.0199,0.9924,0.9954,0.9938,0.0166
LSTM,Joint,15,0.0213,0.9921,0.9955,0.9938,0.0158
LSTM,Joint,16,0.0188,0.9974,0.9958,0.9966,0.02
LSTM,Joint,17,0.0188,0.9959,0.9955,0.9957,0.0221
LSTM,Joint,18,0.0218,0.9808,0.9913,0.9857,0.0234
LSTM,Joint,19,0.0188,0.987,0.9953,0.9911,0.0306
LSTM,Joint,20,0.0147,0.9984,0.9962,0.9973,0.016
LSTM,Joint,21,0.0129,0.9976,0.9964,0.997,0.0216
LSTM,Joint,22,0.0119,0.9985,0.9963,0.9974,0.0182
LSTM,Joint,23,0.0106,0.9978,0.9966,0.9972,0.0214
LSTM,Stage1,1,0.1396,0.9832,0.9885,0.9858,0.0314
LSTM,Stage1,2,0.049,0.9987,0.9888,0.9937,0.0296
LSTM,Stage1,3,0.0419,0.9991,0.9889,0.994,0.0228
LSTM,Stage1,4,0.0392,0.9997,0.9889,0.9943,0.0242
LSTM,Stage1,5,0.0362,0.9997,0.9889,0.9943,0.0199
LSTM,Stage1,6,0.0355,0.9999,0.9889,0.9944,0.0191
LSTM,Stage1,7,0.0317,0.9999,0.9889,0.9944,0.0197
LSTM,Stage1,8,0.0343,0.9978,0.9898,0.9938,0.0295
LSTM,Stage1,9,0.0325,0.9891,0.9914,0.9902,0.034
LSTM,Stage1,10,0.0305,0.9979,0.9889,0.9934,0.0237
LSTM,Stage1,11,0.0275,0.9999,0.9889,0.9944,0.0153
LSTM,Stage1,12,0.0274,0.9937,0.9905,0.9921,0.0234
LSTM,Stage1,13,0.0254,0.9999,0.9895,0.9946,0.0184
LSTM,Stage1,14,0.0274,0.9957,0.9904,0.993,0.0183
LSTM,Stage1,15,0.0235,0.9968,0.9889,0.9928,0.023
LSTM,Stage1,16,0.0222,1.0,0.9889,0.9944,0.0196
LSTM,Stage1,17,0.022,0.9974,0.9888,0.993,0.025
LSTM,Stage1,18,0.0167,0.999,0.9889,0.9939,0.0213
LSTM,Stage1,19,0.0183,0.9999,0.9905,0.9952,0.0193
LSTM,Stage1,20,0.015,0.9997,0.9895,0.9946,0.0211
LSTM,Stage1,21,0.0135,0.9914,0.9901,0.9907,0.0226
LSTM,Stage2,1,0.3275,0.9515,0.9872,0.9686,0.0487
LSTM,Stage2,2,0.05,0.9535,0.9887,0.9697,0.0412
LSTM,Stage2,3,0.0319,0.9539,0.9848,0.9684,0.0532
LSTM,Stage2,4,0.0182,0.9928,0.9985,0.9956,0.008
LSTM,Stage2,5,0.0188,0.998,0.9995,0.9987,0.0058
LSTM,Stage2,6,0.0087,0.9982,0.9996,0.9989,0.0043
LSTM,Stage2,7,0.0052,0.9982,0.9996,0.9989,0.0037
LSTM,Stage2,8,0.007,0.997,0.9992,0.9981,0.0047
LSTM,Stage2,9,0.0045,0.9982,0.9996,0.9989,0.0032
LSTM,Stage2,10,0.003,0.9982,0.9996,0.9989,0.0031
LSTM,Stage2,11,0.0023,0.9982,0.9996,0.9989,0.0031
