model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,23,13,0.0157,0.0214,0.9974,0.9972,94780.0,0.723114013671875,69.7774,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LSTM,Stage1,cascade,21,11,0.0153,0.0226,0.9952,0.9907,94646.0,0.7220916748046875,63.3089,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LSTM,Stage2,cascade,30,20,0.0022,0.003,0.9992,0.9991,94713.0,0.7226028442382812,91.1187,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MAMBA,Joint,joint,25,15,0.0301,0.0345,0.9941,0.9933,25018.0,0.1908721923828125,85.458,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MAMBA,Stage1,cascade,19,9,0.0218,0.0253,0.9941,0.9925,24664.0,0.18817138671875,66.9812,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MAMBA,Stage2,cascade,22,12,0.009,0.0151,0.9959,0.9947,24841.0,0.18952178955078125,75.8073,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
TRANSFORMER,Joint,joint,34,24,0.0086,0.0111,0.9983,0.9977,404956.0,3.089569091796875,45.7254,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
TRANSFORMER,Stage1,cascade,23,13,0.0149,0.0169,0.9945,0.9944,404778.0,3.0882110595703125,31.0636,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
TRANSFORMER,Stage2,cascade,27,16,0.0001,0.0001,1.0,1.0,404867.0,3.0888900756835938,36.0935,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
CNN,Joint,joint,26,16,0.0145,0.0205,0.9973,0.9962,473668.0,3.613800048828125,202.5808,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
CNN,Stage1,cascade,25,15,0.0149,0.0172,0.9952,0.9944,473410.0,3.6118316650390625,195.5472,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
CNN,Stage2,cascade,27,17,0.0015,0.0022,0.9994,0.9992,473539.0,3.6128158569335938,207.0729,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.4009561538696289,1.0373,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20473766326904297,0.7156,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3002910614013672,0.3137,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,5.784,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
