Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.26,0.991,0.9925,0.974,0.9838,99.33,0.9906,0.9932,0.9683,99.49,2.5297,99.45,0.9927,99.5,0.9948,0.06999999999999318,-0.00039999999999995595,Cascade,Joint
LSTM,99.23,0.9872,0.9923,0.9643,0.195,99.35,0.9925,0.9935,0.9685,99.81,0.8933,99.4,0.992,99.81,0.998,0.11999999999999034,0.005300000000000082,Cascade,Cascade
LightGBM,99.38,0.9952,0.9938,0.9705,0.0489,97.92,0.9655,0.9788,0.8844,100.0,0.5079,97.92,0.9718,100.0,1.0,-1.4599999999999937,-0.02969999999999995,Joint,Joint
MAMBA,98.87,0.9831,0.9887,0.9628,0.2419,99.17,0.9883,0.9916,0.9619,99.3,0.9389,99.34,0.9912,99.3,0.9914,0.29999999999999716,0.005199999999999982,Cascade,Cascade
MiniRocket,98.73,0.9725,0.9872,0.9622,,98.93,0.9819,0.9893,0.9683,99.63,0.4765,99.02,0.987,99.64,0.9921,0.20000000000000284,0.009399999999999964,Cascade,Cascade
TRANSFORMER,99.55,0.996,0.9955,0.9886,0.0966,99.43,0.9954,0.9943,0.971,100.0,0.605,99.43,0.9925,100.0,1.0,-0.11999999999999034,-0.0006000000000000449,Joint,Joint
