Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,43.11,0.243,0.4898,0.0,0.3107,38.54,0.1989,0.4647,0.0,15.91,1.0509,55.58,0.5455,15.55,0.1603,-4.57,-0.0441,Joint,Joint
LSTM,30.79,0.2036,0.4015,0.0862,0.0881,40.79,0.2281,0.4954,0.0636,19.12,0.5839,56.53,0.5514,19.34,0.2006,10.0,0.024499999999999994,Cascade,Cascade
LightGBM,73.04,0.211,0.6166,0.0,0.0188,74.49,0.2134,0.636,0.0,,0.4511,74.49,0.4269,71.22,0.2773,1.4499999999999886,0.0024000000000000132,Cascade,Cascade
MAMBA,35.86,0.2432,0.4487,0.28,0.2037,37.68,0.2264,0.4711,0.1076,23.06,0.8329,53.84,0.5319,25.13,0.2432,1.8200000000000003,-0.01680000000000001,Cascade,Joint
MiniRocket,74.51,0.2158,0.6365,0.0,,74.36,0.245,0.6437,0.0,73.21,0.4404,74.52,0.4498,73.3,0.3909,-0.15000000000000568,0.029200000000000004,Joint,Cascade
TRANSFORMER,36.3,0.2215,0.4543,0.0,0.0799,41.22,0.1982,0.4798,0.0,19.08,0.5582,56.82,0.5533,18.07,0.1675,4.920000000000002,-0.023300000000000015,Cascade,Joint
