Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.72,0.9964,0.9972,0.9931,0.9738,99.73,0.9966,0.9973,0.9933,99.87,2.463,99.77,0.9969,99.87,0.998,0.010000000000005116,0.000200000000000089,Cascade,Cascade
LSTM,99.62,0.9964,0.9962,0.9931,0.1934,99.82,0.9962,0.9982,0.9931,99.96,0.8814,99.83,0.9978,99.94,0.9967,0.19999999999998863,-0.00019999999999997797,Cascade,Joint
LightGBM,99.86,0.9989,0.9986,0.9934,0.0476,98.15,0.9637,0.9812,0.8711,100.0,0.4988,98.15,0.9751,100.0,1.0,-1.7099999999999937,-0.03520000000000001,Joint,Joint
MAMBA,99.52,0.9948,0.9952,0.9933,0.2496,99.8,0.9976,0.998,0.9929,99.87,0.9074,99.84,0.9979,99.87,0.9986,0.28000000000000114,0.0028000000000000247,Cascade,Cascade
MiniRocket,99.13,0.974,0.9914,0.9422,,99.3,0.988,0.993,0.991,99.67,0.4848,99.38,0.9919,99.67,0.9936,0.1700000000000017,0.014000000000000012,Cascade,Cascade
TRANSFORMER,99.89,0.999,0.9989,0.9963,0.0924,99.87,0.9989,0.9987,0.9933,100.0,0.6058,99.87,0.9982,100.0,1.0,-0.01999999999999602,-9.999999999998899e-05,Joint,Joint
