model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,32,22,0.0112,0.0172,0.9981,0.9981,94780.0,0.723114013671875,95.3736,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
LSTM,Stage1,cascade,28,18,0.0131,0.0211,0.9959,0.9934,94646.0,0.7220916748046875,83.4125,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
LSTM,Stage2,cascade,28,18,0.0013,0.0015,0.9989,0.9989,94713.0,0.7226028442382812,83.3906,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
MAMBA,Joint,joint,42,32,0.021,0.0296,0.9947,0.9918,25018.0,0.1908721923828125,148.2456,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
MAMBA,Stage1,cascade,23,13,0.0179,0.0184,0.9944,0.9941,24664.0,0.18817138671875,78.8653,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
MAMBA,Stage2,cascade,24,14,0.0091,0.0105,0.9958,0.9933,24841.0,0.18952178955078125,82.5744,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
TRANSFORMER,Joint,joint,47,37,0.0085,0.0148,0.998,0.9973,404956.0,3.089569091796875,61.911,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
TRANSFORMER,Stage1,cascade,22,12,0.0166,0.0171,0.9946,0.9935,404778.0,3.0882110595703125,28.8265,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
TRANSFORMER,Stage2,cascade,67,51,0.0,0.0001,1.0,1.0,404867.0,3.0888900756835938,89.2047,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
CNN,Joint,joint,34,24,0.0126,0.0209,0.9961,0.9933,473668.0,3.613800048828125,261.6739,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
CNN,Stage1,cascade,39,29,0.0134,0.0159,0.9953,0.9947,473410.0,3.6118316650390625,301.129,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
CNN,Stage2,cascade,30,20,0.0029,0.0031,0.9973,0.9971,473539.0,3.6128158569335938,227.2903,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
LightGBM,Joint,joint,0,-1,,,,,,0.40099334716796875,1.0255,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.2049856185913086,0.7231,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3005180358886719,0.2998,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0487,,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0673,5.4761,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log
