Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3885,0.0752,0.332,0.0448,1.3903
LSTM,Joint,2,1.3857,0.0178,0.3265,0.0337,1.3953
LSTM,Joint,3,1.3783,0.003,0.203,0.006,1.3548
LSTM,Joint,4,1.3628,0.1003,0.2743,0.1457,1.3429
LSTM,Joint,5,1.3565,0.0785,0.3032,0.1247,1.3638
LSTM,Joint,6,1.3519,0.1131,0.3116,0.0621,1.3494
LSTM,Joint,7,1.347,0.1037,0.3411,0.1529,1.3599
LSTM,Joint,8,1.3458,0.0842,0.3267,0.05,1.3617
LSTM,Joint,9,1.3444,0.0957,0.3322,0.0811,1.3515
LSTM,Joint,10,1.3443,0.1004,0.3378,0.1403,1.3566
LSTM,Joint,11,1.3386,0.0963,0.3283,0.0895,1.3369
LSTM,Joint,12,1.3376,0.1036,0.3325,0.1361,1.342
LSTM,Joint,13,1.337,0.0983,0.3543,0.0883,1.355
LSTM,Joint,14,1.3368,0.1038,0.3541,0.0937,1.3463
LSTM,Joint,15,1.3374,0.0939,0.3435,0.0615,1.3512
LSTM,Joint,16,1.3357,0.1068,0.3243,0.0443,1.3452
LSTM,Joint,17,1.3358,0.0964,0.3406,0.0938,1.3499
LSTM,Joint,18,1.3341,0.0956,0.3297,0.0761,1.3455
LSTM,Joint,19,1.3332,0.0963,0.3199,0.0618,1.3402
LSTM,Joint,20,1.3331,0.0992,0.3418,0.0823,1.3496
LSTM,Joint,21,1.3317,0.0995,0.3453,0.0993,1.3529
LSTM,Stage1,1,0.6951,0.2555,0.934,0.4012,0.698
LSTM,Stage1,2,0.6927,0.2981,0.0814,0.1279,0.6824
LSTM,Stage1,3,0.6891,0.3058,0.8266,0.4464,0.6848
LSTM,Stage1,4,0.6705,0.3123,0.7633,0.4432,0.6573
LSTM,Stage1,5,0.6612,0.2972,0.8981,0.4466,0.692
LSTM,Stage1,6,0.6576,0.302,0.8668,0.4479,0.6772
LSTM,Stage1,7,0.6549,0.3044,0.843,0.4473,0.6748
LSTM,Stage1,8,0.6557,0.3108,0.7769,0.444,0.652
LSTM,Stage1,9,0.6546,0.3018,0.8712,0.4483,0.6808
LSTM,Stage1,10,0.6529,0.3103,0.7786,0.4438,0.6527
LSTM,Stage1,11,0.6528,0.3163,0.695,0.4347,0.6439
LSTM,Stage1,12,0.6521,0.3096,0.7832,0.4438,0.6591
LSTM,Stage1,13,0.6515,0.3119,0.7556,0.4416,0.6489
LSTM,Stage1,14,0.6511,0.3058,0.8344,0.4476,0.6771
LSTM,Stage1,15,0.6502,0.3055,0.8325,0.4469,0.6683
LSTM,Stage1,16,0.6503,0.3099,0.7957,0.4461,0.6552
LSTM,Stage1,17,0.6507,0.3163,0.7114,0.4379,0.6414
LSTM,Stage1,18,0.65,0.3102,0.7903,0.4455,0.6583
LSTM,Stage1,19,0.6498,0.3169,0.7044,0.4371,0.6392
LSTM,Stage1,20,0.6507,0.3163,0.7125,0.4382,0.6418
LSTM,Stage1,21,0.6495,0.3118,0.7659,0.4432,0.6482
LSTM,Stage1,22,0.6493,0.3149,0.7289,0.4398,0.6428
LSTM,Stage1,23,0.6495,0.3103,0.7859,0.445,0.6539
LSTM,Stage1,24,0.6498,0.3023,0.8641,0.4479,0.6756
LSTM,Stage1,25,0.6484,0.3091,0.7961,0.4453,0.6614
LSTM,Stage1,26,0.6485,0.3136,0.7423,0.4409,0.6515
LSTM,Stage1,27,0.6483,0.3096,0.7938,0.4454,0.6609
LSTM,Stage1,28,0.6489,0.3078,0.8093,0.446,0.6646
LSTM,Stage1,29,0.6481,0.3151,0.7306,0.4403,0.6455
LSTM,Stage2,1,1.1005,0.0109,0.3333,0.0212,1.0991
LSTM,Stage2,2,1.1004,0.0109,0.3333,0.0212,1.0984
LSTM,Stage2,3,1.0992,0.2585,0.3333,0.2912,1.1001
LSTM,Stage2,4,1.0995,0.0109,0.3333,0.0212,1.0982
LSTM,Stage2,5,1.0996,0.0786,0.3389,0.0788,1.0983
LSTM,Stage2,6,1.099,0.0109,0.3333,0.0212,1.0981
LSTM,Stage2,7,1.0992,0.0109,0.3333,0.0212,1.0982
LSTM,Stage2,8,1.0987,0.334,0.3349,0.2658,1.0986
LSTM,Stage2,9,1.0989,0.2597,0.3363,0.0385,1.0981
LSTM,Stage2,10,1.0989,0.3026,0.3451,0.1272,1.0985
LSTM,Stage2,11,1.0983,0.2675,0.3399,0.2133,1.098
LSTM,Stage2,12,1.0983,0.3312,0.3481,0.2543,1.0981
LSTM,Stage2,13,1.098,0.0787,0.3546,0.1284,1.0978
LSTM,Stage2,14,1.0983,0.3345,0.3533,0.1536,1.0973
LSTM,Stage2,15,1.0971,0.3429,0.359,0.2783,1.0976
LSTM,Stage2,16,1.0964,0.3316,0.3581,0.2378,1.0942
LSTM,Stage2,17,1.0935,0.3343,0.3506,0.3079,1.0943
LSTM,Stage2,18,1.0941,0.3421,0.3688,0.1792,1.0963
LSTM,Stage2,19,1.0889,0.3495,0.3758,0.1988,1.0973
LSTM,Stage2,20,1.0861,0.3429,0.3754,0.1662,1.0967
LSTM,Stage2,21,1.0846,0.3455,0.373,0.2051,1.0983
LSTM,Stage2,22,1.0836,0.3422,0.371,0.2087,1.0994
LSTM,Stage2,23,1.0797,0.3393,0.3686,0.1702,1.1025
LSTM,Stage2,24,1.0799,0.3393,0.3669,0.1637,1.1012
LSTM,Stage2,25,1.0794,0.3462,0.3688,0.1679,1.1024
LSTM,Stage2,26,1.0778,0.3404,0.3713,0.1801,1.1028
MAMBA,Joint,1,1.3875,0.0915,0.2021,0.1235,1.3829
MAMBA,Joint,2,1.385,0.0935,0.2458,0.1346,1.3815
MAMBA,Joint,3,1.3816,0.0956,0.2842,0.1305,1.3807
MAMBA,Joint,4,1.3755,0.0975,0.2897,0.1387,1.3718
MAMBA,Joint,5,1.3692,0.0968,0.2379,0.1272,1.3577
MAMBA,Joint,6,1.3637,0.0977,0.3101,0.1048,1.3684
MAMBA,Joint,7,1.3593,0.0978,0.2905,0.1225,1.3606
MAMBA,Joint,8,1.3554,0.0978,0.3244,0.1109,1.3735
MAMBA,Joint,9,1.3516,0.0995,0.3027,0.1068,1.3568
MAMBA,Joint,10,1.349,0.0975,0.3112,0.1146,1.373
MAMBA,Joint,11,1.3479,0.0982,0.2884,0.1085,1.3569
MAMBA,Joint,12,1.3451,0.0983,0.2902,0.1386,1.3507
MAMBA,Joint,13,1.3425,0.0968,0.3003,0.106,1.3587
MAMBA,Joint,14,1.3417,0.1006,0.2753,0.1316,1.3445
MAMBA,Joint,15,1.3395,0.0991,0.2815,0.1272,1.3486
MAMBA,Joint,16,1.3389,0.1021,0.2868,0.1233,1.3467
MAMBA,Joint,17,1.3366,0.0974,0.2965,0.1,1.3541
MAMBA,Joint,18,1.3363,0.0983,0.2992,0.1122,1.357
MAMBA,Joint,19,1.3347,0.0977,0.3206,0.1009,1.3701
MAMBA,Joint,20,1.3337,0.1006,0.2889,0.116,1.3485
MAMBA,Joint,21,1.3298,0.1002,0.2947,0.119,1.3519
MAMBA,Joint,22,1.3295,0.0998,0.2911,0.1072,1.3484
MAMBA,Joint,23,1.3282,0.0996,0.3039,0.103,1.3545
MAMBA,Joint,24,1.3284,0.0992,0.314,0.1015,1.3595
MAMBA,Stage1,1,0.6934,0.2938,0.1938,0.2335,0.687
MAMBA,Stage1,2,0.6902,0.2916,0.5285,0.3759,0.6852
MAMBA,Stage1,3,0.6857,0.2962,0.402,0.3411,0.6745
MAMBA,Stage1,4,0.6791,0.2956,0.8163,0.434,0.6787
MAMBA,Stage1,5,0.6737,0.2973,0.8046,0.4342,0.6728
MAMBA,Stage1,6,0.6696,0.2992,0.7721,0.4313,0.6668
MAMBA,Stage1,7,0.6659,0.3032,0.6386,0.4112,0.6538
MAMBA,Stage1,8,0.6643,0.3014,0.7589,0.4315,0.6588
MAMBA,Stage1,9,0.6621,0.297,0.8914,0.4456,0.6775
MAMBA,Stage1,10,0.6613,0.301,0.8468,0.4442,0.6623
MAMBA,Stage1,11,0.6597,0.3056,0.804,0.4429,0.6565
MAMBA,Stage1,12,0.6586,0.3063,0.6364,0.4136,0.6471
MAMBA,Stage1,13,0.6572,0.3027,0.8084,0.4404,0.6614
MAMBA,Stage1,14,0.6567,0.3042,0.8078,0.442,0.6579
MAMBA,Stage1,15,0.6562,0.3016,0.8536,0.4458,0.6668
MAMBA,Stage1,16,0.6552,0.3071,0.7394,0.4339,0.6496
MAMBA,Stage1,17,0.655,0.301,0.8585,0.4457,0.6697
MAMBA,Stage1,18,0.6537,0.3052,0.8153,0.4441,0.6595
MAMBA,Stage1,19,0.6525,0.3058,0.8008,0.4426,0.6543
MAMBA,Stage1,20,0.6521,0.3038,0.8332,0.4452,0.6624
MAMBA,Stage1,21,0.6522,0.3053,0.8144,0.4441,0.6565
MAMBA,Stage1,22,0.6516,0.3088,0.7703,0.4409,0.6491
MAMBA,Stage2,1,1.1012,0.3436,0.3336,0.1588,1.0985
MAMBA,Stage2,2,1.0998,0.3369,0.3347,0.2549,1.0986
MAMBA,Stage2,3,1.0995,0.34,0.3424,0.2103,1.0985
MAMBA,Stage2,4,1.099,0.3403,0.3492,0.2812,1.0987
MAMBA,Stage2,5,1.0988,0.3349,0.3448,0.262,1.0987
MAMBA,Stage2,6,1.0985,0.3361,0.3348,0.1678,1.0982
MAMBA,Stage2,7,1.098,0.3298,0.3381,0.2739,1.0981
MAMBA,Stage2,8,1.0973,0.3366,0.3351,0.1511,1.0977
MAMBA,Stage2,9,1.0958,0.3376,0.3379,0.2155,1.0978
MAMBA,Stage2,10,1.0942,0.3324,0.3399,0.2073,1.0979
MAMBA,Stage2,11,1.0923,0.3384,0.3344,0.198,1.0983
MAMBA,Stage2,12,1.0922,0.3296,0.3365,0.2283,1.0989
MAMBA,Stage2,13,1.0902,0.3334,0.3344,0.2294,1.0984
MAMBA,Stage2,14,1.0886,0.3228,0.3451,0.1462,1.1006
MAMBA,Stage2,15,1.0875,0.3282,0.3432,0.1915,1.1003
MAMBA,Stage2,16,1.0862,0.3303,0.3453,0.2204,1.1006
MAMBA,Stage2,17,1.0857,0.3307,0.3512,0.2088,1.1005
MAMBA,Stage2,18,1.0853,0.3313,0.3453,0.1877,1.1015
TRANSFORMER,Joint,1,1.394,0.0941,0.3057,0.051,1.3788
TRANSFORMER,Joint,2,1.3655,0.1036,0.2565,0.131,1.3355
TRANSFORMER,Joint,3,1.3511,0.1,0.3114,0.1238,1.3635
TRANSFORMER,Joint,4,1.3479,0.0998,0.3202,0.1371,1.361
TRANSFORMER,Joint,5,1.3468,0.1014,0.3047,0.1378,1.35
TRANSFORMER,Joint,6,1.3454,0.1012,0.2918,0.1183,1.3423
TRANSFORMER,Joint,7,1.3434,0.1037,0.3107,0.1478,1.3491
TRANSFORMER,Joint,8,1.3415,0.0968,0.3159,0.0826,1.3687
TRANSFORMER,Joint,9,1.338,0.1049,0.2987,0.1338,1.3418
TRANSFORMER,Joint,10,1.3384,0.1035,0.3176,0.1205,1.3468
TRANSFORMER,Joint,11,1.3388,0.1017,0.3172,0.13,1.3437
TRANSFORMER,Joint,12,1.3366,0.1022,0.3172,0.1325,1.3444
TRANSFORMER,Stage1,1,0.6865,0.3234,0.3416,0.3322,0.6401
TRANSFORMER,Stage1,2,0.6637,0.3123,0.7325,0.4379,0.6601
TRANSFORMER,Stage1,3,0.6551,0.3047,0.7169,0.4277,0.6719
TRANSFORMER,Stage1,4,0.6562,0.3143,0.694,0.4327,0.65
TRANSFORMER,Stage1,5,0.6537,0.3047,0.8198,0.4442,0.6762
TRANSFORMER,Stage1,6,0.6535,0.3161,0.6406,0.4233,0.6433
TRANSFORMER,Stage1,7,0.6539,0.3038,0.8574,0.4486,0.676
TRANSFORMER,Stage1,8,0.6505,0.3083,0.8013,0.4452,0.6643
TRANSFORMER,Stage1,9,0.6506,0.3136,0.7489,0.4421,0.6518
TRANSFORMER,Stage1,10,0.6495,0.3048,0.8424,0.4476,0.6762
TRANSFORMER,Stage1,11,0.6506,0.3099,0.7852,0.4444,0.6597
TRANSFORMER,Stage2,1,1.1234,0.3324,0.3384,0.267,1.1014
TRANSFORMER,Stage2,2,1.1063,0.3464,0.3545,0.1829,1.1038
TRANSFORMER,Stage2,3,1.0994,0.3254,0.3325,0.247,1.108
TRANSFORMER,Stage2,4,1.0993,0.3336,0.344,0.2714,1.0979
TRANSFORMER,Stage2,5,1.0956,0.3359,0.3644,0.2251,1.0965
TRANSFORMER,Stage2,6,1.0921,0.3429,0.3598,0.3052,1.105
TRANSFORMER,Stage2,7,1.0917,0.3348,0.3529,0.2791,1.1012
TRANSFORMER,Stage2,8,1.0919,0.3399,0.3676,0.1855,1.1018
TRANSFORMER,Stage2,9,1.0901,0.3419,0.3647,0.2255,1.0998
TRANSFORMER,Stage2,10,1.0889,0.3396,0.3644,0.2732,1.0993
TRANSFORMER,Stage2,11,1.0868,0.3417,0.3528,0.2973,1.1068
TRANSFORMER,Stage2,12,1.0851,0.3395,0.3638,0.2564,1.1
TRANSFORMER,Stage2,13,1.0832,0.3484,0.3702,0.2058,1.1016
TRANSFORMER,Stage2,14,1.0836,0.3441,0.3672,0.2584,1.1034
TRANSFORMER,Stage2,15,1.0831,0.3486,0.3772,0.1605,1.1012
CNN,Joint,1,1.3977,0.0968,0.2689,0.1384,1.3648
CNN,Joint,2,1.3684,0.1075,0.3078,0.1384,1.3398
CNN,Joint,3,1.3534,0.1037,0.287,0.151,1.3341
CNN,Joint,4,1.3475,0.1048,0.2942,0.0692,1.3388
CNN,Joint,5,1.3449,0.1026,0.3417,0.1534,1.365
CNN,Joint,6,1.3406,0.024,0.3087,0.0443,1.3415
CNN,Joint,7,1.3428,0.0244,0.3205,0.045,1.3381
CNN,Joint,8,1.3387,0.1003,0.3006,0.1463,1.343
CNN,Joint,9,1.3403,0.0951,0.3109,0.1284,1.341
CNN,Joint,10,1.333,0.1018,0.3059,0.1451,1.3443
CNN,Joint,11,1.3318,0.0241,0.2864,0.0443,1.3332
CNN,Joint,12,1.331,0.0998,0.3117,0.1195,1.359
CNN,Joint,13,1.3294,0.1035,0.2992,0.1435,1.3389
CNN,Joint,14,1.3291,0.1011,0.3133,0.1467,1.3519
CNN,Joint,15,1.327,0.1007,0.3039,0.1328,1.3446
CNN,Joint,16,1.3231,0.1078,0.2745,0.0436,1.3497
CNN,Joint,17,1.3231,0.1042,0.301,0.1109,1.3449
CNN,Joint,18,1.314,0.1019,0.3201,0.088,1.3777
CNN,Joint,19,1.3096,0.1031,0.2848,0.0866,1.3541
CNN,Joint,20,1.3045,0.102,0.3029,0.1355,1.3765
CNN,Joint,21,1.3011,0.1025,0.3069,0.1097,1.3844
CNN,Stage1,1,0.6827,0.31,0.7924,0.4456,0.6678
CNN,Stage1,2,0.6609,0.2848,0.9631,0.4396,0.7484
CNN,Stage1,3,0.6561,0.3186,0.58,0.4113,0.6364
CNN,Stage1,4,0.6531,0.3222,0.5958,0.4182,0.6309
CNN,Stage1,5,0.653,0.3134,0.7478,0.4417,0.6514
CNN,Stage1,6,0.6503,0.3145,0.7265,0.439,0.6489
CNN,Stage1,7,0.6502,0.3157,0.7159,0.4382,0.6454
CNN,Stage1,8,0.6512,0.3139,0.7433,0.4414,0.6505
CNN,Stage1,9,0.65,0.2987,0.8885,0.447,0.6889
CNN,Stage1,10,0.6502,0.3147,0.7271,0.4393,0.6483
CNN,Stage1,11,0.6483,0.3128,0.7476,0.441,0.651
CNN,Stage1,12,0.6478,0.3109,0.777,0.4441,0.6576
