model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,27,17,1.3311,1.343,0.151,0.1064,28660.0,0.218658447265625,54.9643,True,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
LSTM,Stage1,cascade,28,18,0.6412,0.647,0.4483,0.433,28586.0,0.2180938720703125,56.8719,True,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
LSTM,Stage2,cascade,29,19,1.0907,1.1049,0.3451,0.1664,28623.0,0.21837615966796875,57.9649,True,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
MAMBA,Joint,joint,22,12,1.3411,1.3525,0.139,0.125,12208.0,0.0931396484375,84.7348,True,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
MAMBA,Stage1,cascade,33,23,0.6485,0.6554,0.4494,0.4427,12014.0,0.0916595458984375,118.3331,True,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
MAMBA,Stage2,cascade,20,10,1.0972,1.1034,0.3182,0.2401,12111.0,0.09239959716796875,70.9174,True,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
TRANSFORMER,Joint,joint,29,19,1.3326,1.3483,0.1464,0.1464,212996.0,1.625030517578125,38.6123,True,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
TRANSFORMER,Stage1,cascade,17,7,0.643,0.665,0.4484,0.4444,212898.0,1.6242828369140625,22.6119,True,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
TRANSFORMER,Stage2,cascade,21,4,1.0956,1.0991,0.3146,0.2231,212947.0,1.6246566772460938,27.8157,True,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
CNN,Joint,joint,12,2,1.324,1.3459,0.1497,0.1161,472708.0,3.606475830078125,92.5063,True,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
CNN,Stage1,cascade,13,3,0.6373,0.6426,0.448,0.4291,472450.0,3.6045074462890625,99.9151,True,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
CNN,Stage2,cascade,18,8,1.0921,1.1183,0.3373,0.3241,472579.0,3.6054916381835938,136.5047,True,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
LightGBM,Joint,joint,0,-1,,,,,,0.4029855728149414,0.6195,False,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20581626892089844,0.4553,False,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30158519744873047,0.1986,False,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0856,,False,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0484,,False,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.067,5.4681,False,0,30min1500EvalTest_Seed0,leo/30min-1500/30min1500EvalTest_Seed0.log
