Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,36.79,0.1789,0.4381,0.0016,1.0937,74.62,0.2137,0.6378,0.0,,2.7173,74.62,0.4273,29.5,0.2229,37.830000000000005,0.0348,Cascade,Cascade
LSTM,33.76,0.1833,0.4144,0.0431,0.4737,64.06,0.2026,0.6003,0.0,0.94,1.324,68.88,0.5211,0.99,0.0065,30.300000000000004,0.01930000000000001,Cascade,Cascade
LightGBM,73.84,0.2124,0.6273,0.0,0.1637,74.62,0.2137,0.6378,0.0,,0.6657,74.62,0.4273,77.93,0.292,0.7800000000000011,0.0012999999999999956,Cascade,Cascade
MAMBA,42.65,0.238,0.4999,0.0844,0.3879,60.93,0.2562,0.6093,0.0311,38.38,1.1777,65.65,0.54,30.29,0.2364,18.28,0.018199999999999994,Cascade,Cascade
MiniRocket,74.62,0.2137,0.6378,0.0,,74.62,0.2137,0.6378,0.0,100.0,0.5408,74.62,0.4274,77.95,0.2947,0.0,0.0,Tie,Tie
TRANSFORMER,32.02,0.2006,0.4206,0.1294,0.1875,43.21,0.2253,0.5052,0.04,28.83,0.8407,55.04,0.5279,26.79,0.2113,11.189999999999998,0.0247,Cascade,Cascade
