model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,34,24,1.3492,1.3576,0.1424,0.071,28660.0,0.218658447265625,205.3267,True,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
LSTM,Stage1,cascade,21,11,0.6461,0.6564,0.4387,0.4215,28586.0,0.2180938720703125,125.4983,True,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
LSTM,Stage2,cascade,14,4,1.0982,1.0983,0.3217,0.1707,28623.0,0.21837615966796875,80.394,True,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
MAMBA,Joint,joint,24,14,1.361,1.3653,0.1219,0.1063,12208.0,0.0931396484375,109.0613,True,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
MAMBA,Stage1,cascade,24,14,0.6551,0.675,0.433,0.4324,12014.0,0.0916595458984375,108.0016,True,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
MAMBA,Stage2,cascade,40,30,1.0843,1.0882,0.3278,0.2389,12111.0,0.09239959716796875,179.4489,True,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
TRANSFORMER,Joint,joint,16,6,1.3532,1.3653,0.144,0.1309,212996.0,1.625030517578125,33.2761,True,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
TRANSFORMER,Stage1,cascade,27,17,0.6505,0.6667,0.44,0.4343,212898.0,1.6242828369140625,55.7986,True,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
TRANSFORMER,Stage2,cascade,23,13,1.0954,1.1025,0.2951,0.1977,212947.0,1.6246566772460938,47.2066,True,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
CNN,Joint,joint,13,3,1.3485,1.3583,0.1438,0.1281,472708.0,3.606475830078125,146.7214,True,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
CNN,Stage1,cascade,12,2,0.6316,0.6861,0.4386,0.4372,472450.0,3.6045074462890625,135.7602,True,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
CNN,Stage2,cascade,19,9,1.0787,1.0972,0.3222,0.2782,472579.0,3.6054916381835938,209.3064,True,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
LightGBM,Joint,joint,0,-1,,,,,,0.40486812591552734,1.7777,False,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20699214935302734,1.2401,False,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3023500442504883,0.4561,False,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0856,,False,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0484,,False,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.067,18.904,False,0,100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log
