Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.53,0.9958,0.9953,0.9749,0.3157,99.32,0.9929,0.9932,0.9756,99.87,1.0537,99.36,0.9915,99.87,0.9979,-0.21000000000000796,-0.0029000000000000137,Joint,Joint
LSTM,96.78,0.9714,0.9684,0.9682,0.0912,98.33,0.9836,0.9834,0.9713,99.69,0.6074,98.41,0.9792,99.7,0.9966,1.5499999999999972,0.012199999999999989,Cascade,Cascade
LightGBM,75.33,0.4642,0.652,0.001,0.0253,75.38,0.3449,0.6542,0.0006,81.82,0.4622,75.58,0.4709,84.13,0.7455,0.04999999999999716,-0.11930000000000002,Cascade,Joint
MAMBA,88.72,0.8955,0.8933,0.9004,0.2122,97.44,0.9557,0.9743,0.9089,97.48,0.8385,98.06,0.9742,96.95,0.9613,8.719999999999999,0.06020000000000003,Cascade,Cascade
MiniRocket,98.79,0.9897,0.9879,0.9749,,98.88,0.9904,0.9888,0.9749,100.0,0.4582,98.88,0.9853,100.0,1.0,0.0899999999999892,0.0006999999999999229,Cascade,Cascade
TRANSFORMER,98.24,0.9809,0.9826,0.978,0.0695,99.43,0.9917,0.9943,0.9725,99.47,0.5565,99.57,0.9943,99.48,0.9942,1.190000000000012,0.010800000000000032,Cascade,Cascade
