Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.56,0.9953,0.9955,0.9773,0.9832,99.55,0.9941,0.9955,0.9773,99.81,2.5127,99.6,0.9946,99.81,0.998,-0.010000000000005116,-0.0011999999999999789,Joint,Joint
LSTM,99.55,0.9947,0.9955,0.9773,0.1986,99.51,0.9902,0.9951,0.9822,99.81,0.8983,99.56,0.9942,99.77,0.9975,-0.03999999999999204,-0.0045000000000000595,Joint,Joint
LightGBM,99.56,0.9917,0.9956,0.9806,0.074,98.01,0.9607,0.9798,0.8667,99.98,0.5184,98.01,0.9731,99.98,0.999,-1.5499999999999972,-0.031000000000000028,Joint,Joint
MAMBA,99.45,0.9925,0.9945,0.9794,0.2346,99.47,0.9944,0.9947,0.9807,99.78,0.902,99.53,0.9937,99.78,0.9977,0.01999999999999602,0.0018999999999999018,Cascade,Cascade
MiniRocket,99.56,0.9956,0.9956,0.9792,,99.59,0.9965,0.9959,0.9794,99.97,0.48,99.6,0.9946,99.97,0.9997,0.030000000000001137,0.0009000000000000119,Cascade,Cascade
TRANSFORMER,99.55,0.994,0.9955,0.9773,0.0933,99.56,0.9955,0.9956,0.9777,99.84,0.6184,99.6,0.9947,99.84,0.9983,0.010000000000005116,0.0015000000000000568,Cascade,Cascade
