model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,24,14,0.008,0.0081,0.9976,0.9974,94780.0,0.723114013671875,72.3167,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LSTM,Stage1,cascade,38,28,0.0061,0.0096,0.998,0.9964,94646.0,0.7220916748046875,114.5294,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LSTM,Stage2,cascade,29,19,0.001,0.0022,0.9985,0.998,94713.0,0.7226028442382812,87.0639,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MAMBA,Joint,joint,32,22,0.009,0.0099,0.9972,0.9968,25018.0,0.1908721923828125,109.5613,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MAMBA,Stage1,cascade,34,24,0.0077,0.0144,0.9979,0.9961,24664.0,0.18817138671875,117.1768,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MAMBA,Stage2,cascade,23,13,0.0016,0.002,0.9989,0.9989,24841.0,0.18952178955078125,76.3605,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
TRANSFORMER,Joint,joint,20,10,0.0099,0.0125,0.9991,0.9972,404956.0,3.089569091796875,26.3915,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
TRANSFORMER,Stage1,cascade,18,8,0.0084,0.0242,0.998,0.9956,404778.0,3.0882110595703125,23.3267,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
TRANSFORMER,Stage2,cascade,23,13,0.0003,0.0006,0.9998,0.999,404867.0,3.0888900756835938,30.5957,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
CNN,Joint,joint,17,7,0.0086,0.0137,0.9988,0.9969,473668.0,3.613800048828125,132.2284,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
CNN,Stage1,cascade,21,11,0.0075,0.0082,0.998,0.998,473410.0,3.6118316650390625,163.292,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
CNN,Stage2,cascade,17,7,0.0004,0.0008,0.9997,0.9985,473539.0,3.6128158569335938,130.1705,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.40073108673095703,1.0435,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20427608489990234,0.6992,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3006935119628906,0.297,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,7.0367,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
