Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.3829,25.78
LSTM,2,1.3795,26.22
LSTM,3,1.3767,26.89
LSTM,4,1.3749,27.56
LSTM,5,1.3742,27.67
LSTM,6,1.3758,26.89
LSTM,7,1.3753,27.56
LSTM,8,1.3739,28.11
LSTM,9,1.373,27.56
LSTM,10,1.3738,27.78
LSTM,11,1.3706,28.11
LSTM,12,1.3737,28.11
LSTM,13,1.3728,28.44
LSTM,14,1.371,27.78
LSTM,15,1.3714,27.78
LSTM,16,1.3707,28.78
LSTM,17,1.3659,28.33
LSTM,18,1.3684,28.11
LSTM,19,1.3716,28.78
LSTM,20,1.3697,28.22
LSTM,21,1.3675,28.33
LSTM,22,1.3704,28.11
LSTM,23,1.3703,28.22
LSTM,24,1.367,29.33
LSTM,25,1.3665,28.89
LSTM,26,1.3659,29.0
LSTM,27,1.3629,28.89
LSTM,28,1.361,28.56
LSTM,29,1.3612,28.78
LSTM,30,1.3669,28.78
LSTM,31,1.3658,29.0
LSTM,32,1.3661,29.67
LSTM,33,1.3666,29.22
LSTM,34,1.3687,28.89
LSTM,35,1.3622,29.0
LSTM,36,1.3626,29.33
LSTM,37,1.3616,29.44
LSTM,38,1.36,29.78
LSTM,39,1.3613,29.44
LSTM,40,1.36,28.67
LSTM,41,1.3657,29.33
LSTM,42,1.3593,28.89
LSTM,43,1.368,28.78
LSTM,44,1.3694,29.44
LSTM,45,1.3575,29.78
LSTM,46,1.3669,29.22
LSTM,47,1.3594,29.44
LSTM,48,1.3653,29.22
LSTM,49,1.3549,29.22
LSTM,50,1.3565,29.56
LSTM,51,1.3552,30.0
LSTM,52,1.3588,30.0
LSTM,53,1.3648,30.67
LSTM,54,1.3543,29.89
LSTM,55,1.3547,30.56
LSTM,56,1.3744,30.22
LSTM,57,1.3719,30.89
LSTM,58,1.3586,30.67
LSTM,59,1.3615,30.56
LSTM,60,1.3636,30.56
LSTM,61,1.3615,31.44
LSTM,62,1.369,31.0
LSTM,63,1.3701,30.67
LSTM,64,1.3694,31.0
Mamba,1,1.3861,26.67
Mamba,2,1.3829,25.56
Mamba,3,1.3815,26.78
Mamba,4,1.3808,26.22
Mamba,5,1.3799,27.22
Mamba,6,1.3796,26.89
Mamba,7,1.378,27.11
Mamba,8,1.3771,27.78
Mamba,9,1.3741,28.56
Mamba,10,1.3732,29.67
Mamba,11,1.3665,29.89
Mamba,12,1.3605,30.56
Mamba,13,1.3599,31.67
Mamba,14,1.3504,32.67
Mamba,15,1.3413,34.22
Mamba,16,1.3587,33.44
Mamba,17,1.3369,34.89
Mamba,18,1.343,34.22
Mamba,19,1.3248,33.56
Mamba,20,1.3297,34.78
Mamba,21,1.32,36.33
Mamba,22,1.3465,34.56
Mamba,23,1.3183,37.78
Mamba,24,1.3093,36.44
Mamba,25,1.3139,37.89
Mamba,26,1.3014,36.11
Mamba,27,1.2845,39.0
Mamba,28,1.2885,39.33
Mamba,29,1.2978,37.33
Mamba,30,1.2911,39.0
Mamba,31,1.2839,39.44
Mamba,32,1.2828,40.56
Mamba,33,1.2778,40.0
Mamba,34,1.2898,38.67
