Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.384,24.89
LSTM,2,1.3843,25.89
LSTM,3,1.3818,26.22
LSTM,4,1.3818,26.44
LSTM,5,1.3813,26.56
LSTM,6,1.3798,26.67
LSTM,7,1.3791,27.0
LSTM,8,1.3781,27.11
LSTM,9,1.379,27.44
LSTM,10,1.3793,27.33
LSTM,11,1.3782,27.11
LSTM,12,1.3794,27.22
LSTM,13,1.3765,26.78
LSTM,14,1.3761,27.33
LSTM,15,1.3769,28.22
LSTM,16,1.3786,28.11
LSTM,17,1.3785,28.33
LSTM,18,1.377,26.67
LSTM,19,1.3814,27.78
LSTM,20,1.3723,28.78
LSTM,21,1.3726,28.44
LSTM,22,1.3794,28.22
LSTM,23,1.3714,28.56
LSTM,24,1.3685,29.56
LSTM,25,1.3619,29.44
LSTM,26,1.3533,31.67
LSTM,27,1.3642,27.89
LSTM,28,1.3406,31.11
LSTM,29,1.3568,30.11
LSTM,30,1.3301,31.56
LSTM,31,1.3135,33.0
LSTM,32,1.2979,36.78
LSTM,33,1.2846,34.67
LSTM,34,1.2974,35.11
LSTM,35,1.2166,40.0
LSTM,36,1.2057,40.78
LSTM,37,1.1803,44.33
LSTM,38,1.2099,42.67
LSTM,39,1.1157,48.44
LSTM,40,1.0838,49.78
LSTM,41,1.1031,48.56
LSTM,42,1.0593,49.67
LSTM,43,1.093,45.22
LSTM,44,0.91,58.89
LSTM,45,1.0807,48.33
LSTM,46,0.877,61.44
LSTM,47,0.9855,55.56
LSTM,48,0.9283,56.33
LSTM,49,1.0784,47.56
LSTM,50,0.9624,54.89
LSTM,51,0.9598,55.56
LSTM,52,0.9199,57.0
LSTM,53,0.8448,60.11
LSTM,54,0.9097,57.44
LSTM,55,0.8592,59.56
LSTM,56,0.7927,63.56
LSTM,57,0.8354,59.11
LSTM,58,0.7802,63.44
LSTM,59,0.7599,66.11
LSTM,60,0.7188,66.56
LSTM,61,0.7942,64.11
LSTM,62,0.7151,68.56
LSTM,63,0.7046,69.89
LSTM,64,0.7286,67.44
LSTM,65,0.721,67.56
LSTM,66,0.6662,69.22
LSTM,67,0.6744,67.67
LSTM,68,0.6469,71.11
LSTM,69,0.679,70.89
LSTM,70,0.7269,67.0
LSTM,71,0.6682,70.56
LSTM,72,0.6135,73.44
LSTM,73,0.5942,74.11
LSTM,74,0.7701,68.11
LSTM,75,0.6607,72.22
LSTM,76,0.6124,73.56
LSTM,77,0.6397,71.78
LSTM,78,0.5716,74.78
LSTM,79,0.6279,73.11
LSTM,80,0.5863,74.67
LSTM,81,0.5823,73.78
LSTM,82,0.6533,71.78
LSTM,83,0.5451,75.33
LSTM,84,0.5573,74.78
LSTM,85,0.5619,75.67
LSTM,86,0.5603,75.22
LSTM,87,0.5835,75.11
LSTM,88,0.5711,77.0
LSTM,89,0.5389,77.56
LSTM,90,0.5598,77.33
LSTM,91,0.513,78.22
LSTM,92,0.5532,77.56
LSTM,93,0.5358,78.78
LSTM,94,0.5353,78.67
LSTM,95,0.5047,79.89
LSTM,96,0.4644,82.0
LSTM,97,0.4553,81.22
LSTM,98,0.4487,82.33
LSTM,99,0.4655,80.89
LSTM,100,0.4646,82.78
Mamba,1,1.3864,24.89
Mamba,2,1.3858,25.0
Mamba,3,1.3846,25.22
Mamba,4,1.384,26.44
Mamba,5,1.3834,26.67
Mamba,6,1.3824,27.22
Mamba,7,1.3818,27.33
Mamba,8,1.3794,27.56
Mamba,9,1.3768,29.22
Mamba,10,1.3873,29.22
Mamba,11,1.3687,30.67
Mamba,12,1.367,31.0
Mamba,13,1.3612,30.78
Mamba,14,1.3623,31.33
Mamba,15,1.3557,30.11
Mamba,16,1.3536,31.44
Mamba,17,1.348,33.0
Mamba,18,1.3392,35.44
Mamba,19,1.337,32.44
Mamba,20,1.3338,33.11
Mamba,21,1.3249,35.89
Mamba,22,1.329,37.78
Mamba,23,1.3277,33.56
Mamba,24,1.3178,37.67
Mamba,25,1.3337,36.11
Mamba,26,1.2955,37.78
Mamba,27,1.2887,39.78
Mamba,28,1.2978,40.56
Mamba,29,1.2907,39.67
Mamba,30,1.2693,40.11
Mamba,31,1.2627,41.89
Mamba,32,1.2684,40.44
Mamba,33,1.2709,41.89
Mamba,34,1.2825,42.11
Mamba,35,1.2846,40.33
Mamba,36,1.2471,43.22
Mamba,37,1.2883,40.78
Mamba,38,1.2599,41.67
Mamba,39,1.2532,41.44
Mamba,40,1.2162,45.44
Mamba,41,1.26,43.78
Mamba,42,1.2236,43.0
