Model,Epoch,Validation Loss,Validation Accuracy
Mamba,43,1.253,41.78
Mamba,44,1.2279,47.56
Mamba,45,1.2153,46.78
Mamba,46,1.2093,46.33
Mamba,47,1.2326,43.0
Mamba,48,1.1989,45.89
Mamba,49,1.2207,47.0
Mamba,50,1.1951,47.67
Mamba,51,1.2066,48.11
Mamba,52,1.2223,45.78
Mamba,53,1.2052,44.56
Mamba,54,1.1922,47.78
Mamba,55,1.1958,48.89
Mamba,56,1.219,45.0
Mamba,57,1.1787,48.44
Mamba,58,1.1923,48.89
Mamba,59,1.161,51.0
Mamba,60,1.2512,47.11
Mamba,61,1.144,47.22
Mamba,62,1.1423,50.22
Mamba,63,1.1313,49.56
Mamba,64,1.1372,51.11
Mamba,65,1.1931,46.56
Mamba,66,1.1361,52.78
Mamba,67,1.1257,51.44
Mamba,68,1.2179,49.78
Mamba,69,1.1799,50.22
Mamba,70,1.1539,51.33
Mamba,71,1.1673,54.0
Mamba,72,1.1701,51.44
Mamba,73,1.1308,52.89
Mamba,74,1.1216,53.67
Mamba,75,1.1079,54.89
Mamba,76,1.1259,52.11
Mamba,77,1.1275,53.56
Mamba,78,1.1276,53.78
Mamba,79,1.1344,54.11
Mamba,80,1.1077,53.78
Mamba,81,1.1518,54.89
Mamba,82,1.1586,52.0
Mamba,83,1.1316,53.33
Mamba,84,1.1304,53.78
Mamba,85,1.1788,53.44
Mamba,86,1.1785,51.33
Mamba,87,1.1192,55.56
Mamba,88,1.1244,56.78
Mamba,89,1.1644,54.44
Mamba,90,1.1578,56.11
Transformer,1,1.4013,25.22
Transformer,2,1.3941,24.89
Transformer,3,1.3841,25.67
Transformer,4,1.386,25.44
Transformer,5,1.3856,25.78
Transformer,6,1.3809,25.89
Transformer,7,1.3832,25.67
Transformer,8,1.3804,27.67
Transformer,9,1.3327,33.0
Transformer,10,1.0816,47.78
Transformer,11,0.995,49.22
Transformer,12,0.8816,56.22
Transformer,13,0.8152,59.67
Transformer,14,0.7505,63.67
Transformer,15,0.8066,58.67
Transformer,16,0.7505,64.11
Transformer,17,0.876,58.56
Transformer,18,0.7099,64.78
Transformer,19,0.6703,70.11
Transformer,20,0.6645,65.11
Transformer,21,0.6717,68.56
Transformer,22,0.6782,67.11
Transformer,23,0.6576,68.44
Transformer,24,0.6333,70.56
Transformer,25,0.6673,68.33
Transformer,26,0.6511,68.11
Transformer,27,0.6241,69.56
Transformer,28,0.6547,67.78
Transformer,29,0.6445,67.78
Transformer,30,0.6199,70.67
Transformer,31,0.6224,69.67
Transformer,32,0.6797,67.11
Transformer,33,0.6283,69.0
Transformer,34,0.6306,68.67
Transformer,35,0.6624,68.56
Transformer,36,0.6182,68.56
Transformer,37,0.6274,70.0
Transformer,38,0.612,70.44
Transformer,39,0.567,71.56
Transformer,40,0.5959,71.33
Transformer,41,0.597,70.67
Transformer,42,0.5918,71.0
Transformer,43,0.6394,67.67
Transformer,44,0.5906,71.33
Transformer,45,0.6862,66.67
Transformer,46,0.607,69.0
Transformer,47,0.5586,71.78
Transformer,48,0.5583,72.89
Transformer,49,0.5334,74.0
Transformer,50,0.5739,72.22
Transformer,51,0.5606,71.44
Transformer,52,0.5475,73.22
Transformer,53,0.6237,67.56
Transformer,54,0.5596,72.33
Transformer,55,0.5564,72.33
Transformer,56,0.5441,72.11
Transformer,57,0.5383,73.33
Transformer,58,0.5257,73.0
Transformer,59,0.5372,72.11
Transformer,60,0.5434,72.33
Transformer,61,0.5278,73.67
Transformer,62,0.5349,73.11
Transformer,63,0.5326,73.44
Transformer,64,0.5251,73.44
Transformer,65,0.5327,72.78
Transformer,66,0.5226,73.11
Transformer,67,0.5336,73.67
Transformer,68,0.5278,73.44
Transformer,69,0.5506,72.0
Transformer,70,0.5358,73.22
Transformer,71,0.5437,72.22
Transformer,72,0.5332,73.11
Transformer,73,0.5232,72.78
Transformer,74,0.5127,74.11
Transformer,75,0.5238,72.78
Transformer,76,0.5215,72.89
Transformer,77,0.5339,73.44
Transformer,78,0.5221,72.67
Transformer,79,0.519,73.22
Transformer,80,0.5275,74.44
Transformer,81,0.5095,74.33
Transformer,82,0.5102,74.22
Transformer,83,0.5096,74.11
Transformer,84,0.5072,74.56
Transformer,85,0.5142,74.33
Transformer,86,0.5142,74.0
Transformer,87,0.5167,74.11
Transformer,88,0.5109,74.22
Transformer,89,0.5072,74.67
Transformer,90,0.5028,74.89
Transformer,91,0.5055,74.56
Transformer,92,0.5059,74.44
Transformer,93,0.5131,74.56
Transformer,94,0.5098,74.0
Transformer,95,0.5051,75.11
Transformer,96,0.504,74.67
Transformer,97,0.5045,74.44
Transformer,98,0.5036,74.67
Transformer,99,0.4975,74.67
Transformer,100,0.5042,74.33
1D-CNN (InceptionTime),1,1.4138,25.11
1D-CNN (InceptionTime),2,1.392,24.67
1D-CNN (InceptionTime),3,1.3896,25.67
1D-CNN (InceptionTime),4,1.3907,24.78
1D-CNN (InceptionTime),5,1.3848,28.89
1D-CNN (InceptionTime),6,1.2135,43.22
1D-CNN (InceptionTime),7,1.0377,52.11
1D-CNN (InceptionTime),8,0.8267,61.78
1D-CNN (InceptionTime),9,0.7811,67.44
1D-CNN (InceptionTime),10,0.6823,70.22
1D-CNN (InceptionTime),11,0.6731,70.67
1D-CNN (InceptionTime),12,0.5964,70.44
1D-CNN (InceptionTime),13,0.5424,75.78
1D-CNN (InceptionTime),14,0.5459,76.33
1D-CNN (InceptionTime),15,0.5339,76.56
1D-CNN (InceptionTime),16,0.5243,74.22
1D-CNN (InceptionTime),17,0.497,80.0
1D-CNN (InceptionTime),18,0.4615,81.11
1D-CNN (InceptionTime),19,0.4702,80.67
1D-CNN (InceptionTime),20,0.4101,82.56
1D-CNN (InceptionTime),21,0.4213,84.0
1D-CNN (InceptionTime),22,0.3857,85.56
1D-CNN (InceptionTime),23,0.473,80.33
1D-CNN (InceptionTime),24,0.3974,85.0
1D-CNN (InceptionTime),25,0.3865,85.78
1D-CNN (InceptionTime),26,0.4061,84.0
1D-CNN (InceptionTime),27,0.394,86.0
1D-CNN (InceptionTime),28,0.3603,86.44
1D-CNN (InceptionTime),29,0.3444,87.67
1D-CNN (InceptionTime),30,0.4268,84.67
1D-CNN (InceptionTime),31,0.3662,87.11
1D-CNN (InceptionTime),32,0.3046,89.0
1D-CNN (InceptionTime),33,0.3811,87.22
1D-CNN (InceptionTime),34,0.3329,87.56
1D-CNN (InceptionTime),35,0.3602,86.89
1D-CNN (InceptionTime),36,0.385,87.78
1D-CNN (InceptionTime),37,0.3415,88.33
1D-CNN (InceptionTime),38,0.3238,88.67
1D-CNN (InceptionTime),39,0.292,88.78
1D-CNN (InceptionTime),40,0.3498,89.78
1D-CNN (InceptionTime),41,0.3421,89.56
1D-CNN (InceptionTime),42,0.3173,89.89
1D-CNN (InceptionTime),43,0.3142,90.33
1D-CNN (InceptionTime),44,0.3846,88.67
1D-CNN (InceptionTime),45,0.4166,89.33
1D-CNN (InceptionTime),46,0.3296,90.56
1D-CNN (InceptionTime),47,0.3554,89.67
1D-CNN (InceptionTime),48,0.354,90.56
1D-CNN (InceptionTime),49,0.3551,89.89
