Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,0.399,80.22
LSTM,2,0.0555,99.33
LSTM,3,0.3125,93.56
LSTM,4,0.0301,99.56
LSTM,5,0.0397,99.11
LSTM,6,0.0377,99.11
LSTM,7,0.0846,97.11
LSTM,8,0.0245,99.56
LSTM,9,0.0228,99.56
LSTM,10,0.0271,99.56
LSTM,11,0.0258,99.33
LSTM,12,0.0207,99.56
LSTM,13,0.0276,99.44
LSTM,14,0.0195,99.56
LSTM,15,0.0346,99.22
LSTM,16,0.0214,99.56
LSTM,17,0.0191,99.56
LSTM,18,0.0172,99.56
LSTM,19,0.0292,99.22
LSTM,20,0.0254,99.56
LSTM,21,0.0186,99.67
LSTM,22,0.0169,99.67
LSTM,23,0.0163,99.78
LSTM,24,0.0164,99.67
LSTM,25,0.0158,99.67
LSTM,26,0.0157,99.67
LSTM,27,0.0148,99.78
LSTM,28,0.0151,99.67
LSTM,29,0.0166,99.67
LSTM,30,0.0146,99.67
LSTM,31,0.0137,99.67
LSTM,32,0.021,99.67
LSTM,33,0.0151,99.67
LSTM,34,0.0162,99.67
LSTM,35,0.0168,99.67
LSTM,36,0.0181,99.78
LSTM,37,0.0194,99.67
LSTM,38,0.0173,99.67
LSTM,39,0.0211,99.67
LSTM,40,0.0305,99.22
LSTM,41,0.0162,99.78
Mamba,1,0.7982,63.44
Mamba,2,0.2587,91.33
Mamba,3,0.1388,97.33
Mamba,4,0.1346,97.11
Mamba,5,0.0938,98.11
Mamba,6,0.107,98.0
Mamba,7,0.0802,98.56
Mamba,8,0.085,98.33
Mamba,9,0.0724,98.67
Mamba,10,0.1093,97.78
Mamba,11,0.0631,99.0
Mamba,12,0.0594,99.11
Mamba,13,0.0573,99.11
Mamba,14,0.0785,97.78
Mamba,15,0.0539,99.22
Mamba,16,0.0661,99.22
Mamba,17,0.0583,98.89
Mamba,18,0.0757,98.67
Mamba,19,0.094,98.0
Mamba,20,0.0763,98.33
Mamba,21,0.0568,98.78
Mamba,22,0.0515,99.33
Mamba,23,0.0545,99.11
Mamba,24,0.0546,99.22
Mamba,25,0.056,99.11
Mamba,26,0.0582,99.22
Mamba,27,0.0557,99.11
Mamba,28,0.0531,99.33
Mamba,29,0.0555,99.22
Mamba,30,0.0584,99.22
Mamba,31,0.0599,99.22
Mamba,32,0.0584,99.22
Transformer,1,0.1251,95.33
Transformer,2,0.0707,98.22
Transformer,3,0.0668,98.11
Transformer,4,0.0297,99.33
Transformer,5,0.0224,99.22
Transformer,6,0.0176,99.78
Transformer,7,0.0141,99.78
Transformer,8,0.0137,99.67
Transformer,9,0.015,99.78
Transformer,10,0.0129,99.78
Transformer,11,0.0134,99.78
Transformer,12,0.0126,99.78
Transformer,13,0.0264,99.33
Transformer,14,0.0149,99.78
Transformer,15,0.0125,99.78
Transformer,16,0.0117,99.78
Transformer,17,0.0216,99.33
Transformer,18,0.0212,99.56
Transformer,19,0.0127,99.78
Transformer,20,0.0126,99.78
Transformer,21,0.0123,99.78
Transformer,22,0.0316,99.22
Transformer,23,0.0123,99.78
Transformer,24,0.0122,99.78
Transformer,25,0.017,99.78
Transformer,26,0.0134,99.78
1D-CNN (InceptionTime),1,0.0722,98.11
1D-CNN (InceptionTime),2,0.0517,98.89
1D-CNN (InceptionTime),3,0.0276,99.56
1D-CNN (InceptionTime),4,0.0232,99.56
1D-CNN (InceptionTime),5,0.0237,99.56
1D-CNN (InceptionTime),6,0.0213,99.56
1D-CNN (InceptionTime),7,0.025,99.56
1D-CNN (InceptionTime),8,0.0241,99.44
1D-CNN (InceptionTime),9,0.0256,99.56
1D-CNN (InceptionTime),10,0.0229,99.56
1D-CNN (InceptionTime),11,0.0185,99.56
1D-CNN (InceptionTime),12,0.0218,99.56
1D-CNN (InceptionTime),13,0.0225,99.56
1D-CNN (InceptionTime),14,0.0248,99.56
1D-CNN (InceptionTime),15,0.0271,99.33
1D-CNN (InceptionTime),16,0.0221,99.56
1D-CNN (InceptionTime),17,0.0294,99.0
1D-CNN (InceptionTime),18,0.0207,99.56
1D-CNN (InceptionTime),19,0.0218,99.56
1D-CNN (InceptionTime),20,0.0255,99.44
1D-CNN (InceptionTime),21,0.0251,99.56
