Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.4507,0.8533,0.5899,225
Decision Trees (LightGBM),chemical,0.3937,0.2222,0.2841,225
Decision Trees (LightGBM),electric,0.302,0.2711,0.2857,225
Decision Trees (LightGBM),impulsive,0.531,0.3422,0.4162,225
Decision Trees (LightGBM),macro_avg,0.4194,0.4222,0.394,900
Decision Trees (LightGBM),weighted_avg,0.4194,0.4222,0.394,900
Decision Trees (LightGBM),t_no_thrust,192.0,3.0,27.0,3
Decision Trees (LightGBM),t_chemical,63.0,50.0,58.0,54
Decision Trees (LightGBM),t_electric,124.0,29.0,61.0,11
Decision Trees (LightGBM),t_impulsive,47.0,45.0,56.0,77
MiniRocket,no_thrust,0.9912,1.0,0.9956,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,0.9911,0.9955,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,0.9978,0.9978,0.9978,900
MiniRocket,weighted_avg,0.9978,0.9978,0.9978,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,2.0,0.0,223.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.3072,0.4711,0.3719,225
LSTM,chemical,0.3211,0.1556,0.2096,225
LSTM,electric,0.2667,0.1067,0.1524,225
LSTM,impulsive,0.2893,0.4578,0.3546,225
LSTM,macro_avg,0.2961,0.2978,0.2721,900
LSTM,weighted_avg,0.2961,0.2978,0.2721,900
LSTM,t_no_thrust,106.0,19.0,26.0,74
LSTM,t_chemical,79.0,35.0,19.0,92
LSTM,t_electric,89.0,25.0,24.0,87
LSTM,t_impulsive,71.0,30.0,21.0,103
Mamba,no_thrust,0.5172,0.8711,0.649,225
Mamba,chemical,0.3594,0.2044,0.2606,225
Mamba,electric,0.5403,0.2978,0.384,225
Mamba,impulsive,0.5056,0.6044,0.5506,225
Mamba,macro_avg,0.4806,0.4944,0.461,900
Mamba,weighted_avg,0.4806,0.4944,0.461,900
Mamba,t_no_thrust,196.0,6.0,15.0,8
Mamba,t_chemical,49.0,46.0,26.0,104
Mamba,t_electric,111.0,26.0,67.0,21
Mamba,t_impulsive,23.0,50.0,16.0,136
Transformer,no_thrust,0.9781,0.9911,0.9845,225
Transformer,chemical,0.6117,0.28,0.3841,225
Transformer,electric,0.8294,0.9289,0.8763,225
Transformer,impulsive,0.5994,0.8444,0.7011,225
Transformer,macro_avg,0.7546,0.7611,0.7365,900
Transformer,weighted_avg,0.7546,0.7611,0.7365,900
Transformer,t_no_thrust,223.0,0.0,1.0,1
Transformer,t_chemical,1.0,63.0,35.0,126
Transformer,t_electric,4.0,12.0,209.0,0
Transformer,t_impulsive,0.0,28.0,7.0,190
1D-CNN (InceptionTime),no_thrust,0.8807,0.9511,0.9145,225
1D-CNN (InceptionTime),chemical,0.9286,0.8667,0.8966,225
1D-CNN (InceptionTime),electric,0.9289,0.9289,0.9289,225
1D-CNN (InceptionTime),impulsive,0.9099,0.8978,0.9038,225
1D-CNN (InceptionTime),macro_avg,0.912,0.9111,0.9109,900
1D-CNN (InceptionTime),weighted_avg,0.912,0.9111,0.9109,900
1D-CNN (InceptionTime),t_no_thrust,214.0,0.0,11.0,0
1D-CNN (InceptionTime),t_chemical,6.0,195.0,5.0,19
1D-CNN (InceptionTime),t_electric,15.0,0.0,209.0,1
1D-CNN (InceptionTime),t_impulsive,8.0,15.0,0.0,202
