Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,0.4259,76.11
LSTM,2,0.0419,99.67
LSTM,3,0.0229,99.78
LSTM,4,0.0287,99.78
LSTM,5,0.0217,99.78
LSTM,6,0.0192,99.78
LSTM,7,0.0401,99.22
LSTM,8,0.02,99.78
LSTM,9,0.0252,99.56
LSTM,10,0.0226,99.67
LSTM,11,0.0187,99.78
LSTM,12,0.0194,99.78
LSTM,13,0.0172,99.78
LSTM,14,0.0204,99.56
LSTM,15,0.0242,99.56
LSTM,16,0.0295,99.0
LSTM,17,0.0213,99.56
LSTM,18,0.0159,99.78
LSTM,19,0.0158,99.78
LSTM,20,0.0161,99.78
LSTM,21,0.0202,99.67
LSTM,22,0.0181,99.56
LSTM,23,0.0164,99.67
LSTM,24,0.02,99.67
LSTM,25,0.0169,99.78
LSTM,26,0.0169,99.78
LSTM,27,0.0181,99.78
LSTM,28,0.0199,99.78
LSTM,29,0.0189,99.78
Mamba,1,1.001,51.0
Mamba,2,0.4006,80.11
Mamba,3,0.1885,93.0
Mamba,4,0.0828,97.67
Mamba,5,0.0837,97.67
Mamba,6,0.0671,97.89
Mamba,7,0.0752,97.89
Mamba,8,0.0473,98.78
Mamba,9,0.0481,98.67
Mamba,10,0.0414,99.0
Mamba,11,0.0593,98.0
Mamba,12,0.1174,97.56
Mamba,13,0.0629,98.67
Mamba,14,0.0406,99.11
Mamba,15,0.0379,98.89
Mamba,16,0.0413,99.33
Mamba,17,0.0517,99.11
Mamba,18,0.0413,99.0
Mamba,19,0.0384,99.11
Mamba,20,0.0323,99.44
Mamba,21,0.0446,99.0
Mamba,22,0.0551,98.89
Mamba,23,0.0746,98.33
Mamba,24,0.037,99.22
Mamba,25,0.034,99.33
Mamba,26,0.0331,99.44
Mamba,27,0.0313,99.67
Mamba,28,0.0347,99.44
Mamba,29,0.0351,99.44
Mamba,30,0.0356,99.44
Mamba,31,0.0364,99.56
Mamba,32,0.0376,99.44
Mamba,33,0.0388,99.33
Mamba,34,0.0399,99.44
Mamba,35,0.04,99.44
Mamba,36,0.0413,99.44
Mamba,37,0.0417,99.56
Transformer,1,0.0826,98.0
Transformer,2,0.0877,97.67
Transformer,3,0.0404,98.11
Transformer,4,0.0134,99.78
Transformer,5,0.0116,99.78
Transformer,6,0.0118,99.89
Transformer,7,0.0081,99.89
Transformer,8,0.0096,99.89
Transformer,9,0.0072,99.89
Transformer,10,0.0072,99.89
Transformer,11,0.0076,99.89
Transformer,12,0.0108,99.89
Transformer,13,0.0173,99.67
Transformer,14,0.0073,99.89
Transformer,15,0.0078,99.89
Transformer,16,0.0077,99.89
Transformer,17,0.0085,99.89
Transformer,18,0.007,99.89
Transformer,19,0.0069,99.89
Transformer,20,0.0066,99.89
Transformer,21,0.0072,99.89
Transformer,22,0.0068,99.89
Transformer,23,0.0067,99.89
Transformer,24,0.0091,99.89
Transformer,25,0.0077,99.89
Transformer,26,0.0074,99.89
Transformer,27,0.0066,99.89
Transformer,28,0.0066,99.89
Transformer,29,0.0066,99.89
Transformer,30,0.0065,99.89
Transformer,31,0.0063,99.89
Transformer,32,0.0063,99.89
Transformer,33,0.0062,99.89
Transformer,34,0.0064,99.89
Transformer,35,0.0067,99.89
Transformer,36,0.0066,99.89
Transformer,37,0.0066,99.89
Transformer,38,0.0067,99.89
Transformer,39,0.0064,99.89
Transformer,40,0.0065,99.89
Transformer,41,0.0065,99.89
Transformer,42,0.0063,99.89
Transformer,43,0.0062,99.89
1D-CNN (InceptionTime),1,0.0611,98.33
1D-CNN (InceptionTime),2,0.0188,99.56
1D-CNN (InceptionTime),3,0.0339,99.0
1D-CNN (InceptionTime),4,0.0209,99.78
1D-CNN (InceptionTime),5,0.0162,99.78
1D-CNN (InceptionTime),6,0.0211,99.67
1D-CNN (InceptionTime),7,0.0156,99.78
1D-CNN (InceptionTime),8,0.0212,99.67
1D-CNN (InceptionTime),9,0.02,99.78
1D-CNN (InceptionTime),10,0.0205,99.56
1D-CNN (InceptionTime),11,0.024,99.44
1D-CNN (InceptionTime),12,0.0186,99.56
1D-CNN (InceptionTime),13,0.024,99.56
1D-CNN (InceptionTime),14,0.0197,99.67
1D-CNN (InceptionTime),15,0.0179,99.56
1D-CNN (InceptionTime),16,0.0215,99.44
1D-CNN (InceptionTime),17,0.019,99.67
