Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.3825,26.33
LSTM,2,1.3771,27.78
LSTM,3,1.3741,26.89
LSTM,4,1.3745,27.22
LSTM,5,1.3742,28.56
LSTM,6,1.3717,27.89
LSTM,7,1.3704,27.56
LSTM,8,1.373,26.44
LSTM,9,1.3682,28.0
LSTM,10,1.371,27.11
LSTM,11,1.3676,26.89
LSTM,12,1.3672,28.44
LSTM,13,1.3706,28.44
LSTM,14,1.3695,28.33
LSTM,15,1.3675,28.11
LSTM,16,1.3672,28.11
LSTM,17,1.3681,28.0
LSTM,18,1.3685,27.78
LSTM,19,1.3661,28.33
LSTM,20,1.3641,28.78
LSTM,21,1.3631,29.33
LSTM,22,1.367,29.0
LSTM,23,1.3654,29.11
LSTM,24,1.3581,29.11
LSTM,25,1.3566,28.67
LSTM,26,1.3573,29.56
LSTM,27,1.3676,29.44
LSTM,28,1.3565,29.89
LSTM,29,1.3531,30.22
LSTM,30,1.3641,28.44
LSTM,31,1.3565,30.22
LSTM,32,1.3598,30.0
LSTM,33,1.3642,29.78
LSTM,34,1.3659,29.22
LSTM,35,1.3544,30.22
LSTM,36,1.3564,29.89
LSTM,37,1.3582,30.33
LSTM,38,1.3586,30.89
LSTM,39,1.3615,30.11
Mamba,1,1.385,25.67
Mamba,2,1.3789,26.78
Mamba,3,1.3781,27.11
Mamba,4,1.3763,27.44
Mamba,5,1.376,27.78
Mamba,6,1.3756,28.56
Mamba,7,1.3737,29.22
Mamba,8,1.3729,28.33
Mamba,9,1.3716,29.0
Mamba,10,1.3703,29.22
Mamba,11,1.3689,29.44
Mamba,12,1.3684,30.56
Mamba,13,1.3648,29.89
Mamba,14,1.3604,31.67
Mamba,15,1.3555,32.22
Mamba,16,1.3543,31.67
Mamba,17,1.3509,32.33
Mamba,18,1.3446,31.22
Mamba,19,1.3579,31.78
Mamba,20,1.3447,33.0
Mamba,21,1.3462,33.89
Mamba,22,1.3567,33.56
Mamba,23,1.3455,33.89
Mamba,24,1.3349,33.89
Mamba,25,1.3263,35.56
Mamba,26,1.3268,36.78
Mamba,27,1.3193,37.0
Mamba,28,1.3186,36.22
Mamba,29,1.3053,37.89
Mamba,30,1.3045,38.33
Mamba,31,1.3061,37.22
Mamba,32,1.2866,38.78
Mamba,33,1.3031,39.11
Mamba,34,1.3082,38.22
Mamba,35,1.2743,39.89
Mamba,36,1.3149,38.67
Mamba,37,1.2629,41.67
Mamba,38,1.2817,37.56
Mamba,39,1.267,41.22
Mamba,40,1.2278,45.78
Mamba,41,1.2433,41.78
Mamba,42,1.2581,43.44
Mamba,43,1.2421,46.11
Mamba,44,1.227,43.44
Mamba,45,1.2173,44.56
Mamba,46,1.2521,45.22
Mamba,47,1.2123,42.67
Mamba,48,1.1974,47.33
Mamba,49,1.2033,44.33
Mamba,50,1.1783,49.78
Mamba,51,1.1753,46.33
Mamba,52,1.1645,48.78
Mamba,53,1.1737,46.33
Mamba,54,1.1871,46.0
Mamba,55,1.1567,48.11
Mamba,56,1.157,48.33
Mamba,57,1.2519,46.11
Mamba,58,1.1608,49.78
Mamba,59,1.1905,47.44
Mamba,60,1.1606,48.33
Mamba,61,1.1695,47.0
Mamba,62,1.1376,49.78
Mamba,63,1.1084,51.0
Mamba,64,1.1103,51.22
Mamba,65,1.1338,47.67
Mamba,66,1.1517,51.22
Mamba,67,1.1263,51.33
Mamba,68,1.1463,50.67
Mamba,69,1.1547,50.67
Mamba,70,1.1174,52.67
Mamba,71,1.1266,52.78
Mamba,72,1.1194,53.89
Mamba,73,1.1088,53.67
Transformer,1,1.4057,25.56
Transformer,2,1.3846,26.22
Transformer,3,1.3819,25.33
Transformer,4,1.3805,25.56
Transformer,5,1.3757,27.0
Transformer,6,1.384,25.44
Transformer,7,1.3762,26.0
Transformer,8,1.3672,26.78
Transformer,9,1.3285,31.44
Transformer,10,1.2846,36.33
Transformer,11,1.1799,44.33
Transformer,12,1.219,40.67
Transformer,13,1.0685,46.78
Transformer,14,1.0306,53.44
Transformer,15,0.9393,55.0
Transformer,16,0.8304,63.67
Transformer,17,0.8351,59.78
Transformer,18,0.7861,63.11
Transformer,19,0.7511,62.67
Transformer,20,0.7337,65.44
Transformer,21,0.6985,67.33
Transformer,22,0.7149,66.33
Transformer,23,0.6876,66.11
Transformer,24,0.7166,66.78
Transformer,25,0.7243,66.56
Transformer,26,0.627,70.89
Transformer,27,0.6906,67.89
Transformer,28,0.695,67.67
Transformer,29,0.6417,69.56
Transformer,30,0.6974,66.67
Transformer,31,0.6156,69.67
Transformer,32,0.6003,71.11
Transformer,33,0.6335,69.56
Transformer,34,0.6798,67.44
Transformer,35,0.6736,68.44
Transformer,36,0.7166,65.89
Transformer,37,0.6037,70.89
Transformer,38,0.612,69.44
Transformer,39,0.5771,70.44
Transformer,40,0.6118,69.89
Transformer,41,0.5825,71.22
Transformer,42,0.5666,72.89
Transformer,43,0.5855,71.22
Transformer,44,0.5874,70.89
Transformer,45,0.5875,72.22
Transformer,46,0.5635,72.11
Transformer,47,0.5526,72.33
Transformer,48,0.5563,72.56
Transformer,49,0.5663,72.56
Transformer,50,0.5589,72.89
Transformer,51,0.6165,71.22
Transformer,52,0.5637,72.78
Transformer,53,0.5313,73.89
Transformer,54,0.5323,74.44
Transformer,55,0.5394,73.22
Transformer,56,0.5506,72.22
Transformer,57,0.5328,74.89
Transformer,58,0.5624,71.22
Transformer,59,0.526,72.56
Transformer,60,0.5314,73.33
Transformer,61,0.5153,74.11
Transformer,62,0.5261,74.89
Transformer,63,0.5492,72.11
Transformer,64,0.5255,73.22
Transformer,65,0.5241,74.56
Transformer,66,0.5349,73.67
Transformer,67,0.54,73.89
Transformer,68,0.5237,73.67
Transformer,69,0.4922,75.56
Transformer,70,0.4848,76.67
Transformer,71,0.5246,73.44
Transformer,72,0.5115,73.67
Transformer,73,0.483,77.0
Transformer,74,0.4797,77.67
Transformer,75,0.4804,76.78
Transformer,76,0.4847,75.67
Transformer,77,0.4849,75.89
Transformer,78,0.4994,74.44
Transformer,79,0.4819,76.22
Transformer,80,0.4941,75.33
Transformer,81,0.4791,76.44
Transformer,82,0.4726,76.33
Transformer,83,0.4694,77.11
Transformer,84,0.4723,76.44
Transformer,85,0.4723,76.22
Transformer,86,0.4882,76.33
Transformer,87,0.4655,77.89
Transformer,88,0.4637,77.67
Transformer,89,0.4675,78.11
Transformer,90,0.4658,77.67
Transformer,91,0.462,78.11
Transformer,92,0.4638,77.11
Transformer,93,0.4698,76.78
Transformer,94,0.4647,77.22
Transformer,95,0.4817,76.89
Transformer,96,0.4708,77.44
Transformer,97,0.4674,77.22
Transformer,98,0.4635,76.89
Transformer,99,0.4649,76.67
Transformer,100,0.4749,77.11
1D-CNN (InceptionTime),1,1.3974,25.33
1D-CNN (InceptionTime),2,1.4094,25.0
1D-CNN (InceptionTime),3,1.3929,27.11
1D-CNN (InceptionTime),4,1.3774,26.33
1D-CNN (InceptionTime),5,1.2928,37.89
1D-CNN (InceptionTime),6,1.1887,43.89
1D-CNN (InceptionTime),7,1.1502,43.33
1D-CNN (InceptionTime),8,0.8202,65.44
1D-CNN (InceptionTime),9,0.7381,67.33
1D-CNN (InceptionTime),10,0.6578,70.67
1D-CNN (InceptionTime),11,0.6746,71.67
1D-CNN (InceptionTime),12,0.6385,72.89
1D-CNN (InceptionTime),13,0.5924,76.33
1D-CNN (InceptionTime),14,0.5652,77.11
1D-CNN (InceptionTime),15,0.5397,79.22
1D-CNN (InceptionTime),16,0.4813,81.56
1D-CNN (InceptionTime),17,0.4878,80.89
1D-CNN (InceptionTime),18,0.431,82.67
1D-CNN (InceptionTime),19,0.4478,83.33
1D-CNN (InceptionTime),20,0.3963,84.11
1D-CNN (InceptionTime),21,0.4389,83.56
1D-CNN (InceptionTime),22,0.4119,84.56
1D-CNN (InceptionTime),23,0.4117,85.78
1D-CNN (InceptionTime),24,0.394,84.67
1D-CNN (InceptionTime),25,0.4429,84.11
1D-CNN (InceptionTime),26,0.3479,87.0
1D-CNN (InceptionTime),27,0.3742,85.78
1D-CNN (InceptionTime),28,0.4395,84.22
1D-CNN (InceptionTime),29,0.3507,87.0
1D-CNN (InceptionTime),30,0.4082,85.67
1D-CNN (InceptionTime),31,0.3549,87.11
1D-CNN (InceptionTime),32,0.406,86.44
1D-CNN (InceptionTime),33,0.3726,87.0
1D-CNN (InceptionTime),34,0.3963,87.22
1D-CNN (InceptionTime),35,0.3681,87.67
1D-CNN (InceptionTime),36,0.3534,88.56
