Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3886,0.0762,0.3454,0.0923,1.3898
LSTM,Joint,2,1.3857,0.0184,0.3059,0.0347,1.387
LSTM,Joint,3,1.3807,0.1026,0.2792,0.1173,1.3854
LSTM,Joint,4,1.3652,0.0955,0.2842,0.1289,1.3569
LSTM,Joint,5,1.3585,0.0813,0.3026,0.1282,1.3628
LSTM,Joint,6,1.3551,0.1062,0.3226,0.0986,1.3686
LSTM,Joint,7,1.35,0.0829,0.3108,0.127,1.3532
LSTM,Joint,8,1.3489,0.0838,0.2915,0.0444,1.35
LSTM,Joint,9,1.3477,0.1043,0.3111,0.1271,1.3469
LSTM,Joint,10,1.3467,0.0911,0.3317,0.0928,1.365
LSTM,Joint,11,1.3456,0.0952,0.3129,0.0556,1.3365
LSTM,Joint,12,1.3446,0.099,0.3129,0.1317,1.3363
LSTM,Joint,13,1.3424,0.0902,0.3363,0.054,1.3606
LSTM,Joint,14,1.3412,0.0249,0.3129,0.0441,1.3433
LSTM,Joint,15,1.3426,0.0946,0.3254,0.0505,1.3519
LSTM,Joint,16,1.34,0.0234,0.3149,0.0435,1.3468
LSTM,Joint,17,1.3409,0.1037,0.3104,0.1511,1.347
LSTM,Joint,18,1.3399,0.1023,0.3157,0.1303,1.347
LSTM,Joint,19,1.3374,0.0982,0.3121,0.0671,1.3421
LSTM,Joint,20,1.3376,0.1036,0.3153,0.1313,1.3481
LSTM,Joint,21,1.3368,0.1042,0.3282,0.1471,1.3491
LSTM,Joint,22,1.337,0.1003,0.3252,0.0624,1.3417
LSTM,Stage1,1,0.6964,0.2373,0.1339,0.1712,0.6841
LSTM,Stage1,2,0.6933,0.2733,0.96,0.4255,0.6997
LSTM,Stage1,3,0.6877,0.0,0.0,0.0,0.6538
LSTM,Stage1,4,0.6716,0.2983,0.8854,0.4462,0.6981
LSTM,Stage1,5,0.6591,0.3027,0.8345,0.4443,0.67
LSTM,Stage1,6,0.6558,0.3043,0.8278,0.445,0.6686
LSTM,Stage1,7,0.6556,0.3051,0.8262,0.4457,0.6625
LSTM,Stage1,8,0.6543,0.3015,0.8581,0.4463,0.684
LSTM,Stage1,9,0.6523,0.3144,0.6668,0.4274,0.6421
LSTM,Stage1,10,0.6526,0.3112,0.7289,0.4362,0.6491
LSTM,Stage1,11,0.6511,0.3051,0.82,0.4447,0.6678
LSTM,Stage1,12,0.6502,0.314,0.6698,0.4276,0.644
LSTM,Stage1,13,0.6498,0.3072,0.7972,0.4435,0.6667
LSTM,Stage1,14,0.6491,0.3052,0.8214,0.445,0.6687
LSTM,Stage1,15,0.649,0.3088,0.7651,0.44,0.6555
LSTM,Stage1,16,0.6482,0.3132,0.6923,0.4313,0.6451
LSTM,Stage1,17,0.6483,0.3072,0.7892,0.4423,0.6612
LSTM,Stage1,18,0.6479,0.3101,0.7492,0.4386,0.6523
LSTM,Stage1,19,0.6483,0.3164,0.6422,0.4239,0.6397
LSTM,Stage1,20,0.6475,0.3144,0.6747,0.429,0.6434
LSTM,Stage1,21,0.6477,0.312,0.7128,0.434,0.6468
LSTM,Stage1,22,0.648,0.3116,0.7242,0.4357,0.6493
LSTM,Stage1,23,0.6481,0.3053,0.8175,0.4446,0.6681
LSTM,Stage1,24,0.6474,0.3093,0.7547,0.4387,0.6566
LSTM,Stage1,25,0.6477,0.3065,0.7992,0.4431,0.6609
LSTM,Stage1,26,0.647,0.3082,0.7847,0.4426,0.6601
LSTM,Stage1,27,0.6475,0.3075,0.785,0.4419,0.6608
LSTM,Stage1,28,0.6468,0.3119,0.7188,0.4351,0.6492
LSTM,Stage1,29,0.647,0.3115,0.7245,0.4357,0.65
LSTM,Stage2,1,1.1013,0.1677,0.3324,0.022,1.0991
LSTM,Stage2,2,1.0995,0.2578,0.3326,0.2904,1.101
LSTM,Stage2,3,1.0996,0.0109,0.3333,0.0211,1.098
LSTM,Stage2,4,1.0996,0.0752,0.3374,0.0917,1.0981
LSTM,Stage2,5,1.0989,0.0109,0.3333,0.0211,1.098
LSTM,Stage2,6,1.099,0.0109,0.3333,0.0211,1.0982
LSTM,Stage2,7,1.0983,0.332,0.3387,0.2358,1.0982
LSTM,Stage2,8,1.0986,0.2468,0.334,0.0528,1.0978
LSTM,Stage2,9,1.0985,0.3368,0.353,0.1994,1.0978
LSTM,Stage2,10,1.0974,0.0109,0.3333,0.0211,1.0975
LSTM,Stage2,11,1.0978,0.0803,0.3548,0.1309,1.0968
LSTM,Stage2,12,1.0957,0.0798,0.3462,0.1286,1.0985
LSTM,Stage2,13,1.0969,0.0808,0.3588,0.1318,1.096
LSTM,Stage2,14,1.096,0.3318,0.3311,0.2986,1.1013
LSTM,Stage2,15,1.098,0.344,0.3391,0.1172,1.0962
LSTM,Stage2,16,1.0961,0.3551,0.3675,0.1829,1.0958
LSTM,Stage2,17,1.0945,0.3239,0.3489,0.2093,1.0966
LSTM,Stage2,18,1.093,0.3491,0.3585,0.1895,1.1002
LSTM,Stage2,19,1.0919,0.3303,0.3557,0.1362,1.0972
LSTM,Stage2,20,1.089,0.3436,0.3613,0.2901,1.095
LSTM,Stage2,21,1.091,0.3424,0.361,0.2792,1.0989
LSTM,Stage2,22,1.0903,0.3379,0.3529,0.2486,1.0938
LSTM,Stage2,23,1.0892,0.0804,0.3646,0.1301,1.0931
LSTM,Stage2,24,1.0869,0.3392,0.3559,0.1727,1.0948
LSTM,Stage2,25,1.0884,0.3462,0.3621,0.2952,1.0934
LSTM,Stage2,26,1.0868,0.3293,0.3436,0.2115,1.0925
LSTM,Stage2,27,1.0855,0.4125,0.3538,0.1286,1.0941
LSTM,Stage2,28,1.086,0.35,0.3717,0.3082,1.0906
LSTM,Stage2,29,1.0867,0.3468,0.364,0.2893,1.093
LSTM,Stage2,30,1.0861,0.3349,0.3561,0.1369,1.0924
LSTM,Stage2,31,1.0861,0.3485,0.3651,0.1986,1.095
LSTM,Stage2,32,1.0851,0.3285,0.3609,0.1349,1.0924
LSTM,Stage2,33,1.0839,0.3476,0.3615,0.2635,1.0948
LSTM,Stage2,34,1.0847,0.34,0.3628,0.1493,1.0955
LSTM,Stage2,35,1.0798,0.3304,0.3534,0.1536,1.0966
LSTM,Stage2,36,1.077,0.3401,0.3508,0.158,1.0995
LSTM,Stage2,37,1.0785,0.3386,0.3575,0.1582,1.1002
LSTM,Stage2,38,1.0769,0.3473,0.3708,0.2424,1.0958
MAMBA,Joint,1,1.388,0.0926,0.1694,0.1067,1.3826
MAMBA,Joint,2,1.3856,0.0995,0.2381,0.134,1.381
MAMBA,Joint,3,1.3801,0.1006,0.3002,0.136,1.3765
MAMBA,Joint,4,1.3728,0.0981,0.2142,0.1242,1.3555
MAMBA,Joint,5,1.3668,0.1004,0.3114,0.1474,1.3685
MAMBA,Joint,6,1.3619,0.0971,0.3202,0.13,1.3709
MAMBA,Joint,7,1.3588,0.0989,0.2831,0.1439,1.3552
