Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3856,0.0202,0.1853,0.0233,1.3697
LSTM,Joint,2,1.3497,0.0233,0.2736,0.043,1.3133
LSTM,Joint,3,1.3066,0.0933,0.2979,0.1078,1.2947
LSTM,Joint,4,1.293,0.1047,0.3184,0.1299,1.3133
LSTM,Joint,5,1.2869,0.1059,0.313,0.1519,1.2852
LSTM,Joint,6,1.2848,0.1175,0.305,0.0601,1.2809
LSTM,Joint,7,1.2833,0.1143,0.3114,0.1438,1.2912
LSTM,Joint,8,1.2818,0.1098,0.3488,0.0692,1.2944
LSTM,Joint,9,1.2809,0.1045,0.3479,0.0693,1.2971
LSTM,Joint,10,1.2804,0.1155,0.3189,0.1635,1.2931
LSTM,Joint,11,1.2813,0.1088,0.3552,0.0718,1.2829
LSTM,Joint,12,1.2787,0.0755,0.324,0.0565,1.2812
LSTM,Joint,13,1.2764,0.1106,0.3575,0.098,1.294
LSTM,Joint,14,1.2755,0.1184,0.3386,0.0632,1.286
LSTM,Joint,15,1.2761,0.1145,0.3345,0.0979,1.2866
LSTM,Joint,16,1.2744,0.1172,0.3268,0.0645,1.2839
LSTM,Stage1,1,0.6818,0.3438,0.6548,0.4509,0.6494
LSTM,Stage1,2,0.6177,0.3415,0.7997,0.4786,0.6141
LSTM,Stage1,3,0.5993,0.3346,0.8526,0.4806,0.6189
LSTM,Stage1,4,0.5963,0.3285,0.8768,0.4779,0.6121
LSTM,Stage1,5,0.5914,0.3229,0.9605,0.4833,0.6251
LSTM,Stage1,6,0.591,0.3258,0.9415,0.4841,0.6231
LSTM,Stage1,7,0.591,0.3367,0.8335,0.4797,0.6031
LSTM,Stage1,8,0.5917,0.3366,0.8291,0.4788,0.6054
LSTM,Stage1,9,0.5902,0.3278,0.9046,0.4812,0.6163
LSTM,Stage1,10,0.5905,0.3206,0.9987,0.4854,0.629
LSTM,Stage1,11,0.5892,0.3285,0.9185,0.4839,0.6312
LSTM,Stage1,12,0.5883,0.3232,0.9705,0.4849,0.623
LSTM,Stage1,13,0.5895,0.3313,0.8873,0.4824,0.6031
LSTM,Stage1,14,0.5881,0.3242,0.928,0.4806,0.6185
LSTM,Stage1,15,0.5877,0.34,0.8075,0.4785,0.5977
LSTM,Stage1,16,0.5879,0.3382,0.8131,0.4777,0.6002
LSTM,Stage1,17,0.5879,0.3305,0.8994,0.4833,0.6088
LSTM,Stage1,18,0.5872,0.3389,0.8153,0.4787,0.5963
LSTM,Stage1,19,0.5879,0.33,0.9055,0.4837,0.6196
