Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,32.4,0.19,0.411,0.0126,0.3122,38.54,0.2001,0.4673,0.0,12.8,1.0309,56.19,0.5508,12.6,0.1374,6.140000000000001,0.010099999999999998,Cascade,Cascade
LSTM,31.37,0.1827,0.4034,0.0012,0.099,36.29,0.1958,0.4488,0.0,13.49,0.5801,54.68,0.54,13.28,0.1451,4.919999999999998,0.0131,Cascade,Cascade
LightGBM,72.56,0.2102,0.6102,0.0,0.0188,73.99,0.2126,0.6293,0.0,,0.4454,73.99,0.4253,70.85,0.2765,1.4299999999999926,0.0024000000000000132,Cascade,Cascade
MAMBA,32.2,0.224,0.4193,0.181,0.2036,37.54,0.228,0.4672,0.0962,23.19,0.8186,54.03,0.5346,22.9,0.2257,5.339999999999996,0.0040000000000000036,Cascade,Cascade
MiniRocket,73.99,0.2126,0.6293,0.0,,73.39,0.2168,0.6293,0.0,36.67,0.4259,73.6,0.436,69.88,0.3177,-0.5999999999999943,0.0041999999999999815,Joint,Cascade
TRANSFORMER,39.02,0.2355,0.4707,0.011,0.067,41.71,0.2466,0.5041,0.1389,26.06,0.5514,56.43,0.552,23.2,0.2315,2.6899999999999977,0.011100000000000027,Cascade,Cascade
