model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,16,6,1.2809,1.2839,0.1635,0.0645,28660.0,0.218658447265625,15.4957,True,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
LSTM,Stage1,cascade,28,18,0.5963,0.5998,0.4854,0.4789,28586.0,0.2180938720703125,26.8308,True,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
LSTM,Stage2,cascade,22,12,1.0963,1.1012,0.3374,0.2211,28623.0,0.21837615966796875,21.6279,True,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
MAMBA,Joint,joint,25,15,1.2811,1.2928,0.142,0.1252,12208.0,0.0931396484375,99.3127,True,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
MAMBA,Stage1,cascade,26,16,0.5992,0.6111,0.4843,0.4839,12014.0,0.0916595458984375,101.1074,True,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
MAMBA,Stage2,cascade,14,4,1.0967,1.1017,0.3224,0.2293,12111.0,0.09239959716796875,56.1881,True,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
TRANSFORMER,Joint,joint,17,7,1.2646,1.28,0.1679,0.076,212996.0,1.625030517578125,23.0357,True,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
TRANSFORMER,Stage1,cascade,15,5,0.5906,0.6054,0.4856,0.482,212898.0,1.6242828369140625,20.0718,True,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
TRANSFORMER,Stage2,cascade,23,13,1.0959,1.0988,0.3462,0.1799,212947.0,1.6246566772460938,30.9705,True,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
CNN,Joint,joint,21,11,1.2759,1.2998,0.1708,0.1252,472708.0,3.606475830078125,78.049,True,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
CNN,Stage1,cascade,12,2,0.5905,0.6076,0.4852,0.4824,472450.0,3.6045074462890625,44.5767,True,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
CNN,Stage2,cascade,13,3,1.0961,1.1023,0.3398,0.3179,472579.0,3.6054916381835938,47.2283,True,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.3999919891357422,0.2071,False,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20293521881103516,0.1216,False,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30008697509765625,0.1036,False,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0856,,False,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0484,,False,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.067,2.0034,False,0,10min1500EvalTest_Seed1,meo/10min-1500/10min1500EvalTest_Seed1.log
