Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3881,0.0759,0.3519,0.0869,1.391
LSTM,Joint,2,1.3858,0.0179,0.3265,0.034,1.3868
LSTM,Joint,3,1.3819,0.1045,0.253,0.0712,1.3818
LSTM,Joint,4,1.3681,0.1027,0.2794,0.1474,1.3493
LSTM,Joint,5,1.3583,0.0798,0.3045,0.1263,1.352
LSTM,Joint,6,1.3525,0.094,0.274,0.0522,1.3505
LSTM,Joint,7,1.3489,0.1031,0.3375,0.1444,1.3553
LSTM,Joint,8,1.3479,0.0946,0.3444,0.066,1.3409
LSTM,Joint,9,1.3461,0.1015,0.349,0.1323,1.3567
LSTM,Joint,10,1.3456,0.1002,0.3365,0.1489,1.358
LSTM,Joint,11,1.3436,0.1014,0.3369,0.1418,1.336
LSTM,Joint,12,1.3414,0.1046,0.3239,0.0917,1.3399
LSTM,Joint,13,1.3403,0.1018,0.3573,0.1308,1.3631
LSTM,Joint,14,1.3392,0.1074,0.324,0.0431,1.3417
LSTM,Joint,15,1.3398,0.1006,0.3446,0.0961,1.3502
LSTM,Joint,16,1.3376,0.024,0.348,0.0448,1.3531
LSTM,Joint,17,1.3368,0.0999,0.322,0.1373,1.3584
LSTM,Joint,18,1.3353,0.0992,0.3394,0.1169,1.3513
LSTM,Joint,19,1.3339,0.1014,0.3309,0.1051,1.3449
LSTM,Joint,20,1.3328,0.101,0.3214,0.1357,1.3525
LSTM,Joint,21,1.3322,0.1004,0.3279,0.1393,1.3542
LSTM,Stage1,1,0.6951,0.2538,0.9619,0.4016,0.6981
LSTM,Stage1,2,0.6927,0.3137,0.0388,0.069,0.6819
LSTM,Stage1,3,0.6885,0.3051,0.8241,0.4453,0.681
LSTM,Stage1,4,0.6703,0.3142,0.6662,0.427,0.6469
LSTM,Stage1,5,0.661,0.2989,0.8835,0.4467,0.6927
LSTM,Stage1,6,0.6571,0.3006,0.8777,0.4479,0.6811
LSTM,Stage1,7,0.6548,0.3061,0.8211,0.4459,0.6669
LSTM,Stage1,8,0.6546,0.3066,0.8177,0.446,0.66
LSTM,Stage1,9,0.6535,0.2987,0.8877,0.447,0.6923
LSTM,Stage1,10,0.6522,0.3178,0.6764,0.4324,0.6423
LSTM,Stage1,11,0.6524,0.3127,0.734,0.4386,0.6459
LSTM,Stage1,12,0.6515,0.31,0.7877,0.4449,0.6613
LSTM,Stage1,13,0.6504,0.3205,0.6327,0.4254,0.6398
LSTM,Stage1,14,0.6504,0.305,0.8358,0.447,0.6785
LSTM,Stage1,15,0.6499,0.3058,0.8291,0.4468,0.6695
LSTM,Stage1,16,0.6501,0.31,0.783,0.4442,0.6579
LSTM,Stage1,17,0.6503,0.3165,0.6974,0.4354,0.641
LSTM,Stage1,18,0.65,0.3086,0.8052,0.4462,0.6614
LSTM,Stage1,19,0.6493,0.3166,0.6794,0.4319,0.6442
LSTM,Stage1,20,0.6492,0.3208,0.6228,0.4235,0.6374
LSTM,Stage1,21,0.6487,0.3166,0.6931,0.4346,0.6429
LSTM,Stage1,22,0.6483,0.3171,0.6866,0.4339,0.6416
LSTM,Stage1,23,0.6487,0.3154,0.7108,0.4369,0.645
LSTM,Stage1,24,0.649,0.3073,0.8169,0.4466,0.6637
LSTM,Stage1,25,0.6483,0.3102,0.7845,0.4446,0.6569
LSTM,Stage1,26,0.6483,0.3117,0.7638,0.4427,0.6535
LSTM,Stage1,27,0.6479,0.3096,0.7899,0.4449,0.658
LSTM,Stage1,28,0.6485,0.3105,0.7792,0.4441,0.6585
LSTM,Stage1,29,0.6478,0.3161,0.7049,0.4365,0.6463
LSTM,Stage1,30,0.648,0.3118,0.7667,0.4433,0.6534
LSTM,Stage2,1,1.101,0.2752,0.3409,0.1778,1.0981
LSTM,Stage2,2,1.0985,0.2964,0.3365,0.2983,1.1012
LSTM,Stage2,3,1.0986,0.3185,0.3349,0.1271,1.0976
LSTM,Stage2,4,1.0982,0.348,0.3239,0.0951,1.0985
LSTM,Stage2,5,1.0959,0.3052,0.3272,0.0864,1.0993
LSTM,Stage2,6,1.0966,0.298,0.331,0.0922,1.0978
LSTM,Stage2,7,1.0941,0.3385,0.3472,0.2062,1.0996
LSTM,Stage2,8,1.0928,0.3208,0.3288,0.1937,1.1124
LSTM,Stage2,9,1.0934,0.3384,0.3478,0.2135,1.0984
LSTM,Stage2,10,1.0885,0.3298,0.3398,0.2896,1.1001
LSTM,Stage2,11,1.0866,0.3392,0.344,0.1997,1.103
LSTM,Stage2,12,1.0865,0.3566,0.3486,0.1392,1.1014
LSTM,Stage2,13,1.0864,0.3396,0.3544,0.2175,1.1019
MAMBA,Joint,1,1.3876,0.0872,0.2134,0.0732,1.3851
MAMBA,Joint,2,1.3856,0.0903,0.2034,0.0984,1.3841
MAMBA,Joint,3,1.383,0.0941,0.244,0.0914,1.3803
MAMBA,Joint,4,1.3771,0.094,0.2346,0.1177,1.3726
MAMBA,Joint,5,1.372,0.0961,0.2396,0.0967,1.3656
MAMBA,Joint,6,1.3665,0.0945,0.2885,0.1266,1.3767
MAMBA,Joint,7,1.3588,0.0956,0.2617,0.0909,1.3546
MAMBA,Joint,8,1.3532,0.0972,0.293,0.1026,1.3584
MAMBA,Joint,9,1.3495,0.0969,0.2927,0.1215,1.3642
MAMBA,Joint,10,1.3462,0.0976,0.3098,0.1227,1.3608
MAMBA,Joint,11,1.344,0.0969,0.2943,0.1246,1.3527
MAMBA,Joint,12,1.3423,0.0979,0.2985,0.125,1.3458
MAMBA,Joint,13,1.34,0.0977,0.2757,0.1202,1.3397
MAMBA,Joint,14,1.339,0.0985,0.295,0.1282,1.3421
MAMBA,Joint,15,1.3378,0.0988,0.3075,0.1219,1.3479
MAMBA,Joint,16,1.3364,0.0991,0.3139,0.1325,1.3483
