Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,42.0,0.2164,0.4386,0.0007,0.9666,62.35,0.2325,0.5965,0.0178,23.33,2.511,66.94,0.5262,28.77,0.2383,20.35,0.016100000000000003,Cascade,Cascade
LSTM,25.77,0.1902,0.3154,0.16,0.1776,43.27,0.2154,0.5143,0.0304,17.6,0.7944,56.34,0.5352,15.6,0.13,17.500000000000004,0.0252,Cascade,Cascade
LightGBM,72.1,0.2095,0.6041,0.0,0.067,74.05,0.2127,0.6301,0.0,,0.526,74.05,0.4254,76.73,0.2895,1.9500000000000028,0.0032000000000000084,Cascade,Cascade
MAMBA,27.66,0.1962,0.361,0.2356,0.231,35.11,0.2038,0.4394,0.0987,24.38,0.9781,49.84,0.4924,23.31,0.1923,7.449999999999999,0.007599999999999996,Cascade,Cascade
MiniRocket,74.05,0.2127,0.6301,0.0,,74.05,0.2127,0.6301,0.0,,0.4941,74.05,0.4254,77.01,0.2924,0.0,0.0,Tie,Tie
TRANSFORMER,32.31,0.2122,0.4143,0.2178,0.0784,46.83,0.2143,0.5168,0.027,20.88,0.6146,58.03,0.5397,17.88,0.1594,14.519999999999996,0.0020999999999999908,Cascade,Cascade
