Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,41.92,0.2125,0.4387,0.0,1.0983,74.83,0.214,0.6405,0.0,,2.7433,74.83,0.428,16.05,0.1201,32.91,0.0015000000000000013,Cascade,Cascade
LSTM,33.63,0.1883,0.4188,0.0178,0.4776,34.81,0.1816,0.4485,0.033,7.83,1.3686,51.26,0.5006,7.42,0.0949,1.1799999999999997,-0.006699999999999984,Cascade,Joint
LightGBM,74.07,0.2128,0.6304,0.0,0.2243,74.83,0.214,0.6405,0.0,,0.733,74.83,0.428,79.43,0.2951,0.7600000000000051,0.0012000000000000066,Cascade,Cascade
MAMBA,40.36,0.2146,0.4846,0.0937,0.373,50.75,0.2401,0.5584,0.1007,28.51,1.1843,59.74,0.5428,25.5,0.2128,10.39,0.025499999999999995,Cascade,Cascade
MiniRocket,74.83,0.214,0.6405,0.0,,74.83,0.214,0.6405,0.0,0.0,0.5499,74.83,0.4281,79.51,0.2953,0.0,0.0,Tie,Tie
TRANSFORMER,35.99,0.2243,0.443,0.1022,0.1888,73.08,0.2245,0.6367,0.0,18.73,0.804,73.83,0.4569,14.14,0.1362,37.089999999999996,0.00020000000000000573,Cascade,Cascade
