Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3186,0.1959,0.5895,0.2887,1.0895
LSTM,Joint,2,0.9214,0.2808,0.721,0.3865,0.7524
LSTM,Joint,3,0.5955,0.3703,0.8909,0.5154,0.581
LSTM,Joint,4,0.4156,0.4666,0.9217,0.609,0.4848
LSTM,Joint,5,0.3251,0.4858,0.9439,0.6296,0.3591
LSTM,Joint,6,0.2723,0.4866,0.9466,0.6246,0.3573
LSTM,Joint,7,0.2342,0.6107,0.9645,0.7456,0.2621
LSTM,Joint,8,0.2188,0.6221,0.9594,0.7475,0.2306
LSTM,Joint,9,0.1828,0.6196,0.9811,0.7558,0.3896
LSTM,Joint,10,0.1482,0.6918,0.973,0.8043,0.1896
LSTM,Joint,11,0.1722,0.7672,0.8879,0.8152,0.2386
LSTM,Joint,12,0.1411,0.7911,0.9741,0.8724,0.1625
LSTM,Joint,13,0.1316,0.7555,0.978,0.8515,0.1667
LSTM,Joint,14,0.1404,0.7869,0.9771,0.8711,0.1877
LSTM,Joint,15,0.1296,0.7435,0.9869,0.8478,0.1813
LSTM,Joint,16,0.1203,0.8302,0.9831,0.8998,0.1441
LSTM,Joint,17,0.1032,0.7703,0.9796,0.8621,0.1444
LSTM,Joint,18,0.1234,0.8205,0.984,0.8924,0.1791
LSTM,Joint,19,0.1164,0.8576,0.9777,0.9136,0.1279
LSTM,Joint,20,0.1097,0.8078,0.9882,0.8865,0.1744
LSTM,Joint,21,0.0984,0.905,0.9783,0.9402,0.1038
LSTM,Joint,22,0.0946,0.8344,0.9821,0.9,0.1825
LSTM,Joint,23,0.0911,0.8878,0.9824,0.9316,0.1298
LSTM,Joint,24,0.0873,0.8787,0.9766,0.925,0.1064
LSTM,Joint,25,0.0849,0.932,0.979,0.9549,0.0796
LSTM,Joint,26,0.0922,0.9241,0.9794,0.9509,0.0824
LSTM,Joint,27,0.078,0.8814,0.979,0.9272,0.1238
LSTM,Joint,28,0.0789,0.888,0.9852,0.9334,0.1146
LSTM,Joint,29,0.0768,0.833,0.9718,0.8954,0.2176
LSTM,Joint,30,0.084,0.8488,0.9777,0.9078,0.1116
LSTM,Joint,31,0.0782,0.8748,0.9921,0.9272,0.1206
LSTM,Joint,32,0.044,0.944,0.9918,0.9672,0.0513
LSTM,Joint,33,0.0435,0.9463,0.9903,0.9678,0.0496
LSTM,Joint,34,0.0407,0.9204,0.9919,0.9543,0.087
LSTM,Joint,35,0.0459,0.9465,0.9939,0.9695,0.048
LSTM,Joint,36,0.0378,0.9249,0.977,0.9502,0.0947
LSTM,Joint,37,0.044,0.9557,0.9938,0.9743,0.0411
LSTM,Joint,38,0.0427,0.941,0.9655,0.953,0.0988
LSTM,Joint,39,0.0466,0.9498,0.991,0.97,0.0419
LSTM,Joint,40,0.0335,0.9486,0.9918,0.9696,0.0567
LSTM,Joint,41,0.0399,0.9557,0.9935,0.9742,0.0416
LSTM,Joint,42,0.0387,0.9694,0.9907,0.98,0.0412
LSTM,Joint,43,0.0357,0.9694,0.9932,0.981,0.0396
LSTM,Joint,44,0.0377,0.9201,0.9825,0.95,0.0889
