model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,34,24,1.3456,1.3561,0.1467,0.068,28660.0,0.218658447265625,205.4384,True,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
LSTM,Stage1,cascade,21,11,0.6422,0.656,0.4351,0.4291,28586.0,0.2180938720703125,125.3622,True,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
LSTM,Stage2,cascade,14,4,1.098,1.0981,0.3452,0.1959,28623.0,0.21837615966796875,80.2313,True,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
MAMBA,Joint,joint,43,33,1.3535,1.3719,0.127,0.1061,12208.0,0.0931396484375,196.343,True,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
MAMBA,Stage1,cascade,28,18,0.6568,0.6857,0.4347,0.4341,12014.0,0.0916595458984375,127.6506,True,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
MAMBA,Stage2,cascade,47,37,1.0849,1.0922,0.2701,0.2267,12111.0,0.09239959716796875,213.399,True,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
TRANSFORMER,Joint,joint,20,10,1.3366,1.3616,0.1414,0.1246,212996.0,1.625030517578125,41.7777,True,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
TRANSFORMER,Stage1,cascade,17,7,0.654,0.6603,0.435,0.427,212898.0,1.6242828369140625,35.1342,True,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
TRANSFORMER,Stage2,cascade,20,10,1.0767,1.079,0.3086,0.1295,212947.0,1.6246566772460938,41.1388,True,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
CNN,Joint,joint,21,11,1.3413,1.3549,0.147,0.0956,472708.0,3.606475830078125,237.5437,True,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
CNN,Stage1,cascade,15,5,0.6216,0.6756,0.4367,0.4351,472450.0,3.6045074462890625,170.0686,True,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
CNN,Stage2,cascade,20,10,1.0724,1.0846,0.3089,0.2866,472579.0,3.6054916381835938,220.5277,True,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
LightGBM,Joint,joint,0,-1,,,,,,0.4037952423095703,1.7435,False,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20541763305664062,1.1196,False,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30172157287597656,0.4647,False,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0856,,False,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0484,,False,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.067,18.3392,False,0,100min1500EvalTest_Seed0,meo/100min-1500/100min1500EvalTest_Seed0.log
