Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,35.42,0.1571,0.4474,0.0025,1.1001,74.72,0.2138,0.639,0.0,,2.7524,74.72,0.4276,24.24,0.1938,39.3,0.0567,Cascade,Cascade
LSTM,35.39,0.1972,0.4339,0.0356,0.4796,72.24,0.212,0.6312,0.0,0.55,1.3429,73.44,0.4641,0.99,0.0065,36.849999999999994,0.014800000000000008,Cascade,Cascade
LightGBM,73.91,0.2125,0.6282,0.0,0.1566,74.72,0.2138,0.639,0.0,,0.6679,74.72,0.4276,78.49,0.2932,0.8100000000000023,0.0012999999999999956,Cascade,Cascade
MAMBA,34.43,0.218,0.4346,0.16,0.3773,50.14,0.2529,0.5598,0.1289,36.73,1.1948,58.78,0.5425,30.7,0.2404,15.71,0.034900000000000014,Cascade,Cascade
MiniRocket,74.72,0.2138,0.639,0.0,,74.72,0.2139,0.6391,0.0,100.0,0.5585,74.72,0.4277,78.63,0.2939,0.0,0.00010000000000001674,Tie,Cascade
TRANSFORMER,37.94,0.2295,0.467,0.1156,0.19,49.68,0.2596,0.5564,0.0889,47.88,0.8927,57.26,0.5358,44.72,0.2819,11.740000000000002,0.030099999999999988,Cascade,Cascade
