Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3887,0.0828,0.3335,0.1327,1.3862
LSTM,Joint,2,1.3874,0.0177,0.191,0.0324,1.3841
LSTM,Joint,3,1.3873,0.0179,0.254,0.0333,1.3883
LSTM,Joint,4,1.3867,0.0847,0.3329,0.1215,1.3919
LSTM,Joint,5,1.3868,0.0903,0.2558,0.1329,1.385
LSTM,Joint,6,1.3863,0.0915,0.0978,0.0942,1.3797
LSTM,Joint,7,1.3862,0.0175,0.3315,0.0332,1.3895
LSTM,Joint,8,1.3853,0.085,0.3334,0.125,1.3961
LSTM,Joint,9,1.3799,0.0193,0.3108,0.0364,1.3819
LSTM,Joint,10,1.3675,0.0941,0.3018,0.1196,1.3631
LSTM,Joint,11,1.3625,0.0768,0.2975,0.0427,1.3599
LSTM,Joint,12,1.3631,0.0706,0.2969,0.0392,1.3591
LSTM,Joint,13,1.3641,0.0206,0.3098,0.0386,1.3655
LSTM,Joint,14,1.3598,0.0784,0.3087,0.1222,1.3601
LSTM,Joint,15,1.3605,0.0798,0.3234,0.0639,1.3608
LSTM,Joint,16,1.3576,0.0835,0.3135,0.073,1.3606
LSTM,Joint,17,1.3572,0.1039,0.3084,0.1467,1.3499
LSTM,Joint,18,1.3565,0.0844,0.3277,0.079,1.3648
LSTM,Joint,19,1.3558,0.0215,0.3254,0.0402,1.3573
LSTM,Joint,20,1.3556,0.0902,0.3156,0.0496,1.3489
LSTM,Joint,21,1.3549,0.0917,0.2985,0.1088,1.3562
LSTM,Joint,22,1.3542,0.0903,0.2956,0.0482,1.3561
LSTM,Joint,23,1.3535,0.0871,0.3103,0.0552,1.357
LSTM,Joint,24,1.3536,0.0956,0.2737,0.0822,1.3456
LSTM,Joint,25,1.3532,0.0907,0.2824,0.047,1.3456
LSTM,Joint,26,1.3527,0.0924,0.3235,0.1131,1.3565
LSTM,Joint,27,1.3528,0.0929,0.3581,0.0814,1.3533
LSTM,Joint,28,1.3534,0.0908,0.2951,0.0548,1.3509
LSTM,Joint,29,1.3525,0.0849,0.2983,0.0485,1.3523
LSTM,Joint,30,1.3511,0.0221,0.3156,0.0408,1.3584
LSTM,Joint,31,1.3497,0.0903,0.2997,0.0439,1.3536
LSTM,Joint,32,1.3495,0.0967,0.2901,0.0756,1.3484
LSTM,Joint,33,1.3494,0.0951,0.294,0.0703,1.3511
LSTM,Joint,34,1.3487,0.0901,0.3006,0.068,1.3561
LSTM,Stage1,1,0.6937,0.0,0.0,0.0,0.6693
LSTM,Stage1,2,0.6933,0.2557,0.9958,0.4069,0.6979
LSTM,Stage1,3,0.693,0.0,0.0,0.0,0.6802
LSTM,Stage1,4,0.6931,0.0,0.0,0.0,0.6861
LSTM,Stage1,5,0.6928,0.2578,0.9919,0.4092,0.697
LSTM,Stage1,6,0.6925,0.0,0.0,0.0,0.6792
LSTM,Stage1,7,0.6924,0.0,0.0,0.0,0.6812
LSTM,Stage1,8,0.6914,0.0,0.0,0.0,0.6818
LSTM,Stage1,9,0.688,0.2676,0.9403,0.4167,0.7179
LSTM,Stage1,10,0.6815,0.292,0.8306,0.4321,0.6873
LSTM,Stage1,11,0.674,0.3055,0.0797,0.1264,0.6422
LSTM,Stage1,12,0.67,0.2999,0.7881,0.4345,0.6598
LSTM,Stage1,13,0.6685,0.2976,0.8089,0.4351,0.6758
LSTM,Stage1,14,0.6682,0.2997,0.7883,0.4342,0.665
