Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,0.339,0.9213,0.9853,0.9501,0.0612
LSTM,Joint,2,0.0456,0.9342,0.9734,0.9519,0.0621
LSTM,Joint,3,0.049,0.9721,0.9855,0.9784,0.0402
LSTM,Joint,4,0.0233,0.977,0.9857,0.981,0.0347
LSTM,Joint,5,0.0173,0.9788,0.9889,0.9836,0.0336
LSTM,Joint,6,0.0164,0.9874,0.9904,0.9888,0.0222
LSTM,Joint,7,0.012,0.9873,0.9912,0.9892,0.0146
LSTM,Joint,8,0.0096,0.9833,0.9915,0.9873,0.0228
LSTM,Joint,9,0.0091,0.9782,0.9937,0.9859,0.0186
LSTM,Joint,10,0.0174,0.9747,0.9859,0.98,0.0465
LSTM,Joint,11,0.0339,0.9782,0.9873,0.9826,0.0332
LSTM,Joint,12,0.0209,0.9819,0.9899,0.9858,0.0296
LSTM,Joint,13,0.0165,0.985,0.991,0.9879,0.0208
LSTM,Joint,14,0.0125,0.9824,0.9909,0.9865,0.0212
LSTM,Joint,15,0.0112,0.982,0.9914,0.9866,0.0208
LSTM,Joint,16,0.0101,0.9828,0.9905,0.9865,0.0234
LSTM,Joint,17,0.0096,0.9847,0.991,0.9877,0.0216
LSTM,Stage1,1,0.1205,0.9967,0.966,0.9811,0.0592
LSTM,Stage1,2,0.049,0.9971,0.9677,0.9822,0.052
LSTM,Stage1,3,0.0402,0.997,0.9685,0.9826,0.0437
LSTM,Stage1,4,0.0378,0.9974,0.9685,0.9827,0.0413
LSTM,Stage1,5,0.0324,0.9973,0.9685,0.9827,0.0395
LSTM,Stage1,6,0.0357,0.9898,0.97,0.9798,0.0386
LSTM,Stage1,7,0.0311,0.9986,0.9685,0.9833,0.035
LSTM,Stage1,8,0.0274,0.9964,0.9699,0.983,0.0339
LSTM,Stage1,9,0.0248,0.9937,0.9786,0.9861,0.03
LSTM,Stage1,10,0.0206,0.9942,0.9784,0.9863,0.029
LSTM,Stage1,11,0.0195,0.9993,0.9775,0.9883,0.0278
LSTM,Stage1,12,0.0193,0.9866,0.9792,0.9829,0.0346
LSTM,Stage1,13,0.021,0.9979,0.9748,0.9862,0.0343
LSTM,Stage1,14,0.0183,0.9901,0.9805,0.9853,0.0315
LSTM,Stage1,15,0.0167,0.996,0.9799,0.9879,0.0309
LSTM,Stage1,16,0.0171,0.9671,0.9811,0.974,0.0333
LSTM,Stage1,17,0.0152,0.9942,0.9782,0.9861,0.0341
LSTM,Stage1,18,0.0122,0.9955,0.981,0.9882,0.0296
LSTM,Stage1,19,0.0096,0.9925,0.9812,0.9868,0.0299
LSTM,Stage1,20,0.009,0.9929,0.982,0.9874,0.0294
LSTM,Stage1,21,0.009,0.9937,0.9807,0.9872,0.0328
LSTM,Stage2,1,0.3379,0.9106,0.9718,0.9364,0.0801
LSTM,Stage2,2,0.0208,0.9908,0.9976,0.9941,0.0142
LSTM,Stage2,3,0.014,0.991,0.9981,0.9945,0.0127
LSTM,Stage2,4,0.0092,0.9904,0.9975,0.9939,0.0131
LSTM,Stage2,5,0.0127,0.9928,0.9981,0.9954,0.0119
LSTM,Stage2,6,0.0081,0.9916,0.9978,0.9947,0.0133
LSTM,Stage2,7,0.0094,0.9925,0.9961,0.9943,0.0158
