Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,91.46,0.8883,0.9183,0.8531,0.3122,92.23,0.8926,0.9248,0.8531,96.96,1.1308,92.98,0.9129,97.15,0.9304,0.7700000000000102,0.0042999999999999705,Cascade,Cascade
LSTM,90.17,0.877,0.9068,0.8553,0.0983,91.64,0.8899,0.9202,0.8531,97.04,0.5962,92.39,0.9075,97.15,0.9304,1.4699999999999989,0.012900000000000023,Cascade,Cascade
LightGBM,89.94,0.787,0.8941,0.6383,0.0186,84.28,0.6233,0.8187,0.2533,89.61,0.4466,85.56,0.7702,92.35,0.7734,-5.659999999999997,-0.16370000000000007,Joint,Joint
MAMBA,88.91,0.8673,0.8945,0.8487,0.205,90.08,0.8755,0.9043,0.8509,96.86,0.8432,90.82,0.8869,97.11,0.9295,1.1700000000000017,0.008199999999999985,Cascade,Cascade
MiniRocket,88.89,0.7603,0.8843,0.5956,,88.89,0.7531,0.8844,0.5689,88.69,0.4401,91.1,0.878,91.54,0.7811,0.0,-0.007199999999999984,Tie,Joint
TRANSFORMER,90.29,0.8699,0.9039,0.7868,0.0702,90.96,0.8846,0.9136,0.8531,97.0,0.5575,91.7,0.8991,97.15,0.9304,0.6699999999999875,0.014700000000000046,Cascade,Cascade
