Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3894,0.0683,0.3322,0.0689,1.3902
LSTM,Joint,2,1.3875,0.0175,0.3333,0.0333,1.3864
LSTM,Joint,3,1.3869,0.0711,0.178,0.0915,1.3832
LSTM,Joint,4,1.3863,0.0691,0.2958,0.112,1.3816
LSTM,Joint,5,1.3863,0.0695,0.3153,0.1139,1.3816
LSTM,Joint,6,1.3853,0.0925,0.3282,0.1369,1.3981
LSTM,Joint,7,1.384,0.0634,0.3093,0.0067,1.3888
LSTM,Joint,8,1.3819,0.0619,0.2968,0.0413,1.3906
LSTM,Joint,9,1.3784,0.0941,0.3336,0.1294,1.3832
LSTM,Joint,10,1.3778,0.0899,0.3276,0.141,1.3852
LSTM,Joint,11,1.3769,0.0939,0.2532,0.1233,1.3666
LSTM,Joint,12,1.375,0.0978,0.1921,0.1113,1.3601
LSTM,Joint,13,1.3734,0.0952,0.267,0.1248,1.3707
LSTM,Joint,14,1.3724,0.0994,0.2631,0.1187,1.3659
LSTM,Joint,15,1.3719,0.0843,0.2665,0.0548,1.3694
LSTM,Joint,16,1.3696,0.0856,0.2678,0.0413,1.3657
LSTM,Joint,17,1.3682,0.0834,0.2761,0.0609,1.3701
LSTM,Joint,18,1.3661,0.0865,0.2916,0.0631,1.3716
LSTM,Joint,19,1.3639,0.0903,0.266,0.0717,1.363
LSTM,Joint,20,1.3635,0.089,0.2938,0.0752,1.3693
LSTM,Joint,21,1.3652,0.0904,0.3014,0.0841,1.3706
LSTM,Joint,22,1.3629,0.0947,0.2835,0.0994,1.3642
LSTM,Stage1,1,0.6955,0.0098,0.0005,0.0009,0.6793
LSTM,Stage1,2,0.6938,0.2512,1.0,0.4015,0.7023
LSTM,Stage1,3,0.6938,0.252,0.999,0.4025,0.6989
LSTM,Stage1,4,0.6936,0.2612,0.3881,0.3123,0.6924
LSTM,Stage1,5,0.6934,0.2562,0.9927,0.4072,0.6966
LSTM,Stage1,6,0.6931,0.2563,0.9963,0.4077,0.7031
LSTM,Stage1,7,0.6933,0.2681,0.1205,0.1663,0.6863
LSTM,Stage1,8,0.6923,0.2663,0.8328,0.4036,0.6935
LSTM,Stage1,9,0.6913,0.0,0.0,0.0,0.6755
LSTM,Stage1,10,0.7005,0.2752,0.1111,0.1583,0.68
LSTM,Stage1,11,0.6925,0.2685,0.806,0.4028,0.695
LSTM,Stage1,12,0.69,0.0,0.0,0.0,0.6764
LSTM,Stage1,13,0.687,0.2714,0.9225,0.4194,0.6973
LSTM,Stage1,14,0.685,0.2706,0.9324,0.4195,0.6947
LSTM,Stage1,15,0.6844,0.2797,0.9042,0.4272,0.6807
LSTM,Stage1,16,0.6828,0.2931,0.7583,0.4227,0.6722
LSTM,Stage1,17,0.6814,0.2877,0.891,0.435,0.6828
LSTM,Stage1,18,0.6765,0.3068,0.6143,0.4092,0.6563
LSTM,Stage1,19,0.6714,0.3104,0.6872,0.4276,0.6529
LSTM,Stage1,20,0.669,0.3051,0.7463,0.4331,0.6571
LSTM,Stage1,21,0.668,0.307,0.7458,0.435,0.6575
LSTM,Stage1,22,0.6673,0.3043,0.7679,0.4359,0.665
LSTM,Stage1,23,0.6677,0.2956,0.857,0.4395,0.689
LSTM,Stage1,24,0.6667,0.3032,0.7926,0.4386,0.6694
LSTM,Stage1,25,0.667,0.3019,0.8043,0.439,0.6721
LSTM,Stage1,26,0.6661,0.3014,0.8132,0.4398,0.6732
LSTM,Stage1,27,0.6661,0.3013,0.8129,0.4397,0.675
LSTM,Stage1,28,0.6655,0.3082,0.7305,0.4335,0.6592
LSTM,Stage1,29,0.6656,0.3086,0.7162,0.4313,0.6594
LSTM,Stage2,1,1.1018,0.0033,0.3333,0.0066,1.0991
LSTM,Stage2,2,1.0999,0.2615,0.3333,0.2931,1.1007
LSTM,Stage2,3,1.1,0.0033,0.3333,0.0066,1.0983
LSTM,Stage2,4,1.0998,0.0713,0.3313,0.0678,1.0983
LSTM,Stage2,5,1.0991,0.0033,0.3333,0.0066,1.0983
LSTM,Stage2,6,1.0995,0.0033,0.3333,0.0066,1.0984
LSTM,Stage2,7,1.0988,0.3329,0.3399,0.2683,1.0986
LSTM,Stage2,8,1.0992,0.2611,0.3344,0.0543,1.0984
LSTM,Stage2,9,1.0993,0.3386,0.3505,0.1941,1.0984
LSTM,Stage2,10,1.0986,0.3568,0.3335,0.0508,1.0982
LSTM,Stage2,11,1.0987,0.3267,0.3337,0.111,1.0983
LSTM,Stage2,12,1.0985,0.339,0.3408,0.1094,1.0983
LSTM,Stage2,13,1.0988,0.3133,0.3348,0.1176,1.0983
LSTM,Stage2,14,1.0986,0.3261,0.3319,0.1689,1.0983
LSTM,Stage2,15,1.0985,0.3265,0.3335,0.2812,1.0983
LSTM,Stage2,16,1.0981,0.3356,0.3371,0.1959,1.0983
LSTM,Stage2,17,1.098,0.3278,0.3343,0.1446,1.0983
LSTM,Stage2,18,1.0981,0.3342,0.339,0.1588,1.0983
LSTM,Stage2,19,1.0981,0.3365,0.3369,0.1744,1.0983
LSTM,Stage2,20,1.098,0.3321,0.3376,0.1188,1.0981
LSTM,Stage2,21,1.0979,0.3234,0.3246,0.1815,1.0982
LSTM,Stage2,22,1.0979,0.3296,0.3421,0.2551,1.0983
LSTM,Stage2,23,1.0975,0.339,0.3422,0.1547,1.0983
LSTM,Stage2,24,1.0976,0.331,0.3323,0.1941,1.0983
LSTM,Stage2,25,1.0976,0.3329,0.3408,0.1721,1.0977
LSTM,Stage2,26,1.0971,0.3277,0.3343,0.1508,1.0974
LSTM,Stage2,27,1.0967,0.3234,0.3458,0.1998,1.098
LSTM,Stage2,28,1.0967,0.3266,0.3428,0.2071,1.097
LSTM,Stage2,29,1.0962,0.3317,0.3479,0.2194,1.0962
LSTM,Stage2,30,1.0961,0.3265,0.3507,0.186,1.0961
LSTM,Stage2,31,1.0954,0.3297,0.3276,0.1467,1.0943
LSTM,Stage2,32,1.0948,0.3164,0.3443,0.137,1.094
LSTM,Stage2,33,1.0939,0.327,0.3257,0.1577,1.0937
LSTM,Stage2,34,1.0935,0.3219,0.3471,0.1925,1.094
LSTM,Stage2,35,1.0936,0.3301,0.3528,0.231,1.0936
LSTM,Stage2,36,1.0919,0.3266,0.3263,0.1256,1.0929
LSTM,Stage2,37,1.0925,0.3393,0.3573,0.1563,1.0941
LSTM,Stage2,38,1.0928,0.3243,0.3418,0.2116,1.0922
LSTM,Stage2,39,1.0922,0.3242,0.348,0.2469,1.092
LSTM,Stage2,40,1.0917,0.3263,0.3612,0.1584,1.092
LSTM,Stage2,41,1.0908,0.3249,0.3459,0.2203,1.0896
LSTM,Stage2,42,1.0918,0.3284,0.3566,0.1809,1.0918
LSTM,Stage2,43,1.0904,0.3225,0.3382,0.2159,1.09
LSTM,Stage2,44,1.0906,0.3302,0.3477,0.2258,1.0909
LSTM,Stage2,45,1.0899,0.3273,0.3535,0.2119,1.0891
LSTM,Stage2,46,1.0898,0.3358,0.3629,0.1478,1.0883
