model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,22,12,1.3601,1.3642,0.141,0.0994,28660.0,0.218658447265625,134.1661,True,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
LSTM,Stage1,cascade,29,19,0.6529,0.6594,0.4398,0.4313,28586.0,0.2180938720703125,175.7992,True,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
LSTM,Stage2,cascade,72,62,1.0798,1.0825,0.2931,0.1731,28623.0,0.21837615966796875,436.8951,True,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
MAMBA,Joint,joint,22,12,1.3601,1.3651,0.1205,0.1142,12208.0,0.0931396484375,99.8252,True,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
MAMBA,Stage1,cascade,21,11,0.6514,0.6656,0.4367,0.4326,12014.0,0.0916595458984375,95.2334,True,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
MAMBA,Stage2,cascade,16,6,1.098,1.0988,0.2934,0.2242,12111.0,0.09239959716796875,71.3109,True,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
TRANSFORMER,Joint,joint,15,5,1.3418,1.3536,0.133,0.0777,212996.0,1.625030517578125,31.2797,True,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
TRANSFORMER,Stage1,cascade,21,11,0.6492,0.6582,0.4396,0.4337,212898.0,1.6242828369140625,43.3112,True,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
TRANSFORMER,Stage2,cascade,19,9,1.0774,1.0788,0.3113,0.1986,212947.0,1.6246566772460938,39.1694,True,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
CNN,Joint,joint,17,7,1.3379,1.3623,0.1508,0.0936,472708.0,3.606475830078125,192.1789,True,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
CNN,Stage1,cascade,22,12,0.64,0.6585,0.4398,0.4286,472450.0,3.6045074462890625,248.6171,True,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
CNN,Stage2,cascade,15,5,1.0776,1.0855,0.283,0.1715,472579.0,3.6054916381835938,164.8811,True,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.4036684036254883,1.7621,False,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.2058725357055664,1.2294,False,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3014974594116211,0.4466,False,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0856,,False,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0484,,False,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.067,26.2333,False,0,100min1500EvalTest_Seed1,meo/100min-1500/100min1500EvalTest_Seed1.log
