Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.78,0.9974,0.9978,0.9951,0.3117,99.81,0.9979,0.9981,0.9939,99.91,1.0202,99.83,0.9978,99.91,0.999,0.030000000000001137,0.000500000000000056,Cascade,Cascade
LSTM,97.5,0.9782,0.9755,0.9915,0.0998,98.72,0.9868,0.9873,0.9793,99.74,0.5672,98.79,0.9842,99.74,0.9971,1.2199999999999989,0.008600000000000052,Cascade,Cascade
LightGBM,75.28,0.4664,0.6512,0.0,0.024,74.9,0.297,0.6457,0.0006,85.45,0.4444,74.99,0.4513,83.58,0.7177,-0.37999999999999545,-0.1694,Joint,Joint
MAMBA,89.26,0.8975,0.898,0.8886,0.2198,97.8,0.9622,0.978,0.9379,98.25,0.8509,98.23,0.9768,98.09,0.9729,8.539999999999992,0.06470000000000009,Cascade,Cascade
MiniRocket,99.73,0.9975,0.9973,0.9897,,99.79,0.9978,0.9979,0.9921,100.0,0.4315,99.79,0.9972,100.0,1.0,0.060000000000002274,0.00029999999999996696,Cascade,Cascade
TRANSFORMER,99.56,0.9953,0.9956,0.9951,0.0691,99.63,0.9915,0.9963,0.984,99.65,0.5249,99.72,0.9964,99.65,0.9961,0.06999999999999318,-0.0037999999999999146,Cascade,Joint
