Model,Epoch,Validation Loss,Validation Accuracy
Transformer,5,0.0164,99.78
Transformer,6,0.0142,99.78
Transformer,7,0.0143,99.78
Transformer,8,0.0155,99.78
Transformer,9,0.0133,99.78
Transformer,10,0.0131,99.78
Transformer,11,0.1158,96.44
Transformer,12,0.0145,99.67
Transformer,13,0.0176,99.67
Transformer,14,0.0147,99.67
Transformer,15,0.0185,99.44
Transformer,16,0.0733,97.67
Transformer,17,0.0132,99.78
Transformer,18,0.0128,99.78
Transformer,19,0.0135,99.78
Transformer,20,0.0136,99.78
Transformer,21,0.0133,99.78
Transformer,22,0.0122,99.78
Transformer,23,0.0132,99.78
Transformer,24,0.0132,99.78
Transformer,25,0.0117,99.78
Transformer,26,0.0131,99.78
Transformer,27,0.0145,99.78
Transformer,28,0.0118,99.78
Transformer,29,0.0117,99.78
Transformer,30,0.0133,99.78
Transformer,31,0.0134,99.67
Transformer,32,0.0119,99.78
Transformer,33,0.0116,99.78
Transformer,34,0.0116,99.78
Transformer,35,0.0116,99.78
Transformer,36,0.0114,99.78
Transformer,37,0.0118,99.78
Transformer,38,0.0118,99.78
Transformer,39,0.0117,99.78
Transformer,40,0.0112,99.78
Transformer,41,0.012,99.78
Transformer,42,0.0114,99.78
Transformer,43,0.0113,99.78
Transformer,44,0.0116,99.78
Transformer,45,0.0122,99.78
Transformer,46,0.0124,99.78
Transformer,47,0.0113,99.78
Transformer,48,0.0118,99.78
Transformer,49,0.0113,99.78
Transformer,50,0.0111,99.78
Transformer,51,0.011,99.78
Transformer,52,0.0111,99.78
Transformer,53,0.0113,99.78
Transformer,54,0.0114,99.78
Transformer,55,0.0117,99.78
Transformer,56,0.0112,99.78
Transformer,57,0.0112,99.78
Transformer,58,0.0118,99.78
Transformer,59,0.0113,99.78
Transformer,60,0.0113,99.78
Transformer,61,0.0114,99.78
1D-CNN (InceptionTime),1,0.2554,89.11
1D-CNN (InceptionTime),2,0.1836,92.56
1D-CNN (InceptionTime),3,0.1662,93.44
1D-CNN (InceptionTime),4,0.1866,92.0
1D-CNN (InceptionTime),5,0.1582,94.22
1D-CNN (InceptionTime),6,0.1857,92.11
1D-CNN (InceptionTime),7,0.1729,93.44
1D-CNN (InceptionTime),8,0.1393,95.11
1D-CNN (InceptionTime),9,0.1421,94.44
1D-CNN (InceptionTime),10,0.1835,93.33
1D-CNN (InceptionTime),11,0.1365,94.22
1D-CNN (InceptionTime),12,0.1334,94.56
1D-CNN (InceptionTime),13,0.1444,93.89
1D-CNN (InceptionTime),14,0.1474,94.67
1D-CNN (InceptionTime),15,0.1402,95.11
1D-CNN (InceptionTime),16,0.1669,94.22
1D-CNN (InceptionTime),17,0.1419,94.33
1D-CNN (InceptionTime),18,0.134,94.89
1D-CNN (InceptionTime),19,0.1346,95.89
1D-CNN (InceptionTime),20,0.132,95.11
1D-CNN (InceptionTime),21,0.1388,95.33
1D-CNN (InceptionTime),22,0.136,95.33
1D-CNN (InceptionTime),23,0.1457,95.11
1D-CNN (InceptionTime),24,0.1437,95.0
1D-CNN (InceptionTime),25,0.1459,95.11
1D-CNN (InceptionTime),26,0.1727,94.44
1D-CNN (InceptionTime),27,0.1742,94.78
1D-CNN (InceptionTime),28,0.1674,94.56
1D-CNN (InceptionTime),29,0.1896,94.67
1D-CNN (InceptionTime),30,0.1767,94.67
