Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,0.4116,85.33
LSTM,2,0.2312,90.33
LSTM,3,0.0853,97.89
LSTM,4,0.0633,99.22
LSTM,5,0.0437,98.78
LSTM,6,0.0349,99.44
LSTM,7,0.0374,99.56
LSTM,8,0.0262,99.67
LSTM,9,0.0208,99.67
LSTM,10,0.0198,99.67
LSTM,11,0.028,99.56
LSTM,12,0.026,99.56
LSTM,13,0.0277,99.33
LSTM,14,0.0224,99.56
LSTM,15,0.0187,99.67
LSTM,16,0.1333,96.11
LSTM,17,0.038,98.89
LSTM,18,0.018,99.67
LSTM,19,0.0189,99.67
LSTM,20,0.0175,99.67
LSTM,21,0.0208,99.67
LSTM,22,0.02,99.56
LSTM,23,0.0198,99.67
LSTM,24,0.0178,99.67
LSTM,25,0.0262,99.56
LSTM,26,0.0268,99.22
LSTM,27,0.0163,99.67
LSTM,28,0.0162,99.67
LSTM,29,0.0173,99.67
LSTM,30,0.0149,99.67
LSTM,31,0.0154,99.67
LSTM,32,0.0159,99.67
LSTM,33,0.0147,99.67
LSTM,34,0.0136,99.67
LSTM,35,0.0203,99.67
LSTM,36,0.0142,99.67
LSTM,37,0.0136,99.67
LSTM,38,0.0144,99.67
LSTM,39,0.0129,99.67
LSTM,40,0.015,99.67
LSTM,41,0.0116,99.67
LSTM,42,0.0135,99.67
LSTM,43,0.0155,99.67
LSTM,44,0.0126,99.67
LSTM,45,0.0123,99.67
LSTM,46,0.0141,99.67
LSTM,47,0.0132,99.67
LSTM,48,0.0137,99.67
LSTM,49,0.014,99.67
LSTM,50,0.0148,99.67
LSTM,51,0.0174,99.67
Mamba,1,0.7971,64.44
Mamba,2,0.4186,86.33
Mamba,3,0.3254,88.22
Mamba,4,0.2561,90.11
Mamba,5,0.2329,91.22
Mamba,6,0.2088,92.33
Mamba,7,0.2203,90.89
Mamba,8,0.2061,92.0
Mamba,9,0.1812,93.22
Mamba,10,0.2252,92.11
Mamba,11,0.1959,92.33
Mamba,12,0.1772,93.67
Mamba,13,0.1928,92.78
Mamba,14,0.1776,93.56
Mamba,15,0.1976,92.89
Mamba,16,0.2107,93.67
Mamba,17,0.2017,93.67
Mamba,18,0.2097,93.56
Mamba,19,0.2004,93.44
Mamba,20,0.2035,93.56
Mamba,21,0.2052,93.0
Mamba,22,0.209,93.22
Transformer,1,0.2792,89.89
Transformer,2,0.0426,99.33
Transformer,3,0.1496,94.67
Transformer,4,0.0153,99.78
